109816	ὑπαλείφω	u(palei/fw	lay on	ὑπαλείφω [tr. intr. ]	étendre un onguent, un corps gras	se coucher dessus	Lag auf	19	422
64382	κίχλη	ki/xlh	a thrush	κίχλη [gens : ης (ἡ) ]	grive ; poisson de mer	un muguet	eine Drossel	16	422
91289	πρόσβορρος	pro/sborros	towards	πρόσϐορρος > προσϐόρειος [des : ος, ον, ]	tourné vers le nord, exposé au nord	vers	In Richtung	16	422
56138	γρύψ	gru/y	a griffin	γρύψ [gens : υπός (ὁ) ]	griffon	un griffon	ein Greif	12	422
26189	ἀσκητός	a)skhto/s	curiously wrought	ἀσκητός [des : ή, όν ]	travaillé avec art (tissu, vêtement, lit, etc.) ; paré, orné de ; exercé (dans un art) ; qu'on peut acquérir par l'exercice	Travaillé avec curiosité	Neugierig geschmiedet	11	422
57169	ἠχήεις	h)xh/eis	sounding, ringing, roaring	ἠχήεις [des : ήεσσα, ῆεν ]	bruyant, sonore, retentissant ; rempli de bruit	sonner, sonner, rugir	klingend, klingelnd, brüllend	11	422
14794	ἀλλόθροος	a)llo/qroos	speaking a strange tongue	ἀλλόθροος [des : οος-ους, οον-ουν, ]	qui parle une autre langue, étranger	Parler une langue étrange	Eine seltsame Zunge sprechen	10	422
62332	καταλάμπω	katala/mpw	shine upon	καταλάμπω [tr. intr. ]	verser sa lumière sur, éclairer d'en haut ; briller, resplendir	Briller sur	Leuchten auf	10	422
85041	περισταδόν	peristado/n	standing round about	περισταδόν [adv. ]	en se tenant tout autour	Debout autour de	Herumstehen um	10	422
99505	σοβέω	sobe/w	scare away	σοϐέω [tr. intr. ]	s'avancer d'un pas rapide et fier, s'avancer fièrement	effrayer	davon jagen	10	422
15828	ἀμόργη	a)mo/rgh	watery part which runs out when olives are pressed	ἀμόργη [gens : ης (ἡ) ]	marc d'olives ; plante dont on se sert pour teindre en rouge	Partie aqueuse qui s'écoule lorsque les olives sont pressées	Wässriger Teil, der ausläuft, wenn Oliven gepresst werden	5	422
104685	συνδιαιτητής	sundiaithth/s	joint arbitrator	συνδιαιτητής [gens : οῦ ]	arbitre avec un autre ; qui vit avec un autre compagnon	Arbitre conjoint	Gemeinsamer Schiedsrichter	5	422
106740	τειχεσιπλήτης	teixesiplh/ths	approacher of walls	*τειχεσιπλήτης [(ὁ) ]	qui s'approche des murailles pour les saper, destructeur de remparts	Approche des murs	Annäherung der Wände	5	422
112923	ὑπουράνιος	u(poura/nios	under heaven, under the sky	ὑπουράνιος [des : ος, ον ]	qui est sous le ciel ; qui s'élève jusqu'au ciel	sous le ciel, sous le ciel	unter dem Himmel, unter dem Himmel	5	422
69529	λυχνία	luxni/a	lampstand	λυχνία [gens : ας (ἡ) ]	chandelier ou lampe	Lampadaire	Leuchter	32	423
27215	αἴνυμαι	ai)/numai	to take, take off, take hold of	αἴνυμαι	prendre, s'emparer de	prendre, décoller, saisir	nehmen, abheben, ergreifen	21	423
63357	κατόπισθεν	kato/pisqen	behind, after, in the rear	κατόπισθεν [adv. prép. ]	derrière ; après, ensuite	derrière, après, à l'arrière	hinten, hinten	19	423
* 64973	κνηκός	knhko/s	pale yellow	κνηκός [des : ή, όν, ]@ὁ κνηκός (in κνηκός) [des : ή, όν, ]	d'un jaune de carthame, roux, fauve@le loup	jaune pâle	Blassgelb	3	1009
64965	κνῆκος	knh=kos	safflower	κνῆκος [gens : ου (ὁ) ]	safran bâtard ou carthame	Saumon	Saflor	3	1001
64977	κνημίς	knhmi/s	a greave	κνημίς [gens : ῖδος (ἡ) ]	jambart, armure de fer, composée de deux plaques de métal, qui recouvrait la jambe	une grève	eine Beinschiene	24	1013
? 5647	Κνῆμις	*knh=mis		κνημίς [gens : ῖδος (ἡ) ]	jambart, armure de fer, composée de deux plaques de métal, qui recouvrait la jambe			3	527
64981	κνημός	knhmo/s	the projecting limb	κνημός [gens : οῦ (ὁ) ]	flanc boisé d'une montagne ; montagne	le membre en saillie	das vorstehende Glied	12	1017
5648	Κνῆμος	*knh=mos		Κνῆμος [gens : ου (ὁ) ]	Knèmos	Knèmos		14	528
64994	κνηστίς	knhsti/s	hollow hair-pin	κνηστίς [gens : ίδος (ἡ) ]	aiguille à coiffer	Pince creuse	Hohle haarstift	3	6
64968	κνῆστις	knh=stis	cheese grater	κνῆστις [des : κνῆστιν gens : ιος, (ἡ) ]	racloir, grattoir ; démangeaison	râpe à fromage	Käsereibe	3	1004
