* 79418	παιωνικός	paiwniko/s	healing	2 παιωνικός [des : ή, όν, ]@1 παιωνικός [des : ή, όν, ]	de péon, comme un péon@salutaire, secourable	guérison	Heilung	3	1022
8193	Πνυταγόρας	*pnutago/ras		Πνυταγόρας [(ὁ) ]	Pnytagoras	Pnytagoras		5	1022
92922	προσαιτέω	prosaite/w	ask besides	προσαιτέω	demander en outre encore plus de ; demander vers, avec insistance, prier, supplier	Demander d'autre part	Frage neben	26	1022
104261	συνᾴδω	suna/|dw	to sing with	συνᾴδω	chanter avec ; s'accorder avec	chanter avec	mit singen	22	1022
106316	ταλαντιαῖος	talantiai=os	worth a talent	ταλαντιαῖος [des : α, ον ]	de la valeur d'un talent ; de la grosseur ou de la masse d'un talent	Vaut un talent	Ein Talent wert	7	1022
! 110425	ὑπειδόμην	u(peido/mhn	view from below			Vue de dessous	Ansicht von unten	24	1022
? 10241	Χελώνη	*xelw/nh	lip	χελώνη [gens : ης (ἡ) ]	tortue	lèvre	Lippe	3	1022
? 3070	Ὠμάδιος	*)wma/dios		ὠμάδιος [gens : ου (ὁ) ]	« qui aime la chair crue »			3	1022
* 17495	ἀναγώγια	a)nagw/gia	offerings made on embarkation	ἀναγώγια > ἀναγώγιος [gens : ων (τὰ) ]@τὰ ἀναγώγια (in ἀναγώγιος) [des : ος, ον ]	qui gagne le large ; qui élève l'âme@sacrifice pour obtenir une heureuse traversée	Les offres faites lors de l'embarquement	Angebote beim Einschiffen	3	1023
* 20597	ἀντίστροφος	a)nti/strofos	turned so as to face one another	ἀντίστροφος [des : ος, ον, ]@ἡ ἀντίστροφος (in ἀντίστροφος) [des : ος, ον, ]	tourné du côté opposé@antistrophe ; inversion	Tournés de manière à se faire face	Drehte sich so um, um sich gegenüberstehen	25	1023
! 25764	ἀρτέομαι	a)rte/omai	to be prepared			être préparé	vorbereitet sein	5	1023
! 2047	Ἀρχέδαμος	*)arxe/damos						8	1023
? 4095	Δονακών	*donakw/n	a thicket of reeds	δονακών [gens : ῶνος (ὁ) ]	plant de roseaux	Un bosquet de roseaux	Ein Dickicht von Schilf	3	1023
50578	εἰσαφικάνω	ei)safika/nw	to come into or to, arrive at	εἰσαφικάνω > εἰσαφικνέομαι	arriver jusque dans ou jusqu'à ; arriver près de	entrer ou arriver, arriver à	zu kommen oder zu kommen	13	1023
* 38131	ἔνυδρος	e)/nudros	with water in it	ἔνυδρος [des : ος, ον ]@ὁ ἔνυδρος (in ἔνυδρος) [des : ος, ον ]	abondant en eau (pays, terre) ; qui vit dans l'eau ; rempli d'eau@loutre	Avec de l'eau	Mit Wasser drin	30	1023
48511	ἐπιθυμητός	e)piqumhto/s	desired	ἐπιθυμητός [des : ή, όν ]	désiré ou désirable	voulu	Gewünscht	5	1023
39164	ἐφανδάνω	e)fanda/nw	to please, be grateful to	ἐφανδάνω	plaire à	s'il vous plaît, soyez reconnaissant à	bitte, sei dankbar	17	1023
61907	καταβιβάζω	katabiba/zw	to make to go down, bring down, bring down	καταϐιϐάζω	faire descendre ; faire descendre de force, repousser ; faire descendre, poursuivre jusqu'à	faire descendre, faire tomber, faire tomber	zu machen, um zu gehen, zu bringen, zu bringen	12	1023
6143	Λάτμος	*la/tmos		Λάτμος [gens : ου (ὁ) ]	Latmos (auj. Beşparmak Dağı) (mt.)	Latmos (auj. Beşparmak Dağı) (mt.)		7	1023
72211	μετοίκιον	metoi/kion	tax paid by the μέτοικοι	μετοίκιον [gens : ου (τὸ) ]	taxe de douze drachmes que payaient les étrangers domiciliés à Athènes	impôt payé par le μέτοικοι	Steuer von der μέτοικοι bezahlt	11	1023
7168	Μοθώνη	*moqw/nh		Μοθώνη > Μεθώνη [gens : ης (ἡ) ]	Méthônè	Méthônè		9	1023
76331	ὄλυρα	o)/lura	a kind of grain, spelt	ὄλυρα [gens : ας (ἡ) ]	sorte de froment ou d'épeautre	une sorte de grain, épeautre	eine Art Getreide, Dinkel	6	1023
91896	προδιδάσκω	prodida/skw	to teach	προδιδάσκω	instruire auparavant	enseigner	Lehren	17	1023
93948	προστρέπω	prostre/pw	to turn towards a god, to approach with prayer, supplicate	προστρέπω [tr. intr. ]	tourner vers ; se tourner vers ; se faire à soi-même un sujet de malédiction de, maudire	se tourner vers un dieu, s'approcher avec la prière, supplier	sich einem Gott zuwenden, sich mit Gebet nähern, flehen	11	1023
* 9218	Σικυώνια	*sikuw/nia	women's shoes	Σικυώνια > Σικυώνιος [gens : ων (τὰ) ]@τὰ Σικυώνια (in Σικυώνιος) [des : α, ον ]	Sicyonien@chaussure de femme à la mode sicyonienne	chaussures de femme	Frauen Schuhe	3	1023
? 10242	Χερρόνησος	*xerro/nhsos		χερρόνησος > χερσόνησος [gens : ου (ἡ) ]	presqu'île, péninsule			3	1023
