521	Ὑδάρνης	*(uda/rnhs		Ὑδάρνης [(ὁ) ]	Hydarnès	Hydarnès		19	521
67562	λαφυροπωλέω	lafuropwle/w	sell booty	λαφυροπωλέω	vendre le butin ; vendre comme butin	Vendre un butin	Verkaufen Beute	18	521
44881	ἐνυφαίνω	e)nufai/nw	to weave in as a pattern	ἐνυφαίνω	tisser ou broder dans	à tisser comme motif	als Muster einweben	9	521
100630	στοχαστικός	stoxastiko/s	skilful in aiming at	στοχαστικός [des : ή, όν ]	qui vise bien, qui tend directement vers ; habile à conjecturer, pénétrant ; conjectural	Habile à viser	Geschickt im zielen	8	521
39686	ἐγκυρέω	e)gkure/w		ἐγκυρέω	tomber sur ou dans, rencontrer	tomber sur ou dans, rencontrer		6	521
41761	ἐκτομή	e)ktomh/	cutting out	ἐκτομή [gens : ῆς (ἡ) ]	coupure, entaille, ouverture ; amputation, castration	découper	Ausschneiden	6	521
105811	συσπάω	suspa/w	draw together	συσπάω	tirer ensemble	Dessine ensemble	zusammen zeichnen	6	521
24233	ἀπομισθόω	a)pomisqo/w	let out for hire	ἀπομισθόω	donner contre salaire	Louer	Lassen Sie sich mieten	5	521
? 27313	αἰγικορεῖς	ai)gikorei=s	goatherds	Αἰγικορεῖς [gens : έων (οἱ) ]	les Chevriers	Chèvres	Ziegenhirten	3	521
11808	ἄρνησις	a)/rnhsis	denial	ἄρνησις [gens : εως (ἡ) ]	action de nier, dénégation ; négation	le déni	Verweigerung	16	522
41762	ἐκτομίας	e)ktomi/as	one that is castrated	ἐκτομίας [gens : ου (ὁ) ]	castrat, eunuque ; animal châtré (bœuf, etc.)	Une qui est castrée	Eine, die kastriert ist	16	522
84117	περίνεος	peri/neos	space between the anus and scrotum	περίνεος [gens : ου (ὁ) ]	périnée, région entre l'anus et le scrotum	Espace entre l'anus et le scrotum	Raum zwischen dem Anus und dem Hodensack	15	522
78914	οὐρητικός	ou)rhtiko/s	inclined to make water much	οὐρητικός [des : ή, όν ]	qui concerne l'urine ou l'action d'uriner ; sujet à uriner ; qui fait uriner, diurétique	Enclin à faire de l'eau beaucoup	Geneigt, viel Wasser zu machen	12	522
35560	δύσπορος	du/sporos	scarcely passable	δύσπορος [des : ος, ον, ]	difficile à traverser	À peine passable	Kaum passierbar	11	522
93447	προσγελάω	prosgela/w	smile at	προσγελάω	sourire à	souri à	anlächeln	8	522
18020	ἀναρμοστία	a)narmosti/a	discord	ἀναρμοστία [gens : ας (ἡ) ]	défaut d'accord, manque d'harmonie	discorde	Zwietracht	7	522
21120	ἀντιστρατηγέω	a)ntistrathge/w	act against as general	ἀντιστρατηγέω	commander l'armée ennemie ; commander une expédition contre ; commander à la place du général ; être propréteur	Agir en tant que général	Handeln als allgemein	7	522
73602	μύρρα	mu/rra	myrrh (Balsamodendron Myrrha)	μύρρα [gens : ας (ἡ) ]	myrrhe	myrrhe (Balsamodendron Myrrha)	Myrrhe (Balsamodendron Myrrha)	3	360
7219	Μύρρα	*mu/rra	Myrrha, daughter of Cinyras	Μύρρα [gens : ας (ἡ) ]	Myrrha	Myrrha, fille de Cinyras	Myrrha, Tochter von Cinyras	3	50
73603	μύρσινος	mu/rsinos	of myrtle	μύρσινος > μύρρινος [des : η, ον ]	de myrte	De myrte	Von Myrte	3	361
7220	Μύρσινος	*mu/rsinos	Myrsinus, Myrtuntium	Μύρσινος [gens : ου (ἡ) ]	Myrsinos, (v.)	Myrsinus, Myrtuntium	Myrsinus, Myrtuntium	3	51
73604	μύρσος	mu/rsos	basket	μύρσος [gens : ου (ὁ) ]	corbeille à deux anses	panier	Korb	3	362
7221	Μύρσος	*mu/rsos	Myrsus	Μύρσος [gens : ου (ὁ) ]	Myrsos	Myrsus	Myrsus	3	52
73936	μυρτίς	murti/s	myrtle-berry	μυρτίς [gens : ίδος (ἡ) ]	baie ou couronne de myrte ; > μυρτίδανον 2	baie ou couronne de myrte ; ﻿excroissance parasite sur l’écorce du myrte	Myrte-Beere	3	694
7222	Μύρτις	*mu/rtis		2 Μύρτις [gens : ιδος (ὁ) ]	Myrtis, (h.)	Myrtis, (h.)		3	53
