65931	κούριμος	kou/rimos	of, for cutting hair	κούριμος [des : η, ον ]	qui sert à tondre, à raser ; tondu, rasé	de, pour couper les cheveux	zum Schneiden von Haaren	5	940
105205	συνεύδω	suneu/dw	sleep	συνεύδω	dormir ou coucher avec	dormir	Schlaf	5	940
? 10159	Χάρμων	*xa/rmwn		χάρμων [gens : ωνος (ὁ) ]	« celui qui réjouit »			3	940
? 49455	ἐρευθαλέος	e)reuqale/os	ruddy	ἐρευθάλεος [des : α, ον ]	rouge	rouge	Ruddy	3	940
32905	διαδικασία	diadikasi/a	suit to decide between claimants	διαδικασία [gens : ας (ἡ) ]	action de trancher une contestation, décision judiciaire	Un procès pour décider entre les demandeurs	Anzug, um zwischen den Antragstellern zu entscheiden	25	941
20514	ἀντίληψις	a)nti/lhyis	receiving in turn	ἀντίληψις [gens : εως (ἡ) ]	état de celui qui est saisi (par une maladie), maladie, affection	Recevant à son tour	Erhalten wiederum	17	941
67987	λεηλασία	lehlasi/a	plundering	λεηλασία [gens : ας (ἡ) ]	enlèvement de butin, pillage	pillage	Plündern	10	941
71074	μεμψίμοιρος	memyi/moiros	faultfinding	μεμψίμοιρος [des : ος, ον ]	qui se plaint de son sort	trouver à redire	die Fehlersuche	9	941
2989	Ὀρφικός	*)orfiko/s	Orpheus	Ὀρφικός [des : ή, όν, ]	d'Orphée, orphique	Orphée	Orpheus	7	941
45301	ἐπαρτάω	e)parta/w	hang on	ἐπαρτάω	attacher à, suspendre à	attendre	abwarten	7	941
54609	φρύαγμα	fru/agma	violent snorting	φρύαγμα [gens : ατος (τὸ) ]	frémissement ou grondement d'un animal ; attitude ou ton d'arrogance, fierté, orgueil	Reniflement violente	Heftiges Schnauben	7	941
8112	Πινάριος	*pina/rios		Πινάριος [gens : ου (ὁ) ]	Pīnārius, (h. rom.)	Pīnārius, (h. rom.)		6	941
25682	ἀρρενικός	a)rreniko/s	male	ἀρρενικός [des : ή, όν ]	masculin, mâle ; masculin	mâle	männlich	6	941
33931	διατρώγω	diatrw/gw	gnaw through	διατρώγω	ronger, déchirer en rongeant	Ronger	durchnagen	5	941
81418	παρακαταβολή	parakatabolh/	money deposited in court	παρακαταϐολή [gens : ῆς (ἡ) ]	consignation d'une amende préjudicielle	Argent déposé au tribunal	Geld vor Gericht hinterlegt	5	941
57689	ἴαμα	i)/ama	remedy	ἴαμα [gens : ατος (τὸ) ]	remède ; guérison	remédier	Abhilfe	37	942
96951	ῥητίνη	r(hti/nh	resin of the pine	ῥητίνη [gens : ης (ἡ) ]	résine	Résine de pin	Harz der Kiefer	27	942
105207	συνεύχομαι	suneu/xomai	join in prayer	συνεύχομαι	joindre ses prières à celles de ; faire une prière ou des vœux pour	Se joindre à la prière	Im Gebet teilnehmen	25	942
6062	Κυθήριος	*kuqh/rios	Cytherean	Κυθήριος [des : α, ον ]	de Cythère	Cytherean	Cytherean	20	942
10161	Χάροψ	*xa/roy	Charops	Χάροψ [gens : οπος (ὁ) ]	Kharops, (h.)	Charops	Charops	18	942
95925	θηητός	qhhto/s	gazed at	θηητός [des : ή, όν, ]	digne d'admiration	Regardé	starren auf	17	942
4014	Διογείτων	*diogei/twn		Διογείτων [gens : ονος (ὁ) ]	Diogeiton	Diogeiton		12	942
64906	κλών	klw/n	a twig, spray	κλών [gens : ωνός (ὁ) ]	jeune pousse, rejeton, petite branche	une brindille, vaporiser	ein Zweig, Spray	12	942
11192	ἄκαμπτος	a)/kamptos	unbent	ἄκαμπτος [des : ος, ον, ]	qui ne plie pas	Unbent	Ungebogen	10	942
45302	ἐπαρτής	e)parth/s	ready for work, equipt	ἐπαρτής [des : ής, ές, ]	préparé, prêt	prêt pour le travail, equipt	bereit für die Arbeit, ausrüsten	8	942
