31030	δερμάτινος	derma/tinos	of skin, leathern	δερμάτινος [des : η, ον ]	de peau, de cuir (gaine, bouclier, etc.)	de peau, de cuir	von Haut, Leder	8	125
41365	ἐκνέω	e)kne/w	swim out	ἐκνέω	nager de, du milieu de, en s'éloignant de ; s'échapper à la nage	Nager	Schwimmen	8	125
63059	καταυτόθι	katauto/qi	on the spot	καταυτόθι [adv. ]	là même	sur place	An der Stelle	7	125
103360	συγκαταινέω	sugkataine/w	agree with	συγκαταινέω	donner son assentiment à, approuver	d'accord avec	einverstanden mit	6	125
* 107467	τηνίκα	thni/ka	at that time	τηνίκα [adv. ]@τὸ τηνίκα (in τηνίκα) [adv. ]	à ce moment@à ce moment de l'année	à ce moment-là	zu dieser Zeit	5	125
50705	εἰσοικίζω	ei)soiki/zw	bring in as a dweller	εἰσοικίζω	établir dans une habitation, installer	Apporter en tant que habitant	Als Bewohner einbringen	24	126
66141	κρατιστεύω	kratisteu/w	to be mightiest	κρατιστεύω	être le plus fort, l'emporter sur, exceller	Être le plus puissant	Mächtig sein	18	126
107468	τηνικάδε	thnika/de	at this time	τηνικάδε [adv. ]	en ce moment-ci	en ce moment	in diesem Moment	17	126
45510	ἐπεμβάλλω	e)pemba/llw	put on	ἐπεμϐάλλω [tr. intr. ]	se jeter en outre	mettez	anziehen	15	126
10369	Ζεύξιππος	*zeu/cippos	desultor	Ζεύξιππος [gens : ου (ὁ) ]	Zeuxippos, (h.)	Desultor	Desultor	14	126
13471	ἀγριαίνω	a)griai/nw	to be or become wild, to be angered, provoked	ἀγριαίνω [tr. intr. ]	effaroucher, irriter, aigrir	être ou devenir sauvage, être en colère, provoqué	wild sein oder werden, verärgert sein, provoziert werden	13	126
8321	Πομπώνιος	*pompw/nios		Πομπώνιος [gens : ου (ὁ) ]	la famille des Pomponius	la famille des Pomponius		8	126
98183	σημειώδης	shmeiw/dhs	remarkable	σημειώδης [des : ης, ες ]	qui est un signe, qui signifie, qui présage ; digne d'attention, notable	remarquable	bemerkenswert	6	126
94075	προτελέω	protele/w	pay	προτελέω	payer d'avance ou auparavant ; préparer à qqe cérémonie religieuse, initier auparavant	Payer	Zahlen	5	126
127	Ἁλικαρνασσεύς	*(alikarnasseu/s	from Halicarnassus	Ἁλικαρνασσεύς [gens : έως (ὁ) ]	d'Halicarnasse	De Halicarnassus	Von Halicarnassus	28	127
69231	λοιμώδης	loimw/dhs	pestilential	λοιμώδης [des : ης, ες, ]	pestilentiel, contagieux	pestilentiel	Pestilential	28	127
21751	ἀπαυδάω	a)pauda/w	to forbid	ἀπαυδάω	défendre ; refuser, décliner ; perdre l'usage de la parole, devenir muet	interdire	verbieten	23	127
26323	ἀστέριος	a)ste/rios	starred	ἀστέριος [des : α, ον, ]	étoilé	A joué	Spielte	3	556
2143	Ἀστέριος	*)aste/rios		Ἀστέριος [gens : ου (ὁ) ]	Astérios, (h.)	Astérios, (h.)		12	95
? 26342	ἀστερίων	a)steri/wn		Ἀστερίων [gens : ωνος (ὁ) ]	Astériôn, (h.)			3	575
2146	Ἀστερίων	*)asteri/wn		Ἀστερίων [gens : ωνος (ὁ) ]	Astériôn, (h.)	Astériôn, (h.)		8	98
26354	ἀστεροπαῖος	a)steropai=os	the lightener	ἀστεροπαῖος [gens : ου (ὁ) ]	qui lance des éclairs	qui lance des éclairs	der Aufheller	3	587
2150	Ἀστεροπαῖος	*)asteropai=os	Asteropaeus, son of Pelegon	Ἀστεροπαῖος [gens : ου (ὁ) ]	Astéropæos, (h.)	Asteropaeus, fils de Pelegon	Asteropaeus, Sohn von Pelegon	12	102
26355	ἀστεροπή	a)steroph/	lightning	ἀστεροπή [gens : ῆς (ἡ) ]	éclair	foudre	Blitz	13	588
2148	Ἀστερόπη	*)astero/ph		Ἀστερόπη [gens : ης (ἡ) ]	Astéropè, (f.)	Astéropè, (f.)		3	100
