110803	ὑπερμεγέθης	u(permege/qhs	exceedingly difficult	ὑπερμεγέθης [des : ης, ες, ]	d'une grandeur démesurée, énorme	Extrêmement difficile	Außerordentlich schwierig	37	376
2424	Ἐπιμενίδης	*)epimeni/dhs		Ἐπιμενίδης [gens : ου (ὁ) ]	Épiménidès (Épiménide)	Épiménidès (Épiménide)		28	376
27168	αἱμύλος	ai(mu/los	flattering, wheedling, wily	αἱμύλος [des : η, ον ]	séduisant, insinuant, rusé	flatteur, wheedling, rusé	schmeichelhaft, keuchend, schlau	26	376
34390	δικαιολογία	dikaiologi/a	plea in justification	δικαιολογία [gens : ας (ἡ) ]	défense en justice, plaidoirie ; discours du genre judiciaire	Plaidoyer de justification	Klagegrund in Begründung	26	376
112877	ὑποτοπέω	u(potope/w	suspect	ὑποτοπέω	soupçonner	suspect	vermuten	19	376
53020	φέβομαι	fe/bomai	to be put to flight, flee affrighted	φέϐομαι	s'effrayer, fuir	être mis en fuite, fuir effrayé	in die Flucht geschlagen werden, erschrocken fliehen	16	376
22004	ἀπεύχομαι	a)peu/xomai	wish	ἀπεύχομαι	s'efforcer de détourner par des prières, de conjurer ; renier	souhait	Wunsch	13	376
10623	ἁλιευτικός	a(lieutiko/s	of or for fishing	ἁλιευτικός [des : ή, όν ]	de pêche ou de pêcheur	de ou pour la pêche	von oder zum Angeln	11	376
12694	ἀεργία	a)ergi/a	a not working, idleness	ἀεργία [gens : ας (ἡ) ]	inactivité, paresse ; stérilité d'un champ en jachère	un pas de travail, l'oisiveté	eine nicht funktionierende Untätigkeit	6	376
4472	Φάληρος	*fa/lhros		Φάληρος [gens : ου (ὁ) ]	Phalèros	Phalèros		5	376
14748	ἀλλαχόθι	a)llaxo/qi	elsewhere	ἀλλαχόθι [adv. ]	ailleurs	autre part	anderswo	5	376
87053	πολύθυτος	polu/qutos	abounding in sacrifices	πολύθυτος [des : ος, ον ]	accompagné ou qui se compose de nombreux sacrifices ; où l'on offre de nombreux sacrifices	Abondant dans les sacrifices	Reich an Opfern	5	376
? 35414	δρυίνας	drui/nas	serpent living in hollow oaks	δρυΐνας [(ὁ) ]	serpent qui se cache dans les chênes creux	Serpent vivant dans des chênes creux	Schlange, die in hohlen Eichen wohnt	3	376
? 111846	ὑπόβαθρα	u(po/baqra	plinth	ὑποϐάθρα > ὑπόϐαθρον [gens : ας (ἡ) ]	support	socle	Sockel	3	376
54045	φλοιός	floio/s	the bark	φλοιός [gens : οῦ (ὁ) ]	écorce ; sorte de chêne	l'écorce	die Rinde	21	377
47856	ἐπικελεύω	e)pikeleu/w	exhort	ἐπικελεύω	adresser encore des exhortations, des encouragements	exhorter	ermahnen	17	377
73619	μύστης	mu/sths	one initiated	μύστης [gens : ου subst. adj. m. ]	qui initie aux mystères, initiateur	Un initié	Einer initiiert	17	377
58490	ἰχνεύω	i)xneu/w	track out, hunt after	ἰχνεύω	suivre à la piste	traquer, chasser après	aufspüren, jagen nach	26	715
? 2852	Ἰχνεύω	*)ixneu/w	track out	ἰχνεύω	suivre à la piste	Suivre	Aufspüren	3	804
* 58510	ἰχθυβόλος	i)xqubo/los	striking fish, catching fish	ἰχθυϐόλος [des : ος, ον subst. ]@ὁ ἰχθυϐόλος (in ἰχθυϐόλος) [des : ος, ον subst. ]	qui harponne le poisson ; harponné, péché@pêcheur	frapper du poisson, attraper du poisson	Fische schlagen, Fische fangen	3	735
? 58501	ἰχθύβολος	i)xqu/bolos	striking fish	ἰχθυϐόλος [des : ος, ον subst. ]@ὁ ἰχθυϐόλος (in ἰχθυϐόλος) [des : ος, ον subst. ]	qui harponne le poisson ; harponné, péché@pêcheur	Poisson frappant	Auffälliger Fisch	3	726
58534	ἰχθυοφάγος	i)xquofa/gos	eating fish	ἰχθυοφάγος [des : ος, ον ]	qui se nourrit de poisson	en train de manger du poisson	Fisch essen	3	759
? 58528	ἰχθυόφαγος	i)xquo/fagos	eating fish	ἰχθυοφάγος [des : ος, ον ]	qui se nourrit de poisson	en train de manger du poisson	Fisch essen	3	753
! 58538	ἰχθυοκένταυρος	i)xquoke/ntauros	half-man and half-fish			Demi-homme et demi-poisson	Halbmann und halbfisch	3	763
! 2858	Ἰχθυοκένταυρος	*)ixquoke/ntauros						3	810
