31019	δεόντως	deo/ntws	as it ought	δεόντως [adv. ]	comme il convient	Comme il faut	Wie es sein sollte	39	114
7283	Νάβις	*na/bis		Νάϐις [gens : ιδος (ὁ) ]	Nabis	Nabis		32	114
76446	ὄχα	o)/xa	far	ὄχα [adv. ]	tout à fait, beaucoup	loin	weit	22	114
107456	τηλύγετος	thlu/getos	an only child, a darling child	τηλύγετος [des : η, ον ]	né chétif, délicat, né de parents âgés ou né le dernier de plusieurs, tendrement aimé, chéri ; né au loin, lointain	un enfant unique, un enfant chéri	ein Einzelkind, ein Liebling	15	114
39279	ἐφίζω	e)fi/zw	to set upon	ἐφίζω	s'asseoir sur, se poser sur	se fixer	zu setzen	13	114
58913	κακηγορέω	kakhgore/w	speak ill of, abuse, slander	κακηγορέω	dire du mal de, décrier	parler mal, abus, calomnie	spreche schlecht von, Missbrauch, Verleumdung	13	114
34128	διείρω	diei/rw	pass	διείρω	faire passer à travers ; tirer jusqu'au bout, développer	passer	bestehen	11	114
98171	σημασία	shmasi/a	the giving a signal	σημασία [gens : ας (ἡ) ]	action de donner un signal ou un ordre ; signe, ce à quoi on reconnaît qqn ou qqe ch. ; signification d'un mot	Donner un signal	Das gibt ein signal	8	114
3186	Αἰγυπτιστί	*ai)guptisti/	in the Egyptian tongue	Αἰγυπτιστί [adv. ]	en langue égyptienne ; en Égyptien, en fourbe	En langue égyptienne	In der ägyptischen Zunge	6	114
68186	λεπταλέος	leptale/os	fine, delicate	λεπταλέος [des : α, ον adv. ]	fin, délicat ; ténu, subtil ; faible, grêle	fin, délicat	fein, zart	6	114
! 1138	Ἀγήσαρχος	*)agh/sarxos						5	114
48627	ἐπισκευή	e)piskeuh/	repair	ἐπισκευή [gens : ῆς (ἡ) ]	préparatifs ou organisation de fêtes, de sacrifices ; restauration, reconstruction (de murs de temples, etc.) ; meubles, instruments, matériel de fabrication	réparation	reparieren	38	115
115	Ἁλίαρτος	*(ali/artos	a town in Boeotia	Ἁλίαρτος [gens : ου (ὁ) ]	Haliartos (auj. Alíartos) (v.)	une ville de Béotie	eine Stadt in Böotien	37	115
11389	ἄμεμπτος	a)/memptos	blameless	ἄμεμπτος [des : ος, ον ]	irréprochable ; qui ne fait pas de reproche	irréprochable	untadelig	36	115
5235	Καλυψώ	*kaluyw/	Calypso, a goddess, daughter of Atlas	Καλυψώ [des : οῖ, ώ gens : οῦς, (ἡ) ]	Kalypsô (Calypso)	Calypso, une déesse, fille d'Atlas	Calypso, eine Göttin, Tochter von Atlas	35	115
15521	ἀμφιβαίνω	a)mfibai/nw	to go about	ἀμφιϐαίνω	marcher autour de	aller	um herumzugehen	21	115
99198	σκοτία	skoti/a	darkness	σκοτία [gens : ας (ἡ) ]	ténèbres, obscurité	obscurité	Dunkelheit	19	115
10358	Ζακύνθιος	*zaku/nqios		Ζακύνθιος [des : α, ον ]	de Zakynthos	de Zakynthos		18	115
25549	ἀριστόνικος	a)risto/nikos	gaining glorious victory	ἀριστόνικος [des : ος, ον ]	qui remporte la plus belle victoire	Gagnant une glorieuse victoire	Einen glorreichen Sieg erringen	3	810
1931	Ἀριστόνικος	*)aristo/nikos		Ἀριστόνικος [gens : ου (ὁ) ]	Aristonikos, (h.)	Aristonikos, (h.)		19	907
25550	ἀριστόνοος	a)risto/noos	excellent in wisdom	ἀριστόνοος [des : ος, ον ]	qui a les meilleurs sentiments ou les meilleures dispositions	Excellent en sagesse	Ausgezeichnet in Weisheit	3	811
1932	Ἀριστόνοος	*)aristo/noos		Ἀριστόνοος [gens : όου (ὁ) ]	Aristonoos, (h.)	Aristonoos, (h.)		7	908
25570	ἀριστοπόνος	a)ristopo/nos	working excellently	ἀριστοπόνος [des : ος, ον ]	très laborieux, très industrieux	Fonctionnant de manière excellente	Arbeitet hervorragend	3	830
? 25551	ἀριστόπονος	a)risto/ponos		ἀριστοπόνος [des : ος, ον ]	très laborieux, très industrieux			3	812
25577	ἀριστοτόκος1	a)ristoto/kos1	bearing the best children	ἀριστοτόκος > ἀριστοτόκεια [des : ος, ον ]	qui enfante les plus nobles fils	Portant les meilleurs enfants	Mit den besten Kindern	3	836
