? 113248	ὡρόλογος	w(ro/logos	an Egyptian astrologer	ὡρολόγος [gens : ου (ὁ) ]	« qui dit l'heure »	Un astrologue égyptien	Ein ägyptischer Astrologe	3	745
? 116326	ζῳότροφος	zw|o/trofos	nourishing animals.	ζῳοτρόφος [des : ος, ον, ]	qui nourrit ou élève des animaux	nourrir les animaux.	nährende Tiere.	3	745
* 4842	Γάλλος	*ga/llos	priest of Cybele	2 Γάλλος [gens : ου (ὁ) ]@1 Γάλλος [gens : ου (ὁ) ]	Gaulois ; Gallus@prêtre de Cybèle	Prêtre de Cybele	Priester von Cybele	34	746
8941	Σάκαι	*sa/kai	the Sacae, a Scythian tribe	Σάκαι [gens : ῶν (οἱ) ]	les Sakes	les Sacae, une tribu scythe	die Sacae, ein skythischer Stamm	34	746
36814	ἑδραῖος	e(drai=os	sitting	ἑδραῖος [des : α ος, ον ]	qui sert de siège ; sédentaire ; ferme dans son assiette, solide	séance	Sitzung	29	746
76052	ὁμορέω	o(more/w	to be ὅμορος, border upon, march with	ὁμορέω	confiner, être limitrophe de	être ὅμορος, frontière, marcher avec	ὅμορος sein, an grenzen, marschieren mit	29	746
54414	φθόρος	fqo/ros	pestilent fellow	φθόρος [gens : ου (ὁ) ]	perdition, perte, ruine, destruction ; désastre à la guerre	Paternel	Pestilent fellow	26	746
27538	αἰσχροκερδής	ai)sxrokerdh/s	sordidly greedy of gain	αἰσχροκερδής [des : ής, ές, ]	cupide ou avare	Sordidement gourmand de gain	Schrecklich gierig	18	746
55438	γεννήτωρ	gennh/twr		γεννήτωρ [gens : ορος (ὁ) ]	père	qui procrée		16	746
3818	Δελφικός	*delfiko/s	Delphi	Δελφικός [des : ή, όν, ]	de Delphes	Delphes	Delphi	12	746
95727	θεουδής	qeoudh/s	fearing God	θεουδής [des : ής, ές ]	qui craint les dieux, pieux, religieux ; semblable à un dieu, divin	Craignant Dieu	Fürchtender Gott	11	746
29592	βραβεύς	brabeu/s	judge at the games	βραϐεύς [gens : έως (ὁ) ]	juge d'un combat, arbitre ; juge, arbitre ; qui dirige, conducteur, chef (d'une troupe)	Juge aux jeux	Richter bei den Spielen	10	746
69852	μακρηγορέω	makrhgore/w	speak at great length	μακρηγορέω	parler longuement	Parler longuement	Viel zu sprechen	7	746
106036	σχάσμα	sxa/sma	incision	σχάσμα [gens : ατος (τὸ) ]	incision	incision	Einschnitt	7	746
32710	διάπλασις	dia/plasis	putting into shape	διάπλασις [gens : εως (ἡ) ]	formation ; réduction d'une luxation	Mise en forme	In Form bringen	5	746
78103	ὀτραλέος	o)trale/os	quick, nimble, busy, ready	ὀτραλέος [des : α, ον ]	rapide, agile	rapide, agile, occupé, prêt	schnell, flink, beschäftigt, bereit	5	746
? 9965	Τιτανογραφία	*titanografi/a	a history of the Titans	τιτανογραφία [gens : ας (ἡ) ]	histoire des Titans	Une histoire des Titans	Eine Geschichte der Titanen	3	746
* 105329	συννέω	sunne/w	to pile or heap together, heap up	3 συννέω@2 συννέω@1 συννέω	entasser, amonceler@filer ou tisser ensemble@nager avec	empiler ou amasser ensemble, amasser	zusammen stapeln oder häufen	6	40
* 105330	συννέω2	sunne/w2	pile	3 συννέω@2 συννέω@1 συννέω	entasser, amonceler@filer ou tisser ensemble@nager avec	pile	Haufen	6	40
105370	συνοδοιπόρος	sunodoipo/ros	fellow-traveller	συνοδοιπόρος [gens : ου (ὁ, ἡ) ]	compagnon ou compagne de voyage	compagnon de voyage	Reisekamerad	3	80
? 105369	συνοδοίπορος	sunodoi/poros	fellow-traveller	συνοδοιπόρος [gens : ου (ὁ, ἡ) ]	compagnon ou compagne de voyage	compagnon de voyage	Mitreisender	3	79
* 103089	σύνοδος1	su/nodos1	fellow-traveller	2 σύνοδος [des : ος, ον, ]@1 σύνοδος [gens : ου (ἡ) ]	compagnon ou compagne de voyage@réunion	compagnon de voyage	Reisekamerad	10	882
* 103090	σύνοδος2	su/nodos2	assembly	2 σύνοδος [des : ος, ον, ]@1 σύνοδος [gens : ου (ἡ) ]	compagnon ou compagne de voyage@réunion	Assemblée	Versammlung	10	882
105397	συνοικία	sunoiki/a	living with her	συνοικία [gens : ας (ἡ) ]	habitation jointe à une autre ; habitation ou vie en commun ; maison où demeurent plusieurs familles ; village, résidence formée d'une réunion d'habitations groupées en une sorte de communauté ; magasin	Vivre avec elle	Mit ihr leben	35	107
105382	συνοίκια	sunoi/kia	a public feast in memory of Theseus' uniting all the towns of Attica into a single city-state	συνοίκια [gens : ων (τὰ) ]	fête à Athènes en l'honneur de Thésée, qui avait réuni les habitants du pays autrefois dispersés	Une fête publique en mémoire de Thésée réunissant toutes les villes d'Attique dans une seule ville-état	Ein öffentliches Fest in Erinnerung an Theseus, das alle Städte Attika in einen einzigen Stadtstaat vereint	3	92
