93869	προσρέω	prosre/w	to flow towards a point, to stream in, assemble	προσρέω	couler vers	couler vers un point, couler, assembler	zu einem Punkt fließen, einströmen, zusammenbauen	8	944
? 94895	πυρίτοκος	puri/tokos	gendered in fire	πυριτόκος [des : ος, ον ]	qui engendre le feu	Genre en feu	Geschleuert im Feuer	3	944
109312	ὑδατώδης	u(datw/dhs	watery	ὑδατώδης [des : ης, ες ]	qui a la couleur ou la nature de l'eau, aqueux ; qui fond en eau ; plein d'eau ; qui amène la pluie	aqueux	wässrig	34	944
10163	Χάρυβδις	*xa/rubdis	Charybdis, the whirlpool opposite Scylla	Χάρυϐδις [gens : εως (ἡ) ]	Charybde	Charybdis, le tourbillon en face de Scylla	Charybdis, der Whirlpool gegenüber von Scylla	24	944
12239	ἀξιόνικος	a)cio/nikos	worthy of victory	ἀξιόνικος [des : ος, ον ]	digne de vaincre	Digne de la victoire	Würdig des Sieges	6	945
28767	βδέλλα	bde/lla	leech	βδέλλα [gens : ης (ἡ) ]	sorte de gomme	sangsue	Blutegel	6	945
5041	Γύης	*gu/hs	the curved piece of wood	Γύης [(ὁ) ]	Gyès	Le morceau de bois incurvé	Das gebogene Holzstück	6	945
* 38053	ἔνορχος	e)/norxos	uncastrated, entire	ἔνορχος > 1 ἐνόρχης [des : ος, ον, ]@ἔνορχος > 2 ἐνόρχης [des : ος, ον, ]	pourvu de ses organes génitaux, mâle ; garni d'organes génitaux (gâteau)@honoré par des danses (Bacchus)	non castré, entier	unkastriert, ganz	6	945
? 63881	κενταυρομαχία	kentauromaxi/a	battle	Κενταυρομαχία [gens : ας (ἡ) ]	combat de centaures	bataille	Schlacht	3	945
64909	κλώψ	klw/y	thief	κλώψ [gens : ωπός (ὁ) ]	voleur	voleur	Dieb	14	945
69025	λιτός	lito/s	simple	λιτός [des : ή, όν ]	uni	simple	einfach	26	945
78302	οἴκτιστος	oi)/ktistos	most pitiable, lamentable	οἴκτιστος [des : η, ον, adv. ]	très digne de pitié, lamentable	le plus pitoyable, lamentable	am bedauernswertesten, beklagenswert	22	945
? 945	Ὄμβριος	*)/ombrios		ὄμϐριος [des : ος, ον ]	qui provient de pluie ; qui produit la pluie, pluvieux			3	945
84540	περιημεκτέω	perihmekte/w	to be much aggrieved, to chafe greatly at	περιημεκτέω	être mécontent	être très lésé, énerver considérablement	sehr verletzt sein, stark scheuern	7	945
93870	προσρήγνυμι	prosrh/gnumi	dash	προσρήγνυμι [tr. intr. ]	briser contre ; se briser contre	tiret	Strich	7	945
100028	στασιαστικός	stasiastiko/s	seditious	στασιαστικός [des : ή, όν ]	séditieux	séditieux	aufrührerisch	7	945
9140	Σφήττιος	*sfh/ttios	in	Σφήττιος [des : ος, ον ]	du dème Sphèttos ; aigre, piquant	dans	im	18	945
106239	ταξιάρχης	tacia/rxhs		ταξιάρχης > ταξίαρχος [gens : ου (ὁ) ]	commandant d'un corps d'armée	commandant d'un corps d'armée		8	945
10164	Χάρων	*xa/rwn	the eagle	Χάρων [gens : ωνος (ὁ) ]	Khâron (Charon)	l'aigle	der Adler	20	945
23629	ἀποβιάζομαι	a)pobia/zomai	force away, force back	ἀποϐιάζομαι	refouler ; traiter avec violence, violenter	refouler, refouler	wegzwingen, zurückzwingen	6	946
24658	ἀποστασία	a)postasi/a	defection	ἀποστασία [gens : ας (ἡ) ]	défection, abandon d'un parti	défection	Abfall	32	946
42190	ἐμβοάω	e)mboa/w	call upon	ἐμϐοάω	crier à ou sur ; pousser un grand cri ou de grands cris	inviter	Rufen sie an	16	946
* 38054	ἔνος	e)/nos	year	2 ἔνος [des : η, ον, ]@1 ἔνος [des : η, ον subst.]	le troisième jour, le surlendemain@de la période précédente	an	Jahr	5	946
39087	ἐξυπηρετέω	e)cuphrete/w	assist to the utmost	ἐξυπηρετέω	prêter son ministère à	Assister au maximum	Unterstützung bis zum Äußersten	8	946
47397	ἐπιβατεύω	e)pibateu/w	set one's foot upon	ἐπιϐατεύω	monter sur ; marcher contre, envahir	Mettre son pied sur	Setzen Sie den Fuß auf	12	946
