79496	παλίμβολος	pali/mbolos	reversed	παλίμϐολος [des : ος, ον ]	qui lance ou qu'on lance en sens inverse	renversé	rückgängig gemacht	5	76
110503	ὑπεραγανακτέω	u(peraganakte/w	to be exceedingly angry	ὑπεραγανακτέω	être extrêmement mécontent ou s'indigner fortement	Être extrêmement en colère	Außerordentlich wütend sein	5	76
* 3148	Αἰγαίων	*ai)gai/wn	Aegaeon	2 Αἰγαίων [gens : ωνος (ὁ) ]@1 Αἰγαίων [gens : ωνος (ὁ) ]	la mer Égée@Ægæôn (Ægéon)	Aegaeon	Aegaeon	3	76
? 26867	ἀυπνέω	a)upne/w	to be sleepless	ἀϋπνέω	être sans sommeil	Être sans sommeil	Schlaflos sein	3	76
? 51688	εὐίλατος	eu)i/latos	very merciful	εὐΐλατος [des : ος, ον ]	tout à fait propice	Très miséricordieux	Sehr barmherzig	3	76
13422	ἀγορανόμος	a)gorano/mos	clerk of the market	ἀγορανόμος [gens : ου (ὁ) ]	agoranome, ou inspecteur des marchés ; édile	Commis au marché	Angestellter des Marktes	36	77
45461	ἐπεισέρχομαι	e)peise/rxomai	to come in besides	ἐπεισέρχομαι	entrer par surcroît, s'introduire en qualité de nouveau venu (de nouvelle femme, de marâtre, etc.) ; s'introduire par importation, être importé ; survenir ; s'introduire plus tard	venir en plus	außerdem reinkommen	28	77
9296	Σκιρῖται	*skiri=tai	the Scirites	Σκιρῖται [gens : ῶν (ὁ) (οἱ) ]	les Skirites	Les Scirites	Die Scirites	14	77
34091	διεξαγωγή	diecagwgh/	settlement	διεξαγωγή [gens : ῆς (ἡ) ]	action de conduire à terme ; arrangement (d'une contestation, d'une affaire)	règlement	Siedlung	13	77
30982	δενδρήεις	dendrh/eis	woody	δενδρήεις [des : εσσα, εν ]	rempli d'arbres, boisé ; qui concerne les arbres	boisé	holzig	12	77
110504	ὑπεραγαπάω	u(peragapa/w	love exceedingly	ὑπεραγαπάω	chérir extrêmement ou à l'excès	Amour extrêmement	Liebe außerordentlich	11	77
33067	διαισθάνομαι	diaisqa/nomai	perceive distinctly	διαισθάνομαι	percevoir distinctement	Percevoir distinctement	Wahrnehmen	9	77
11351	ἄλουτος	a)/loutos	unwashen	ἄλουτος [des : ος, ον, ]	non lavé, sale	Sans souci	Unbrauchbar	7	77
114628	χοιρίον	xoiri/on	pigling	χοιρίον [gens : ου (τὸ) ]	petit cochon	Piginage	Pigling	7	77
19623	ἀντεπιτίθημι	a)ntepiti/qhmi	put on in exchange	ἀντεπιτίθημι	appliquer à son tour ou en échange ; remettre en échange ou en réponse	Mis en échange	Im Austausch anziehen	5	77
36141	δυσμαθία	dusmaqi/a	slowness at learning	δυσμαθία [gens : ας (ἡ) ]	difficulté pour apprendre ; lenteur d'esprit	Lenteur à l'apprentissage	Langsamkeit beim Lernen	5	77
48589	ἐπισφύριος	e)pisfu/rios	on the ankle	ἐπισφύριος [des : ος, ον subst. ]	qui monte jusqu'aux chevilles	Sur la cheville	Auf dem knöchel	5	77
? 26868	ἀυπνία	a)upni/a	sleeplessness	ἀϋπνία [gens : ας (ἡ) ]	insomnie	Insomnie	Schlaflosigkeit	3	77
! 17016	ἀνάἐκ-λάω2	a)na/e)k-la/w2	seize			s'emparer de	ergreifen	3	545
* 17500	ἀναγωγία	a)nagwgi/a	want of discipline	2 ἀναγωγία [gens : ας (ἡ) ]@1 ἀναγωγία [gens : ας (ἡ) ]	action de rejeter, de vomir, dégoût (d'aliments)@manque d'éducation, grossièreté	Manque de discipline	Wollen Disziplin	3	4
* 17495	ἀναγώγια	a)nagw/gia	offerings made on embarkation	ἀναγώγια > ἀναγώγιος [gens : ων (τὰ) ]@τὰ ἀναγώγια (in ἀναγώγιος) [des : ος, ον ]	qui gagne le large ; qui élève l'âme@sacrifice pour obtenir une heureuse traversée	Les offres faites lors de l'embarquement	Angebote beim Einschiffen	3	1023
17501	ἀναγωγός	a)nagwgo/s	bringing up	ἀναγωγός [des : ός, όν ]	qui amène en haut, qui provoque l'expulsion de ; qui élève l'âme	élever	Erziehung	9	5
17082	ἀνάγωγος	a)na/gwgos	ill-bred	ἀνάγωγος [des : ος, ον ]	sans éducation, grossier ; sans conduite, déréglé ; mal dressé (chien, cheval)	Mal nourrie	Schlecht gezüchtet	5	610
* 17670	ἀνακτόριος	a)nakto/rios	belonging to a lord	ἀνακτόριος [des : α, ον subst. ]@ἡ ἀνακτόριος (in ἀνακτόριος) [des : α, ον subst. ]	du roi, royal@armoise, sorte d’absinthe (pl.)	Appartenant à un seigneur	Zugehörigkeit zu einem Herrn	3	174
1560	Ἀνακτόριος	*)anakto/rios		Ἀνακτόριος [gens : ου, adj. m. ]	d'Anaktorion	d'Anaktorion		10	536
