113412	ὠμόλινον	w)mo/linon	raw flax	τὸ ὠμόλινον (in ὠμόλινος) [des : ος, ον subst. ]	lin écru ; tissu de lin écru	Lin brut	Roher Flachs	8	909
11159	ἄγρωστις	a)/grwstis	a grass that mules fed on	ἄγρωστις [gens : ιδος (ἡ) ]	chiendent	une herbe dont les mules se nourrissaient	ein Gras, von dem sich Maultiere ernährten	6	910
30791	δεινοπαθέω	deinopaqe/w	complain loudly of sufferings	δεινοπαθέω	subir de mauvais traitements, être maltraité ou lésé, se plaindre avec véhémence	Se plaint fort de souffrances	Beschwere dich laut von Leiden	5	910
44240	ἐνδυτός	e)nduto/s	put on	ἐνδυτός [des : ός ή, όν ]	revêtu, enveloppé de ; qu'on a revêtu (vêtement, robe, etc.)	mettez	anziehen	8	910
95891	θεωρητός	qewrhto/s	that may be seen	θεωρητός [des : ή, όν ]	qu'on peut observer, visible ; qu'on peut contempler, observer par l'intelligence	Qui peut être vu	Das kann man sehen	12	910
! 62820	κατασφαλίζομαι	katasfali/zomai	fortify			fortifier	stärken	5	910
76216	ὁρκόω	o(rko/w	make	ὁρκόω	faire prêter serment	faire	machen	26	910
? 79306	παιδεράστρια	paidera/stria	fem. of παιδεραστής (lover of boys)	παιδεραστρία [gens : ας (ἡ) ]	fém. de παιδεραστής (qui aime les jeunes garçons)	fém. de παιδεραστής	fem. zu παιδεραστής	3	910
96919	ῥῆξις	r(h=cis	breaking	ῥῆξις [gens : εως (ἡ) ]	action de déchirer, de rompre (une veine, etc.)	rupture	Brechen	37	910
17383	ἀναείρω	a)naei/rw	to lift up	ἀναείρω	lever, soulever ; enlever, emporter ; s'élever ; enlever dans ses bras	de soulever	aufheben	9	911
19433	ἀντανάγω	a)ntana/gw	lead up against	ἀντανάγω [tr. intr. ]	porter en haut ou hors de... à la place de	Conduire à	Führen gegen	39	911
? 21511	ἀπαίσσω	a)pai/ssw	spring from	ἀπαΐσσω	s'élancer	À partir de	entspringen	3	911
27707	αὐλαία	au)lai/a	curtain	αὐλαία [gens : ας (ἡ) ]	rideau, tenture de porte ; tapis	rideau	Vorhang	6	911
? 5007	Γοργοφόνη	*gorgofo/nh		*γοργοφόνη [gens : ας (ἡ) ]	fém. de γοργοφόνος (meurtrier de la Gorgone)			10	911
3983	Δικαιόπολις	*dikaio/polis	Dicaeopolis	Δικαιόπολις [des : gens : ιδος, (ὁ) ]	Dikæopolis, (h.)	Dicaeopolis	Dicaeopolis	9	911
? 41127	ἐκκεραίζω	e)kkerai/zw	plunder	ἐκκεραΐζω	abattre, renverser ; détruire, piller	pillage	Plunder	3	911
49426	ἐρεθισμός	e)reqismo/s	irritation	ἐρεθισμός [gens : οῦ (ὁ) ]	action d'exciter ; un stimulant, un excitant	irritation	Reizung	8	911
63847	κενεών	kenew/n	the hollow below the ribs, the flank	κενεών [gens : ῶνος (ὁ) ]	cavité	le creux sous les côtes, le flanc	die Mulde unter den Rippen, die Flanke	26	911
71044	μελῳδία	melw|di/a	singing	μελῳδία [gens : ας (ἡ) ]	chant ; poésie lyrique	en chantant	Singen	7	911
8082	Πίερες	*pi/eres		Πίερες [gens : ων (οἱ) ]	habitants de la Piérie	habitants de la Piérie		6	911
85530	πίμπρημι	pi/mprhmi	to burn, burn up	πίμπρημι	brûler, incendier	brûler, brûler	verbrennen, verbrennen	29	911
93836	προσπτύσσω	prosptu/ssw	to embrace	προσπτύσσω	plier contre, étreindre, serrer, embrasser	embrasser	umarmen	21	911
96920	ῥῆγμα	r(h=gma	breakage	ῥῆγμα [gens : ατος (τὸ) ]	rupture	rupture	Bruch	12	911
104150	συμποιέω	sumpoie/w	help	συμποιέω	faire avec ou ensemble, collaborer ; aider à faire, venir en aide	Aidez-moi	Hilfe	9	911
106203	τάραχος	ta/raxos	trouble, disorder, confusion	τάραχος > ταραχή [gens : ου (ὁ) ]	trouble, désordre	trouble, désordre	Ärger, Unordnung, Verwirrung	25	911
