3917	Δημώ	*dhmw/	Demo	Δημώ [des : gens : οῦς, (ἡ) ]	Dèmô, (f.)	Démo	Demo	5	845
? 34859	διχοτόμος	dixoto/mos	cutting in two	διχότομος [des : ος, ον ]	coupé en deux	Coupant en deux	Schneiden in zwei	3	845
41061	ἐκφυσάω	e)kfusa/w	to blow out	ἐκφυσάω [tr. intr. ]	s'exhaler	pour souffler	auspusten	9	845
? 845	Ἔρατος	*)/eratos		ἐρατός [des : ή, όν adv. ]	aimable, charmant ; aimé			3	845
? 95826	θερμοπύλαι	qermopu/lai	Thermopylae	Θερμοπύλαι [gens : ῶν (αἱ) ]	Thermopyles (portes chaudes, à eaux thermales)	Thermopyles	Thermopylae	3	845
? 57592	ἱπποκράτειος	i(ppokra/teios		Ἱπποκράτειος [des : ος, ον ]	d'Hippocrate, hippocratique			3	845
? 68925	λιθόφορος	liqo/foros	carrying stones	λιθοφόρος [des : ος, ον ]@ὁ λιθοφόρος (in λιθοφόρος) [des : ος, ον ]	qui porte des pierres@machine à lancer des pierres	Porter des pierres	Steine ​​tragen	3	845
72033	μεταρρίπτω	metarri/ptw	toss from side to side	μεταρρίπτω	renverser, changer de fond en comble ; faire passer d'un parti dans un autre	Jeter d'un côté à l'autre	Von Seite zu Seite werfen	6	845
6990	Μῄων	*mh/|wn	Maeonian	Μῄων [gens : ονος (ὁ) ]	Mèôn	Maeonian	Maeonian	21	845
73061	μόσσυν	mo/ssun	wooden house	μόσσυν [gens : υνος (ὁ) ]	tour en bois ; cabane, hutte en bois ; construction en bois	maison en bois	Holzhaus	17	845
96854	ῥᾳδιουργός	r(a|diourgo/s	doing things easily; unscrupulous, reckless	ῥᾳδιουργός [des : ός, όν ]	qui fait les choses sans se donner de peine	faire les choses facilement; sans scrupules, téméraire	Dinge leicht machen; skrupellos, rücksichtslos	6	845
97878	σεμίδαλις	semi/dalis	the finest wheaten flour	σεμίδαλις [gens : εως (ἡ) ]	fleur de la farine du froment	La plus belle farine de blé	Das feinste Weizenmehl	13	845
99928	στάθμη	sta/qmh	a carpenter's line	στάθμη [gens : ης (ἡ) ]	règle ou cordeau dont se servent les ouvriers ; plomb à niveau	une ligne de charpentier	eine Tischlerlinie	34	845
112322	ὑπογραφή	u(pografh/	written accusation	ὑπογραφή [gens : ῆς (ἡ) ]	action de se teindre ou de se farder les yeux	Accusation écrite	Schriftliche Anklage	18	845
11095	ἄγαμος	a)/gamos	unmarried, unwedded, single	ἄγαμος [des : ος, ον ]	non marié, célibataire ou veuf ; union qui n'en est pas une, union funeste	célibataire, célibataire, célibataire	unverheiratet, unverheiratet, ledig	29	846
1870	Ἀρίμνηστος	*)ari/mnhstos		Ἀρίμνηστος [gens : ου (ὁ) ]	Arimnèstos, (h.)	Arimnèstos, (h.)		12	846
? 29692	βραχυπόρος	braxupo/ros	with a short orbit	βραχύπορος [des : ος, ον ]	dont le passage est court ; dans une passe étroite	Avec une orbite courte	Mit einer kurzen umlaufbahn	3	846
? 4942	Γιγαντολέτης	*gigantole/ths	giantkiller	γιγαντολέτης [gens : ου (ὁ) ]	destructeur des Géants (Zeus, etc.)	tueur géant	Riesiger Killer	3	846
32810	διάχρυσος	dia/xrusos	interwoven with gold	διάχρυσος [des : ος, ον ]	brodé d'or	Entrelacé d'or	Verwoben mit Gold	10	846
34860	διχοτομέω	dixotome/w	cut in twain	διχοτομέω	couper ou diviser en deux ; séparer, retrancher (d'un tout, d'un groupe, etc.)	Coupé en deux	Schneiden in zwei	6	846
56564	ἡμεδαπός	h(medapo/s	of our land	ἡμεδαπός [des : ή, όν ]	de notre pays	De notre terre	Von unserem Land	22	846
? 61730	κατάπηξ	kata/phc	fixed in the ground	καταπήξ [gens : -πῆγος (ὁ) ]	ce qui est fiché ou fixé dans	Fixé dans le sol	Im Boden befestigt	3	846
? 66861	κυφαγωγός	kufagwgo/s	that goes with the neck arched	κυφαγωγὸς ἵππος [(ὁ) ]	cheval qui penche le cou de côté	qui va avec le cou cambré	das geht mit dem Hals gewölbt	3	846
2894	Ὀϊλεύς	*)oi+leu/s	Oileus	Ὀϊλεύς [gens : έως (ὁ) ]	Oïlée	Oileus	Oileus	25	846
77179	ὀλολυγή	o)lolugh/	any loud cry	ὀλολυγή [gens : ῆς (ἡ) ]	cri aigu	tout cri fort	jeder laute Schrei	12	846
