49354	ἐρανίζω	e)rani/zw	lay under contribution	ἐρανίζω	faire une collecte, une quête ; rassembler, ramasser	Mettre en contribution	Lag unter dem Beitrag	12	839
104078	συμπεριφορά	sumperifora/	intercourse	συμπεριφορά [gens : ᾶς (ἡ) ]	assiduité auprès de qqn pour lui faire cortège ; complaisance, condescendance	rapports	Verkehr	11	839
85458	πηκτίς	phkti/s	an ancient harp	πηκτίς [gens : ίδος (ἡ) ]	objet formé par assemblage	une harpe ancienne	eine alte Harfe	6	839
96848	ῥαψῳδία	r(ayw|di/a	recitation of Epic poetry	ῥαψῳδία [gens : ας (ἡ) ]	récitation d'un poème, d'un poème épique ; rhapsodie	Récitation de la poésie épique	Rezitation der epischen Poesie	6	839
26606	ἀσυνταξία	a)suntaci/a	incapacity of entering into construction	ἀσυνταξία [gens : ας (ἡ) ]	désordre (d'une troupe) ; défaut de coordination, mauvaise construction	Incapacité à entrer en construction	Unfähigkeit, in den Bau einzutreten	5	839
30720	δείκηλον	dei/khlon	representation	δείκηλον [gens : ου (τὸ) ]	représentation	représentation	Darstellung	5	839
86490	ποδηγέω	podhge/w	lead	ποδηγέω	guider les pas, diriger, conduire	conduire	führen	5	839
? 4935	Γιγάντιος	*giga/ntios		γιγάντιος > γιγάντειος [des : α, ον ]	de géant			3	839
6985	Μήθυμνα	*mh/qumna		Μήθυμνα [gens : ης (ἡ) ]	Mèthymna (Méthymne) (v.) (auj. Míthymna ou Mólyvos)	Mèthymna (Méthymne) (v.) (auj. Míthymna ou Mólyvos)		31	840
72028	μεταθέω	metaqe/w	run after	μεταθέω	courir après, poursuivre ; courir sur, à travers	courir après	Laufen nachher	30	840
840	Ἔπαφος	*)/epafos	Epaphus	Ἔπαφος [gens : ου (ὁ) ]	Épaphos	Epaphus	Epaphus	19	840
15214	ἀμφήριστος	a)mfh/ristos	contested on both sides	ἀμφήριστος [des : ος, ον, ]	disputé des deux parts, contesté, douteux, incertain	Contesté des deux côtés	Auf beiden Seiten bestritten	12	840
63776	κελαδεινός	keladeino/s	sounding, noisy	κελαδεινός [des : ή, όν subst. adv. ]	bruyant, sonore, retentissant	sonnant, bruyant	klingt, laut	12	840
82341	παρόμοιος	paro/moios	closely resembling	παρόμοιος [des : ος, ον, ]	qui a quelque ressemblance avec, presque semblable à	Ressemblant beaucoup	Sehr ähnlich	11	840
29686	βραχυλογία	braxulogi/a	brevity in speech	βραχυλογία [gens : ας (ἡ) ]	brièveté dans le discours ou le style	Bref dans le discours	Kürze in der Rede	9	840
35880	δυσέμβολος	duse/mbolos	hard to enter	δυσέμϐολος [des : ος, ον ]	> δυσέμϐλητος ; difficile à envahir	Difficile à entrer	Schwer zu betreten	9	840
96849	ῥαψῳδικός	r(ayw|diko/s	of or for a rhapsodist	ῥαψῳδικός [des : ή, όν, ]	qui concerne les rhapsodes, de rhapsode	de ou pour un rhapsodiste	von oder für einen Rhapsodisten	8	840
11089	ἄφυσος	a)/fusos	without flatulence	ἄφυσος [des : ος, ον ]	qui ne donne pas de vents	Sans flatulence	Ohne Blähungen	6	840
? 4936	Γιγαντία	*giganti/a	battle of the gods and giants	γιγάντια [gens : ας (ἡ) ]	la guerre des Géants	Bataille des dieux et des géants	Schlacht der Götter und Riesen	3	840
61725	κατάπαυσις	kata/pausis	stopping	κατάπαυσις [gens : εως (ἡ) ]	action de faire cesser, destruction, renversement ; action de se reposer, repos	arrêt	Stoppen	13	841
85460	πηκτός	phkto/s	stuck in, fixed	πηκτός [des : ή, όν subst. ]	fiché, planté ; compact	coincé, fixe	festgeklebt, fixiert	13	841
34855	διχοστασία	dixostasi/a	dissension	διχοστασία [gens : ας (ἡ) ]	dissension, discorde ; séparation, sédition ; doute, incertitude	dissension	Uneinigkeit	12	841
38982	ἐξονειδίζω	e)coneidi/zw	cast in one's teeth	ἐξονειδίζω	reprocher avec injure	Couler dans ses dents	In die Zähne gegossen	11	841
45201	ἐπαναπλέω	e)panaple/w	to put to sea against	ἐπαναπλέω	revenir par mer, ramener un vaisseau ou une flotte	mettre en mer contre	in See stechen	9	841
107159	τετραετής	tetraeth/s	four years old	τετραετής < τετραέτης [des : ης, ες ής, ές ]	âgé de quatre ans ; d'une durée de quatre ans	quatre ans	vier Jahre alt	9	841
