59756	καθαρμόζω	kaqarmo/zw	join	καθαρμόζω	arranger, adapter, ajuster	joindre	beitreten	9	957
69037	λιχμάω	lixma/w	play with the tongue	λιχμάω	darder sa langue ; lécher ; darder sa langue ; lécher, pourlécher	Jouer avec la langue	Spiel mit der Zunge	8	957
? 77290	ὀνειρόπολος	o)neiro/polos	interpreter of dreams	ὀνειροπόλος [des : ος, ον ]@ὁ ὀνειροπόλος (in ὀνειροπόλος) [des : ος, ον ]	qui concerne l'interprétation des songes@interprète des songes	Interprète des rêves	Dolmetscher von Träumen	3	957
? 957	Ὄρθος	*)/orqos		ὀρθός [des : ή, όν ]	droit, tout droit, qui se dresse ; se tenir debout ; droit, en droite ligne ; droit			3	957
? 84552	περιιππεύω	periippeu/w	ride round	περιϊππεύω	chevaucher autour de	Tourner autour	Herumfahren	3	957
85576	πῖσος	pi=sos	meadows	πῖσος [(τὸ) ]	lieux humides, prairies	Prairies	Wiesen	6	957
? 94908	πυριβόλος	puribo/los	fiery	πυρίϐολος [des : ος, ον ]	atteint par le feu ou frappé de la foudre	ardent	feurig	3	957
100040	στατήρ	stath/r	gold stater	στατήρ [gens : ῆρος (ὁ) ]	statère ; débiteur	stater d'or	Goldstater	38	957
106251	ταφρεύω	tafreu/w	make a ditch	ταφρεύω	creuser une fosse	Faire un fossé	Einen Graben machen	7	957
107275	τετραχῶς	tetraxw=s	in fourfold manner	τετραχῶς [adv. ]	de quatre façons, de quatre sortes	En quatre fois	In vierfacher Weise	6	957
? 10176	Χαιρωνεία	*xairwnei/a		Χαιρώνεια [gens : ας (ἡ) ]	Khærôneia (Chéronée, Cherónia)			3	957
24670	ἀποστέρησις	a)poste/rhsis	deprivation	ἀποστέρησις [gens : εως (ἡ) ]	privation ; action de déposséder qqn de, de s'emparer de	privation	Entbehrung	15	958
1982	Ἀρμενιακός	*)armeniako/s	Armenia	Ἀρμενιακός [des : ή, όν, ]	d'Arménie	Arménie	Armenien	7	958
35998	δυσφημέω	dusfhme/w	use ill words	δυσφημέω	adresser des paroles de compassion	Utiliser des mots mal	Kranke Worte benutzen	7	958
41174	ἐκκομιδή	e)kkomidh/	removal	ἐκκομιδή [gens : ῆς (ἡ) ]	transport au dehors, action d'emporter un corps, convoi funéraire	suppression	Entfernung	5	958
39099	ἐξώλης	e)cw/lhs	utterly destroyed	ἐξώλης [des : ης, ες ]	ruiné de fond en comble, anéanti ; pernicieux, funeste	Complètement détruit	Völlig zerstört	22	958
65949	κουφολογία	koufologi/a	light talk	κουφολογία [gens : ας (ἡ) ]	parole dite à la légère	Conversation légère	Licht sprechen	5	958
72146	μετεκβαίνω	metekbai/nw	go from one into another	μετεκϐαίνω	passer d'un lieu dans un autre	Aller de l'un à l'autre	Gehe von einem in einen anderen	6	958
82459	παρθένειος	parqe/neios	of or belonging to a maiden	παρθένειος [des : ος, ον, ]	de jeune fille ; virginal	d'appartenance ou d'appartenance à une jeune fille	von oder Zugehörigkeit zu einer Jungfrau	5	958
? 85577	πῑ́λησις	pi_/lhsis	compression of wool	πίλησις [gens : εως (ἡ) ]	action de fouler la laine ; action de fouler, de condenser ; contraction par l'effet du froid	compression de laine	Kompression von Wolle	3	958
? 9153	Σήσαμος	*sh/samos	Sesamus	σήσαμος > σήσαμον [gens : ου (ἡ) ]	sésame ; grain de sésame	Sesamus	Sesamus	3	958
112435	ὑποκύπτω	u(poku/ptw	to stoop under a yoke	ὑποκύπτω [tr. intr. ]	courber	se pencher sous un joug	sich unter ein Joch bücken	8	958
11209	ἄκεσις	a)/kesis	healing	ἄκεσις [gens : εως (ἡ) ]	cure, guérison ; sorte d'emplâtre	guérison	Heilung	13	959
17431	ἀναφωνέω	a)nafwne/w	call aloud	ἀναφωνέω	pousser de grands cris ; proclamer ; dire avec emphase ou par exagération poétique ; déclamer	Appeler à haute voix	Rufen Sie laut an	8	959
? 1983	Ἀρμενιστί	*)armenisti/	in Armenian fashion	ἀρμενιστί [adv. ]	à la façon des Arméniens	En mode arménienne	In armenischer Mode	3	959
