3687	Δαίσιος	*dai/sios		Δαίσιος [gens : ου (ὁ) ]	Dæsios	Dæsios		6	615
54283	φορεύς	foreu/s	a bearer, carrier	φορεύς [gens : έως (ὁ) ]	porteur, portefaix ; cheval de somme	un porteur, un porteur	ein Träger, Träger	6	615
38756	ἐξεταστής	e)cetasth/s	examiner	ἐξεταστής [gens : οῦ (ὁ) ]	qui examine, qui fait une enquête	examinateur	Prüfer	5	615
? 27407	αἰνοπατήρ	ai)nopath/r		αἰνοπάτηρ [(ὁ) ]	père infortuné			3	615
91488	πρότασις	pro/tasis	putting forward	πρότασις [gens : εως (ἡ) ]	tension en avant	Proposer	Treib es voran	37	616
4712	Φινεύς	*fineu/s		Φινεύς [gens : έως (ὁ) ]	Phinée	Phinée		35	616
616	Ἄδωνις	*)/adwnis	favourite	Ἄδωνις [gens : ιδος (ὁ) ]	Adônis (Adonis)	préféré	Favorit	31	616
* 74890	νῆστις	nh=stis	not eating, fasting	νῆστις [gens : ιος (ὁ, ἡ) subst. adj. ]@ὁ νῆστις (in νῆστις) [gens : ιος (ὁ, ἡ) subst. adj. ]@ἡ νῆστις (in νῆστις) [gens : ιος (ὁ, ἡ) subst. adj. ]	qui est à jeun ou qui jeûne ; qui excite la faim@sorte de poisson@l'intestin jejunum	ne pas manger, jeûner	nicht essen, fasten	27	616
75922	ὁμογνωμονέω	o(mognwmone/w	to be of one mind	ὁμογνωμονέω	être du même avis, être d'accord, être uni de sentiments	Être d'un seul coup	Von einem Verstand sein	26	616
50156	εἰκοσάεδρος	ei)kosa/edros	of twenty surfaces	εἰκοσάεδρος [des : ος, ον ]	à vingt faces	De vingt surfaces	Von zwanzig Flächen	22	616
2664	Ἰφικλέης	*)ifikle/hs		Ἰφικλέης [gens : έους (ὁ) ]	Iphiklès	Iphiklès		21	616
94565	πτώσσω	ptw/ssw	to crouch, cower	πτώσσω	se blottir de frayeur, être épouvanté ; mendier	s'accroupir, se recroqueviller	ducken, ducken	16	616
83141	πεντακοσιομέδιμνος	pentakosiome/dimnos	possessing land which produced	πεντακοσιομέδιμνος [des : ος, ον ]	qui a un revenu de 500~médimnes de céréales	Possédant des terres qui ont produit	Besitzen Land, das produziert hat	13	616
29462	βουκόλιον	bouko/lion	a herd of cattle	βουκόλιον [gens : ου (τὸ) ]	troupeau de bœufs ; adoucissement, soulagement	un troupeau de bovins	eine Herde Rinder	12	616
97649	σαρδόνυξ	sardo/nuc	sardonyx	σαρδόνυξ [gens : υχος (ὁ) ]	sardoine	sardonyx	Sardonyx	8	616
? 6761	Ματτήν	*matth/n		Μάττην [(ὁ) ]	Mattèn			3	616
? 9835	Τήιος	*th/ios	of	Τήϊος [des : α, ον, ]	de Téôs	de	von	3	616
25354	ἀρεστός	a)resto/s	acceptable, pleasing	ἀρεστός [des : ή, όν ]	qui plaît, agréable	acceptable, agréable	akzeptabel, angenehm	38	617
85546	πίσον	pi/son	pease	πίσον > πίσος [gens : ου (τὸ) ]	pois	pois	Pease	3	927
? 8094	Πίσον	*pi/son	pease	πίσον > πίσος [gens : ου (τὸ) ]	pois	pois	Pease	3	923
85576	πῖσος	pi=sos	meadows	πῖσος [(τὸ) ]	lieux humides, prairies	Prairies	Wiesen	6	957
85547	πίσος	pi/sos	pease	πίσος [gens : ου, (ὁ) ]	pois	pois	Pease	3	928
? 8095	Πίσος	*pi/sos	pease	πῖσος [(τὸ) ]@πίσος [gens : ου, (ὁ) ]	lieux humides, prairies@pois	pois	Pease	3	924
* 85773	πιστικός1	pistiko/s1	liquid	2 πιστικός [des : ή, όν, ]@1 πιστικός [des : ή, όν, ]	potable, liquide@fidèle	liquide	Flüssigkeit	3	129
* 85774	πιστικός2	pistiko/s2	faithful	2 πιστικός [des : ή, όν, ]@1 πιστικός [des : ή, όν, ]	potable, liquide@fidèle	fidèle	treu	3	129
