54453	φραδή	fradh/	understanding	φραδή [gens : ῆς (ἡ) ]	action d'apprendre ou de savoir, connaissance ; action de faire savoir, conseil	compréhension	Verstehen	6	785
4881	Γαργηττός	*garghtto/s		Γαργηττός [gens : οῦ (ὁ) ]	Gargèttos	Gargèttos		5	785
82286	παρηβάω	parhba/w	to be past one's prime	παρηϐάω	n'être plus dans la force de l'âge, avoir perdu de sa force	Être dépassé	Vorbei sein	5	785
? 1809	Ἀρειθύσανος	*)areiqu/sanos	tassel of Ares	ἀρειθύσανος [gens : ου (ὁ) ]	frange ou parure d'Arès, vaillant guerrier	Tassel d'Ares	Quaste von Ares	3	785
? 96794	ῥαιστότυπος	r(aisto/tupos	struck with the hammer	ῥαϊστότυπος [des : ος, ον ]	frappé par le marteau	Frappé avec le marteau	Schlug mit dem Hammer	3	785
2834	Ἰωλκός	*)iwlko/s		Ἰωλκός [gens : οῦ (ἡ) ]	Iôlkos, (v.)	Iôlkos, (v.)		38	786
30665	δέρος	de/ros		δέρος [(τὸ) ]	peau	peau		37	786
79180	πάταγος	pa/tagos	a clatter, crash	πάταγος [gens : ου (ὁ) ]	bruit de deux corps qui s'entre-choquent, claquement de dents ; grand bruit, fracas	un cliquetis, un crash	ein Klappern, Absturz	30	786
1810	Ἀρεοπαγίτης	*)areopagi/ths		Ἀρεοπαγίτης [gens : ου (ὁ) ]	membre de l'Aréopage, aréopagite	membre de l'Aréopage, aréopagite		26	786
13106	ἀγακλειτός	a)gakleito/s	highly renowned, famous	ἀγακλειτός [des : ή, όν ]	très illustre ; magnifique (hécatombe)	très renommé, célèbre	sehr bekannt, berühmt	26	786
78143	ὀχλέω	o)xle/w	to move, disturb	ὀχλέω	remuer, mouvoir, rouler comme d'un mouvement houleux ; remplir d'une foule	bouger, déranger	sich bewegen, stören	26	786
11035	ἄφατος	a)/fatos	not uttered, nameless	ἄφατος [des : ος, ον ]	dont on ne parle pas, sans nom, inconnu ; qu'on ne peut exprimer par la parole, indicible, extraordinaire, en bien et en mal, merveilleux ou monstrueux ; difficile à dire	pas prononcé, sans nom	nicht ausgesprochen, namenlos	21	786
23469	ἀπόπληκτος	a)po/plhktos	disabled by a stroke	ἀπόπληκτος [des : ος, ον ]	qui a l'esprit frappé, qui a perdu la raison, stupide ; estropié, impotent	Handicapé d'un coup	Behindert durch einen Schlaganfall	15	786
33776	διασκορπίζω	diaskorpi/zw	scatter abroad	διασκορπίζω	dissiper, disperser	Dispersion à l'étranger	Im Ausland streuen	12	786
52402	εὐρυθμία	eu)ruqmi/a	rhythmical order	εὐρυθμία [gens : ας (ἡ) ]	mouvement bien rythmé, cadence, harmonie	Ordre rythmique	Rhythmische Ordnung	9	786
62696	καταπύγων	katapu/gwn	given to unnatural lust	καταπύγων [gens : ων, ]	infâme débauché	Donné à la luxure anormale	Unnatürlichen Lust gegeben	8	786
36854	ἑκατέρωσε	e(kate/rwse	to either side	ἑκατέρωσε [adv. ]	vers chacun des deux côtés, dans les deux endroits	De part et d'autre	Zu beiden Seiten	6	786
14133	ἀκράχολος	a)kra/xolos	quick to anger irascible	ἀκράχολος [des : ος, ον ]	emporté, passionné ; blême	Rapide à colère irascible	Schnell zu ärgerlich	5	786
! 110060	ὑπέρ-ἐράω2	u(pe/r-e)ra/w2	pour forth			Verser	Ausgießen	3	661
? 110218	ὑπέρ-θύω1	u(pe/r-qu/w1	offer by burning	ὑπερθύω	déborder en bouillonnant bouillonner fortement	Offrir en brûlant	Angebot durch Brennen	3	818
? 110219	ὑπέρ-θύω2	u(pe/r-qu/w2	rage	ὑπερθύω	déborder en bouillonnant bouillonner fortement	rage	Rage	3	818
! 110273	ὑπέρ-χράω1	u(pe/r-xra/w1	fall upon			tomber sur	Fallen auf	3	871
! 110274	ὑπέρ-χράω2	u(pe/r-xra/w2	proclaim			proclamer	proklamieren	3	871
110298	ὑπέρβιος	u(pe/rbios	of overwhelming strength	ὑπέρϐιος [des : ος, ον adv. ]	d'une force excessive, irrésistible, invincible ; violent, arrogant, superbe, orgueilleux	D'une force accablante	Von überwältigender Kraft	32	895
544	Ὑπέρβιος	*(upe/rbios		Ὑπέρϐιος [gens : ου (ὁ) ]	Hyperbios, (h.)	Hyperbios, (h.)		6	544
