29748	βριαρός	briaro/s	strong, stout	βριαρός [des : ά, όν ]	fort, vigoureux	fort, robuste	stark, kräftig	11	902
1926	Ἀριστόκριτος	*)aristo/kritos		Ἀριστόκριτος [gens : ου (ὁ) ]	Aristokritos, (h.)	Aristokritos, (h.)		10	902
104141	συμπνίγω	sumpni/gw	press closely	συμπνίγω	étouffer, suffoquer	Presse de près	Dringend drücken	7	902
106194	τάμισος	ta/misos	rennet	τάμισος [gens : ου (ἡ) ]	présure pour faire cailler le lait	présure	Lab	5	902
? 55594	γηρότροφος	ghro/trofos		γηροτρόφος [des : ος, ον ]	> γηροϐοσκός 1 ; > γηροϐοσκός 2			3	902
2951	Ὀνόμαρχος	*)ono/marxos		Ὀνόμαρχος [gens : ου (ὁ) ]	Onomarkhos	Onomarkhos		33	903
21503	ἀπαγωγή	a)pagwgh/	a leading away	ἀπαγωγή [gens : ῆς (ἡ) ]	action d'être emmené en captivité	un leader	eine wegführen	26	903
67949	λέπρα	le/pra	leprosy	λέπρα [gens : ας (ἡ) ]	lèpre	lèpre	Lepra	22	903
105168	συνεργάζομαι	sunerga/zomai	to work with, cooperate	συνεργάζομαι	travailler ensemble ; être travaillé	travailler avec, coopérer	mit arbeiten, kooperieren	18	903
19425	ἀνταλλάσσω	a)ntalla/ssw	exchange	ἀνταλλάσσω [gens : -αλλάττω, ]	échanger	échange	Austausch-	16	903
23586	ἀπότροπος	a)po/tropos	turned away, banished	ἀπότροπος [des : ος, ον tr. intr. ]	qui se détourne, qui fuit ; qui s'éloigne de la société des hommes, qui vit à l'écart ; dont on se détourne avec crainte ou horreur, terrible ou abominable ; qui détourne (les maux) ; qui détourne ou dissuade de	détourné, banni	wandte sich ab, verbannt	11	903
13223	ἀγελείη	a)gelei/h	driver of spoil, forager	ἀγελείη [gens : ης (ἡ) ]	qui emmène du butin	conducteur de butin, butineur	Fahrer der Beute, Sammler	9	903
108245	τριακάς	triaka/s	the number thirty	τριακάς [gens : άδος (ἡ) ]	le nombre trente, trentaine ; la trentième partie, le trentième, le trentième jour du mois ; réunion de trente familles dans une φυλή	Le nombre trente	Die Zahl dreißig	9	903
44233	ἐνδυναμόω	e)ndunamo/w	strengthen	ἐνδυναμόω	rendre fort ou puissant	renforcer	stärken	7	903
82404	παρολιγωρέω	paroligwre/w	neglect	παρολιγωρέω	faire peu de cas de, mépriser, négliger	négligence	vernachlässigen	6	903
? 74147	ναννάριον	nanna/rion	prodigal	Ναννάριον [gens : ου (ἡ) ]	Nannarion, (f.)	prodigue	verschwenderisch	3	903
65895	κοτέω	kote/w	to bear a grudge against	κοτέω	être irrité, garder rancune ; être jaloux	à rancune contre	einen Groll dagegen ertragen	38	904
53548	φιλόστοργος	filo/storgos	loving tenderly	φιλόστοργος [des : ος, ον ]	qui aime tendrement les siens, plein de tendresse pour les siens	Aimer tendrement	Liebevoll zärtlich	31	904
77237	ὀμφή	o)mfh/	the voice of a god	ὀμφή [gens : ῆς (ἡ) ]	voix	la voix d'un dieu	die Stimme eines Gottes	29	904
34918	δόναξ	do/nac	a reed shaken by the wind	δόναξ [gens : ακος (ὁ) ]	roseau ; tout objet fait de roseau ; sorte de petit poisson long et mince comme un roseau	un roseau secoué par le vent	ein vom Wind geschütteltes Schilfrohr	25	904
86555	ποιήεις	poih/eis	grassy, rich in grass	ποιήεις [des : ήεσσα, ῆεν, ]	couvert d'herbe ou de gazon, verdoyant	herbeux, riche en herbe	grasig, reich an Gras	25	904
26671	ἀτασθαλία	a)tasqali/a	presumptuous sin, recklessness, arrogance	ἀτασθαλία [gens : ας (ἡ) ]	folle présomption, orgueil insensé	péché présomptueux, insouciance, arrogance	anmaßende Sünde, Rücksichtslosigkeit, Arroganz	21	904
76210	ὁρκίζω	o(rki/zw	make	ὁρκίζω	faire prêter serment, faire jurer ; prendre à témoin d'un serment, adjurer	faire	machen	20	904
33894	διατμήγω	diatmh/gw	to cut in twain	διατμήγω	couper en deux ; séparer, se séparer ; distinguer	couper en deux	in zwei Teile schneiden	17	904
99987	σταλαγμός	stalagmo/s	dropping	σταλαγμός [gens : οῦ (ὁ) ]	distillation, filtration ; écoulement goutte à goutte (d'un liquide, etc.)	goutte	Fallenlassen	17	904
