! 8059	Πηδασεύς	*phdaseu/s	Pedasean			Pedasean	Pedasean	7	888
92787	προπομπή	propomph/	sending forward	προπομπή [gens : ῆς (ἡ) ]	action d'envoyer en avant ; action d'accompagner processionnellement, d'escorter pour faire honneur	Envoi vers l'avant	Vorwärts senden	8	888
93813	προσπληρόω	prosplhro/w	fill up	προσπληρόω	compléter ; augmenter le nombre de	remplir	auffüllen	10	888
96897	ῥεμβώδης	r(embw/dhs	roving	ῥεμϐώδης [des : ης, ες ]	vacillant, agité, incertain ; qui se fait avec irrésolution ou négligence	Itinérance	Roving	5	888
9083	Σέσωστρις	*se/swstris		Σέσωστρις [gens : ιος (ὁ) ]	Sésostris	Sésostris		17	888
105151	συνεθίζω	suneqi/zw	to accustom	συνεθίζω	accoutumer une pers. ou une ch. à une autre ; habituer à	s'habituer	sich daran gewöhnen	39	888
4985	Γόργη	*go/rgh		Γόργη [gens : ης (ἡ) ]	Gorgè, (f.)	Gorgè, (f.)		5	889
32853	διαβιόω	diabio/w	live through	διαϐιόω	passer sa vie	survivre	durchleben	25	889
33879	διατετραίνω	diatetrai/nw	bore through	διατετραίνω	trouer, percer	Traverser	Durchbohrt	15	889
34903	δόκησις	do/khsis	an opinion, belief, conceit, fancy	δόκησις [gens : εως (ἡ) ]	action de faire paraître, de faire croire à ; délibération, résolution ; ce qu'on pense ; opinion qu'on donne de soi ; apparition, vision ; apparence	une opinion, une croyance, une vanité, une fantaisie	eine Meinung, Glaube, Einbildung, Phantasie	28	889
39030	ἐξοτρύνω	e)cotru/nw	stir up	ἐξοτρύνω	pousser, exciter vivement	remuer	aufrühren	23	889
48375	ἐπιπόλαιος	e)pipo/laios	on the surface, superficial	ἐπιπόλαιος [des : ος, ον ]	qui se trouve à la surface ; proéminent, saillant	en surface, superficiel	an der Oberfläche oberflächlich	29	889
47340	ἐπίτευγμα	e)pi/teugma	a hit	ἐπίτευγμα [gens : ατος (τὸ) ]	invention, combinaison	un tube	ein Schlag	10	889
889	Ἴμβριος	*)/imbrios	Imbrian, of Imbros	Ἴμϐριος [gens : ου (ὁ) ]	d'Imbros ; Imbrios, (h.)	Imbrian, d'Imbros	Imbrian von Imbros	8	889
57636	ἱπποτροφία	i(ppotrofi/a	breeding	ἱπποτροφία [gens : ας (ἡ) ]	action d'élever des chevaux	reproduction	Zucht	10	889
75163	νομοθετικός	nomoqetiko/s	relating to legislation	νομοθετικός [des : ή, όν ]	de législateur	Relatif à la législation	Rechtsvorschriften	16	889
? 78246	ὀψοποιία	o)yopoii/a	cookery	ὀψοποιΐα [gens : ας (ἡ) ]	l'art culinaire	cuisine	Kochen	6	889
81366	παραίφασις	parai/fasis	persuasion	παραίφασις [gens : εως (ἡ) ]	parole bienveillante, encouragement, exhortation ; action de tromper (la fatigue, etc.)	persuasion	Überzeugung	6	889
86540	ποίκιλμα	poi/kilma	a broidered stuff, brocade	ποίκιλμα [gens : ατος (τὸ) ]	tacheture ; variété, diversité	une étoffe frisée, du brocart	ein besticktes Zeug, Brokat	15	889
92788	προπομπός	propompo/s	escorting	προπομπός [gens : οῦ (ὁ, ἡ) subst. ]	qui accompagne, qui escorte	Escorte	Eskortieren	13	889
? 9084	Σεβάσμιος	*seba/smios	reverend	σεϐάσμιος [des : ος, ον ]	qui honore les dieux	révérend	Ehrwürdig	3	889
112366	ὑποκαταβαίνω	u(pokatabai/nw	descend by degrees	ὑποκαταϐαίνω	descendre tout à fait en bas, descendre ; descendre peu à peu ; descendre secrètement	Descendre par degrés	Absteigen	14	889
11139	ἄγονος	a)/gonos	unborn	ἄγονος [des : ος, ον ]	qui n'est pas né ; qui n'engendre pas, stérile	À naître	Ungeboren	18	890
21490	ἀπαγινέω	a)pagine/w	paying tribute	ἀπαγινέω	payer un tribut	rendre hommage	Tribut zahlen	8	890
26657	ἀταλαίπωρος	a)talai/pwros	not painstaking	ἀταλαίπωρος [des : ος, ον ]	qui ne cause aucun souci, indifférent ; qui ne peut supporter la fatigue	Pas minable	Nicht mühsam	16	890
