38834	ἐξιδιόομαι	e)cidio/omai	appropriate to oneself	ἐξιδιόομαι > ἐξιδιάζομαι	s'approprier, s'assimiler, faire sien	s'approprier, s'assimiler, faire sien	Für sich selbst geeignet	8	693
45053	ἐπαιτέω	e)paite/w	to ask besides	ἐπαιτέω	demander en outre ; demander avec instance	demander en plus	außerdem fragen	8	693
99776	σπιθαμιαῖος	spiqamiai=os	a span long	σπιθαμιαῖος [des : α, ον ]	long d'un empan	Une longue durée	Eine Spanne lang	8	693
! 112170	ὑποδαμνάω	u(podamna/w	to master			maîtriser	meistern	8	693
7864	Παύσων	*pau/swn		Παύσων [gens : ωνος (ὁ) ]	Pausôn	Pausôn		6	693
! 9912	Τιμασίθεος	*timasi/qeos						6	693
14040	ἀκόντισμα	a)ko/ntisma	distance thrown with javelin	ἀκόντισμα [gens : ατος (τὸ) ]	portée du trait ; javelot lancé ou fixé dans un corps ; corps de soldats armés de javelots	Distance jetée avec javelot	Abstand mit Speer geworfen	6	693
44019	ἐναπόκειμαι	e)napo/keimai	to be stored up in	ἐναπόκειμαι	se trouver dans, être renfermé dans	À stocker dans	Aufbewahrt werden	5	693
* 10942	ἄβατον	a)/baton	untrodden	ἄϐατον [gens : ου (τὸ) ]@τὸ ἄϐατον (in ἄϐατος) [des : ος, ον tr. intr. ]	sorte de plante@sanctuaire ; pur, chaste	Non touché	Untrodiert	3	693
* 34707	δισπόνδειος	dispo/ndeios	double spondee	δισπόνδειος [des : ος, ον, ]@ὁ δισπόνδειος (in δισπόνδειος) [des : ος, ον, ]	composé de deux spondées@double spondée	Double spondee	Doppelte Spondine	3	693
? 9913	Τιμασίων	*timasi/wn		Τιμασιών [gens : ωνος (ὁ) ]	Timasiôn, (h.)			22	694
108036	τραχύνω	traxu/nw	make rough	τραχύνω [tr. intr. ]	être rude, âpre, raboteux	Rendre rugueux	Machen rauh	15	694
105984	σωματοειδής	swmatoeidh/s	bodily	σωματοειδής [des : ής, ές ]	qui a la forme ou la consistance d'un corps, corporel, matériel ; qui forme un corps, un ensemble	physique	Körperlich	12	694
28516	βαρβαρόφωνος	barbaro/fwnos	speaking a foreign tongue	βαρϐαρόφωνος [des : ος, ον ]	qui parle une langue étrangère ; qui parle mal le grec	Parler langue étrangère	Eine fremde Zunge sprechen	10	694
32658	διάλειμμα	dia/leimma	interstice	διάλειμμα [gens : ατος (τὸ) ]	intervalle	interstice	Zwischenraum	10	694
71882	μεταιτέω	metaite/w	demand one's share of	μεταιτέω	demander une part ; supplier, implorer	Exiger la part de	Verlange einen Anteil an	8	694
38835	ἐξιδιοποιέομαι	e)cidiopoie/omai	appropriate to oneself	ἐξιδιοποιέομαι > ἐξιδιάζομαι	s'approprier, s'assimiler, faire sien	s'approprier, s'assimiler, faire sien	Für sich selbst geeignet	6	694
57441	ἱματίδιον	i(mati/dion	Dim. of ἱμάτιον	ἱματίδιον [gens : ου (τὸ) ]	petit vêtement	petit vêtement	dim. von ἱμάτιον	6	694
96460	θυία	qui/a	mortar	θυία [gens : ας (ἡ) ]	thuia ; arbre toujours vert des montagnes de Grèce, le savinier	mortier	Mörtel	3	451
* 8912	Θυῖα	*qui=a		2 Θυῖα [gens : ων (τὰ) ]@1 *Θυῖα [gens : ης (ἡ) ]	fête de Bacchus@Thyia			3	717
? 8910	Θυία	*qui/a	mortar	θυία [gens : ας (ἡ) ]@2 Θυῖα [gens : ων (τὰ) ]@1 *Θυῖα [gens : ης (ἡ) ]@θυῖα [gens : ας (ἡ) ]@θυΐα > θυεία [gens : ας (ἡ) ]	thuia ; arbre toujours vert des montagnes de Grèce, le savinier@fête de Bacchus@Thyia@prêtresse de Bacchus, bacchante@mortier, vase à piler ; bassin pour jouer au cottabe	mortier	Mörtel	9	715
96554	θυννοσκόπος	qunnosko/pos	watcher for tunnies	θυννοσκόπος [gens : ου (ὁ, ἡ)]	qui guette les thons	observateur de tuniques	Beobachter für Tunnies	3	545
? 96550	θυννόσκοπος	qunno/skopos	watcher for tunnies	θυννοσκόπος [gens : ου (ὁ, ἡ)]	qui guette les thons	Observateur pour tunnies	Beobachter für Tunneln	3	541
! 96573	θυρξεύς	qurceu/s						3	564
! 8920	Θυρξεύς	*qurceu/s						3	725
