18749	ἀνεπιστήμων	a)nepisth/mwn	ignorant	ἀνεπιστήμων [des : ων, ον, gens : ονος, ]	ignorant, malhabile	ignorant	ignorant	36	227
98284	σίνος	si/nos	hurt	σίνος [gens : εος-ους (τὸ) ]	lésion ; dommage, ruine, malheur, infortune ; vice de fabrication ou de forge d'un métal	blesser	verletzen	30	227
31134	δήμευσις	dh/meusis	confiscation of property	δήμευσις [gens : εως (ἡ) ]	confiscation au profit de l'État	Confiscation de biens	Beschlagnahme von eigentum	23	227
112728	ὑποσημαίνω	u(poshmai/nw	throw out hints of, intimate	ὑποσημαίνω	faire comprendre par un signal convenu ; donner un signal ; faire comprendre, donner à entendre, indiquer, prescrire	jeter des notes de, intime	werfen Hinweise auf, intim	19	227
55943	γοητεία	gohtei/a	witchcraft	γοητεία [gens : ας (ἡ) ]	magie, sorcellerie	la sorcellerie	Hexerei	18	227
70358	μέλε	me/le	my friend! (used as a familiar address)	1 μέλε	mon ami ! mon bon ami !	mon amie! (utilisé comme adresse familière)	mein Freund! (als vertraute Adresse verwendet)	16	227
8422	Πρόκνη	*pro/knh		Πρόκνη [gens : ης (ἡ) ]	Proknè	Proknè		14	227
28047	αὐτοκασίγνητος	au)tokasi/gnhtos	an own brother	αὐτοκασίγνητος [gens : ου (ὁ) ]	propre frère	un propre frère	ein eigener Bruder	12	227
48739	ἐπιστολεύς	e)pistoleu/s	secretary	ἐπιστολεύς [gens : έως (ὁ) ]	commandant en second d'une escadre, vice-amiral	secrétaire	Sekretariat	6	227
93152	προσδοξάζω	prosdoca/zw	add to opinion	προσδοξάζω	ajouter une opinion ; imaginer en outre que	Ajouter à l'opinion	Zur Meinung hinzufügen	5	227
* 31135	δήμιος	dh/mios	belonging to the people, public	δήμιος [des : ος α, ον : subst. ]@ὁ δήμιος (in δήμιος) [des : ος α, ον : subst. ]	du peuple, public ; choisi ou élu parmi le peuple ; qui exerce une charge au nom du peuple@exécuteur public, bourreau	appartenant au peuple, public	Zugehörigkeit zum Volk, Öffentlichkeit	30	228
51842	εὐλίμενος	eu)li/menos	with good harbours	εὐλίμενος [des : ος, ον ]	qui offre ou possède un bon port	Avec de bons ports	Mit guten Häfen	23	228
3300	Αὐτονόη	*au)tono/h	Autonoe, a handmaid of Penelope	Αὐτονόη [gens : ης (ἡ) ]	Autonoè	Autonoe, une servante de Penelope	Autonoe, eine Magd von Penelope	20	228
8423	Πρόκρις	*pro/kris	Procris, daughter of Erechtheus, king of Athens	Πρόκρις [des : -ιν gens : ιδος, (ἡ) ]	Prokris	Procris, fille d'Érechthée, roi d'Athènes	Procris, Tochter von Erechtheus, König von Athen	13	228
76560	ὀξύθυμος	o)cu/qumos	quick to anger	ὀξύθυμος [des : ος, ον ]	sévère ; irascible	Rapide à la colère	Schnell zu zorn	12	228
92125	προεπιχειρέω	proepixeire/w	to be the first to attack	προεπιχειρέω	s'attaquer le premier à ; entreprendre le premier de	Être le premier à attaquer	An erster Stelle sein	12	228
28048	αὐτοκασιγνήτη	au)tokasignh/th	an own sister	αὐτοκασιγνήτη [gens : ης (ἡ) ]	propre sœur	une propre soeur	eine eigene Schwester	10	228
44067	ἐναρηφόρος	e)narhfo/ros	wearing the spoils	ἐναρηφόρος [des : ος, ον ]	qui remporte des dépouilles	Porter le butin	Das Tragen der Beute	3	741
? 2345	Ἐναρηφόρος	*)enarhfo/ros		ἐναρηφόρος [des : ος, ον ]	qui remporte des dépouilles			3	297
* 37982	ἔναυλος1	e)/naulos1	the bed of a stream, a torrent, mountain-stream	3 ἔναυλος [des : ος, ον ]@2 ἔναυλος [des : ος, ον ]@1 ἔναυλος [gens : ου (ὁ) ]	accompagné de la flûte ; qui résonne encore dans l'oreille@qui habite dans une caverne ; qui est dans la grotte@lit d'un torrent, ravin ; vallon, grotte	le lit d'un ruisseau, un torrent, un ruisseau de montagne	das Bett eines Baches, ein Strom, Gebirgsbach	5	875
* 37983	ἔναυλος2	e)/naulos2	bed of a stream	3 ἔναυλος [des : ος, ον ]@2 ἔναυλος [des : ος, ον ]@1 ἔναυλος [gens : ου (ὁ) ]	accompagné de la flûte ; qui résonne encore dans l'oreille@qui habite dans une caverne ; qui est dans la grotte@lit d'un torrent, ravin ; vallon, grotte	Lit d'un ruisseau	Bett eines Baches	5	875
44111	ἐνδαίω1	e)ndai/w1	light	ἐνδαίω	allumer dans	lumière	Licht	3	784
44112	ἐνδαίω2	e)ndai/w2	distribute	ἐνδαίω	allumer dans	distribuer	verteilen	3	784
38003	ἔνδιος	e)/ndios	at midday, at noon	ἔνδιος [des : ος, ον ]	qui vient ou se fait au milieu du jour ; qui est ou vit en plein air ; qui vient du ciel	à midi, à midi	mittags, mittags	6	895
834	Ἔνδιος	*)/endios		Ἔνδιος [gens : ou, (ὁ) ]	Endios, (h.)	Endios, (h.)		27	834
