? 6533	Λυκιουργής	*lukiourgh/s	of Lycian workmanship	λυκιουργής > λυκιοεργής [des : ής, ές ]	travaillé en Lycie, par Lykios	De la main-d'œuvre lycienne	Der lykischen Kunstfertigkeit	3	389
? 68463	ληῖτις	lhi=tis	she who makes or dispenses booty	ληῗτις [gens : ΐτιδος adj. f. ]	qui préside au pillage ; emmenée captive	celle qui fait ou distribue le butin	sie, die Beute macht oder verteilt	3	389
? 92286	προίκτης	proi/kths	one who asks a gift, a beggar	προΐκτης [gens : ου (ὁ) ]	mendiant, gueux ; charlatan	celui qui demande un cadeau, un mendiant	einer, der um ein Geschenk bittet, ein Bettler	3	389
? 95367	θέρμαστις	qe/rmastis		θερμαστίς > θερμαστρίς	instrument de forgeron ; danse à entrechats ; > θερμαντήρ			3	389
3462	Βόκχος	*bo/kxos		Βόκχος [gens : ου (ὁ) ]	Bocchus	Bocchus		14	390
72606	μιάστωρ	mia/stwr	person who causes pollution from a crime; avenger of such crime	μιάστωρ [gens : ορος (ὁ) ]	génie impur et malfaisant ; fléau vengeur	personne qui cause la pollution d'un crime; vengeur d'un tel crime	Person, die durch ein Verbrechen Umweltverschmutzung verursacht; Rächer eines solchen Verbrechens	10	390
57137	ἠρίον	h)ri/on	a mound, barrow, tomb	ἠρίον [gens : ου (τὸ) ]	tertre, tombeau ; excavation	un monticule, une brouette, un tombeau	ein Hügel, eine Schubkarre, ein Grab	9	390
73632	μύζω	mu/zw	make the sound	μύζω	serrer les lèvres	Faire le son	Mach den Ton	9	390
105680	συνυποκρίνομαι	sunupokri/nomai	accommodate oneself by pretending	συνυποκρίνομαι	jouer un rôle avec, feindre en même temps ; aider à feindre	S'accommoder en faisant semblant	Sich vorstellen, indem er vorgibt	9	390
113917	χανδόν	xando/n	with mouth wide open, greedily	χανδόν [adv. ]	en s'ouvrant, en ouvrant la bouche, à pleine bouche	la bouche grande ouverte, avidement	mit weit geöffnetem Mund, gierig	9	390
99473	σμύχω	smu/xw	to burn in a mouldering fire	σμύχω	brûler ou consumer à petit feu, être consumé par le feu	brûler dans un feu de moulage	in einem schimmelnden Feuer brennen	7	390
7559	Οἰνοπίδης	*oi)nopi/dhs	son of Oenops, Helenus	Οἰνοπίδης [gens : ου (ὁ) ]	fils d'Œnops ; Œnopidès	fils d'Oenops, Helenus	Sohn von Oenops, Helenus	6	390
33380	διαμοιράω	diamoira/w	to divide, rend asunder	διαμοιράω	partager, déchirer	diviser, déchirer	teilen, zerreißen	5	390
37482	ἔξαιμος	e)/caimos	bloodless	ἔξαιμος [des : ος, ον, ]	exsangue	exsangue	Blutlos	5	390
? 58165	ἰσάτις	i)sa/tis	woad	ἴσατις [gens : ιδος (ἡ) ]	pastel	Woad	Wunde	3	390
? 68464	ληιάς	lhia/s	taken prisoner	ληϊάς [gens : άδος adj. f. ]	femme emmenée comme butin, captive	Fait prisonnier	Gefangen genommen	3	390
? 92287	προίσσομαι	proi/ssomai	ask a gift	προΐσσομαι	demander l'aumône, mendier	Demander un cadeau	Fragen Sie ein Geschenk	3	390
58655	κάνθαρος	ka/nqaros	a Naxian boat	κάνθαρος [gens : ου (ὁ) ]	escarbot ou scarabée	un bateau Naxian	ein naxianisches Boot	21	880
5087	Κάνθαρος	*ka/nqaros	dung-beetle	Κάνθαρος [gens : ου (ὁ) ]	Kantharos	bousier	Mistkäfer	3	991
59658	κανθός	kanqo/s	corner of the eye	κανθός [gens : οῦ (ὁ) ]	le coin de l'œil où se forment les larmes ; cercle de fer qui entoure une roue, jante	Angle de l'œil	Ecke des Auges	3	859
5088	Κάνθος	*ka/nqos		Κάνθος [gens : ου (ὁ) ]	Kanthos, (h.)	Kanthos, (h.)		3	992
58659	κάπετος	ka/petos	a ditch, trench	κάπετος [gens : ου (ἡ) ]	creux, enfoncement ; fosse, fossé ; tombe, tombeau	un fossé, une tranchée	ein Graben, Graben	9	884
? 5090	Κάπετος	*ka/petos	ditch	κάπετος [gens : ου (ἡ) ]	creux, enfoncement ; fosse, fossé ; tombe, tombeau	fossé	Graben	3	994
* 58665	κάπνιος	ka/pnios	with smokecoloured grapes	κάπνιος [des : ος, ον subst. ]@ἡ κάπνιος (in κάπνιος) [des : ος, ον subst. ]	de couleur fuligineuse@fumeterre	Avec des raisins fumés	Mit rauchfarbigen Trauben	3	890
? 5091	Κάπνιος	*ka/pnios	with smokecoloured grapes	κάπνιος [des : ος, ον subst. ]@ἡ κάπνιος (in κάπνιος) [des : ος, ον subst. ]	de couleur fuligineuse@fumeterre	Avec des raisins fumés	Mit rauchfarbigen Trauben	3	995
