54664	φύλαξ	fu/lac	watchman	φύλαξ [gens : ακος (ὁ, ἡ) ]	tout homme qui monte la garde, factionnaire, sentinelle, gardien ; garde, gardien ou gardienne ; fidèle observateur	gardien	Wächter	527	996
18495	ἀνέχω	a)ne/xw	raise up	ἀνέχω [tr. intr. ]	retenir, arrêter ; se relever	Lever	aufziehen	740	997
38105	ἔντευξις	e)/nteucis	lighting upon	ἔντευξις [gens : εως (ἡ) ]	action de rencontrer ; lecture	Allumer	Beleuchten	93	997
85616	πικρός	pikro/s	pointed, sharp; pungent bitter	πικρός [des : ά, όν ]	piquant, aigu ; piquant, pénétrant	pointu, pointu; amer piquant	spitz, scharf; scharf bitter	405	997
100080	στέφανος	ste/fanos	crown, wreath	στέφανος [gens : ου (ὁ) ]	tout ce qui entoure	couronne, couronne	Krone, Kranz	500	997
104236	συνάγω	suna/gw	bring together, unite, contract	συνάγω [tr. intr. ]	se joindre	rassembler, unir, contracter	zusammenbringen, vereinen, zusammenziehen	930	997
2022	Ἀρτεμίδωρος	*)artemi/dwros		Ἀρτεμίδωρος [gens : ου (ὁ) ]	Artémidôros (Artémidore)	Artémidôros (Artémidore)		42	998
32964	διαφθορά	diafqora/	destruction, ruin, blight, death.	διαφθορά [gens : ᾶς (ἡ) tr. intr. ]	état de putréfaction (du fœtus) ; ce qui est détruit, proie (pour les poissons)	destruction, ruine, fléau, mort.	Zerstörung, Ruine, Seuche, Tod.	71	998
44328	ἐνεργάζομαι	e)nerga/zomai	to make in, produce in	ἐνεργάζομαι	exercer un métier dans ; opérer dans, produire dans, faire naître dans	faire, produire en	machen in, produzieren in	57	998
45358	ἐπέξειμι	e)pe/ceimi	go out against, prosecute	ἐπέξειμι	sortir contre ; aller jusqu'au bout	sortir contre, poursuivre	rausgehen, strafrechtlich verfolgen	164	998
5094	Κάρ	*ka/r	Carian	Κάρ [gens : Καρός (ὁ) ]	Carien, habitant de la Carie ; Kar	Carian	Carian	150	998
58773	κάτοιδα	ka/toida	to know well, understand	κάτοιδα	connaître à fond ; reconnaître	bien connaître, comprendre	gut wissen, verstehen	40	998
69078	λόχος	lo/xos	an ambush	λόχος [gens : ου (ὁ) ]	embuscade ; accouchement, enfantement	une embuscade	ein Hinterhalt	244	998
75272	νύμφη	nu/mfh	a young wife, bride	νύμφη [gens : ης (ἡ) ]	celle qui est recouverte ou voilée	une jeune femme, mariée	eine junge Frau, Braut	417	998
103209	σύστημα	su/sthma	whole compounded of several parts	σύστημα [gens : ατος (τὸ) ]	réunion en un corps soit de plusieurs objets, soit de parties diverses d'un même objet	Complet composé de plusieurs parties	Ganz zusammengesetzt aus mehreren Teilen	74	998
110401	ὑπέχω	u(pe/xw	to hold under, uphold; undergo, suffer, be accountable	ὑπέχω	tenir sous ; soumettre ; tenir en étant dessous, soutenir, supporter, subir ; avoir sous soi, entraîner à sa suite	tenir sous, maintenir; subir, souffrir, être responsable	unter sich halten, hochhalten; unterziehen, leiden, rechenschaftspflichtig sein	230	998
2023	Ἀρτεμίσιον	*)artemi/sion	Artemisium, temple of Artemis	Ἀρτεμίσιον [gens : ου (τὸ) ]	temple ou lieu consacré à Artémis ; Artémision	Artemisium, temple d'Artémis	Artemisium, Tempel der Artemis	67	999
44329	ἐνεργέω	e)nerge/w	to be in action, to operate	ἐνεργέω	agir, produire ; accomplir, exécuter ; agir sur, influencer ; > βινεῖν	être en action, opérer	in Aktion sein, operieren	146	999
49514	ἐρῆμος	e)rh=mos	lone, lonely, desert	ἐρῆμος < ἔρημος [des : ος, ον, η, ον adv. ]	désert, solitaire ; solitaire, isolé, seul ; vide de, dépourvu de	solitaire, solitaire, désert	einsam, einsam, Wüste	699	999
64963	κνήμη	knh/mh	the part between the knee and ankle, the leg	κνήμη [gens : ης (ἡ) ]	jambe, bas de la jambe ; partie de la tige d'une plante entre deux nœuds	la partie entre le genou et la cheville, la jambe	der Teil zwischen Knie und Knöchel, das Bein	132	999
* 70106	μαθηματικός	maqhmatiko/s	fond of learning	μαθηματικός [des : ή, όν ]@ὁ μαθηματικός (in μαθηματικός) [des : ή, όν ]	qui s'adonne à l'étude ; qui concerne les mathématiques (arithmétique, géométrie, astronomie, mécanique)@mathématicien	Aimer apprendre	Lust zu lernen	155	999
100082	στέφω	ste/fw	to put round	στέφω	répandre autour ; couronner ; façonner en forme de couronne ; placer autour de sa tête (du gazon, des fleurs ; couronner (la tête)	tourner	umrunden	47	999
54667	φύλαρχος	fu/larxos	chief officer of a φυλή	φύλαρχος [gens : ου (ὁ) ]	président d'une tribu	officier en chef d'un φυλή	Hauptoffizier eines φυλή	49	999
10218	Χαρμίδης	*xarmi/dhs		Χαρμίδης [des : -ην gens : ου, (ὁ) ]	Kharmidès (Charmide), (h.)	Kharmidès (Charmide), (h.)		57	999
* 51588	εὐφροσύνη	eu)frosu/nh	mirth, merriment	εὐφροσύνη [gens : ης (ἡ) ]@ἡ εὐφροσύνη (in εὐφρόσυνος) [des : η, ον tr. intr. ]	joie, gaîté, plaisir ; joie dans un festin, bonne chère@la bienfaisante, la nuit	gaieté, gaieté	Freude, Heiterkeit	63	1000
