107712	τοξεύω	toceu/w	to shoot with the bow	τοξεύω	tirer de l'arc, lancer des flèches ; atteindre de ses flèches ; viser avec une flèche	tirer avec l'arc	mit dem Bogen schießen	166	370
17866	ἀναπετάννυμι	a)napeta/nnumi	to spread out, unfold, unfurl	ἀναπετάννυμι	déployer largement ; ouvrir	étaler, déplier, déployer	ausbreiten, entfalten, entfalten	67	370
37462	ἑωθινός	e(wqino/s	in the morning	ἑωθινός [des : ή, όν subst. adv. ]	situé au levant, oriental	du matin	am Morgen	64	370
82895	πεῖραρ	pei=rar	an end	πεῖραρ [gens : ατος (τὸ) ]	ce qui donne à une chose son achèvement	une fin	ein Ende	50	370
96377	θύελλα	qu/ella	a furious storm, hurricane	θύελλα [gens : ης (ἡ) ]	ouragan, tempête	une tempête furieuse, un ouragan	ein wütender Sturm, Hurrikan	48	370
36435	δυσχεραίνω	dusxerai/nw	to be unable to endure	δυσχεραίνω [intr. ]	supporter avec peine ; être fâché, mécontent ; susciter des difficultés	Être incapable de supporter	Nicht ertragen	190	371
65362	κοινωνός	koinwno/s	a companion, partner	κοινωνός [des : ός, όν adj. ]	qui participe à, qui s'associe à, associé, compagnon ; avec une épée complice, par un meurtre commis de complicité	un compagnon, partenaire	ein Begleiter, Partner	187	371
50952	εὔορκος	eu)/orkos	keeping one's oath	εὔορκος [des : ος, ον ]	qui garde la foi jurée, fidèle à un serment	Garder son serment	Den Eid behalten	45	371
78763	οὖς	ou)=s	ear	οὖς [gens : ὠτός (τὸ) ]	oreille	oreille	Ohr	346	373
76706	ὀδούς	o)dou/s	tooth	ὀδούς [gens : ὀδόντος (ὁ) ]	dent	dent	Zahn	197	373
11659	ἄπληστος	a)/plhstos	not to be filled, insatiate	ἄπληστος [des : ος, ον, ]	insatiable de	ne pas être rempli, insatiable	nicht gefüllt werden, unersättlich	48	373
10620	ἁλιεύς	a(lieu/s	one who has to do with the sea	ἁλιεύς [gens : έως (ὁ) subst. adj. ]	qui vit sur mer	Celui qui a à faire avec la mer	Einer, der mit dem Meer zu tun hat	41	373
82898	πεῖσμα	pei=sma	a ship's cable	πεῖσμα [gens : ατος (τὸ) ]	ce qui lie	un câble de navire	ein Schiffskabel	41	373
76707	ὀδύνη	o)du/nh	pain of body	ὀδύνη [gens : ης (ἡ) ]	douleur	Douleur du corps	Schmerzen des Körpers	264	374
7543	Οἰδίπους	*oi)di/pous	Oedipus	Οἰδίπους [des : -πους -που, gens : -ποδος, (ὁ) ]	Œdipe	Œdipe	Ödipus	170	374
24085	ἀποκτείνω	a)poktei/nw	kill	ἀποκτείνω	tuer, faire périr ; faire mourir (de dépit, de désespoir, etc.), mettre à la torture	tuer	töten	1705	375
36439	δυσχερής	dusxerh/s	hard to take in hand	δυσχερής [des : ής, ές, ]	difficile à manier	Difficile à prendre en main	Schwer in die Hand zu nehmen	264	375
82900	πεινάω	peina/w	be hungry	πεινάω [des : -ῇς, ῇ, -ῆν ]	avoir faim, être affamé	avoir faim	hungrig sein	122	375
72591	μίσθωσις	mi/sqwsis	letting for hire	μίσθωσις [gens : εως (ἡ) ]	action de prendre à gages ou à loyer, location ; prix d'un loyer	Location à bail	Vermietung mieten	59	375
56948	ἤπειρος	h)/peiros	the land (not the sea)	ἤπειρος [gens : ου (ἡ) ]	terre ferme ; plaine	la terre (pas la mer)	das Land (nicht das Meer)	506	202
? 864	Ἤπειρος	*)/hpeiros		ἤπειρος [gens : ου (ἡ) ]	terre ferme ; plaine			88	864
* 57069	ἠπειρώτης	h)peirw/ths	of the mainland, living there	ἠπειρώτης [gens : ου subst. adj. m. ]@ὁ ἠπειρώτης (in ἠπειρώτης) [gens : ου subst. adj. m. ]	de la terre ferme, du continent, continental@habitant de l’Asie	du continent, y vivre	vom Festland, dort leben	36	322
* 2583	Ἠπειρώτης	*)hpeirw/ths	an Epirote	Ἠπειρώτης [gens : ου (ὁ) ]@ὁ Ἠπειρώτης (in ἠπειρώτης) [gens : ου subst. adj. m. ]	Èpeirôtès, l'Épirote@habitant de l’Épire	une épirote	eine Epirote	86	535
56953	ἤρα	h)/ra		ἤρα > αἴρω	lever ; faire une levée ; élever, exalter, grandir ; mettre hors de soi ; être transporté	lever ; faire une levée ; élever, exalter, grandir ; mettre hors de soi ; être transporté		3	207
46	Ἥρα	*(/hra	Hera	Ἥρα [gens : ας (ἡ) ]	Hèra	Héra	Hera	535	46
