62856	κατασκευή	kataskeuh/	preparation	κατασκευή [gens : ῆς (ἡ) ]	action de préparer ; appareil	préparation	Vorbereitung	378	946
72134	μετέωρος	mete/wros	raised from the ground, hanging	μετέωρος [des : ος, ον, ]	qui est en haut ou qui s'élève	soulevé du sol, suspendu	vom Boden erhoben, hängend	246	946
41162	ἐκκόπτω	e)kko/ptw	cut out	ἐκκόπτω	retrancher en coupant, amputer ; déplacer, démolir ou détruire en frappant ; frapper, découper ; exclure, repousser, excommunier	coupé	ausgeschnitten	107	946
5042	Γύλιππος	*gu/lippos		Γύλιππος [gens : ου (ὁ) ]	Gylippos	Gylippos		86	946
30827	δειρή	deirh/	the neck, throat	δειρή [gens : ῆς (ἡ) ]	cou ; gorge ; > δειράς	le cou, la gorge	der Hals, die Kehle	78	946
65937	κουφίζω	koufi/zw	to be light	κουφίζω [tr. intr. ]	rendre léger, donner de la légèreté à, alléger ; soulever ; élider	Être léger	Licht sein	71	946
91819	προβουλεύω	probouleu/w	to contrive	προϐουλεύω	délibérer auparavant ; avoir voix prépondérante ; délibérer dans l'intérêt de ; délibérer auparavant, examiner auparavant ; délibérer dans l'intérêt de, veiller aux intérêts de, pourvoir à ; se faire une opinion d'avance, préjuger	inventer	erfinden	46	946
12240	ἀξιόπιστος	a)cio/pistos	trustworthy	ἀξιόπιστος [des : ος, ον, ]	digne de foi ou de confiance, qui offre des garanties	digne de confiance	vertrauenswürdig	43	946
59745	καθαρεύω	kaqareu/w	to be clean	καθαρεύω	être propre ; être pur, se conserver pur	être propre	sauber sein	42	946
72135	μετέχω	mete/xw	partake of, share	μετέχω	partager, avoir part à, participer à ; se transformer, changer	participer, partager	teilhaben, teilen	1210	947
74191	ναύαρχος	nau/arxos	admiral	ναύαρχος [gens : ου (ὁ) ]	commandant d'un vaisseau ; commandant d'une flotte, amiral	amiral	Admiral	192	947
44277	ἐνεδρεύω	e)nedreu/w	to lie in wait for	ἐνεδρεύω	être ou se mettre en embuscade dans ; mettre en embuscade	attendre	auf der Lauer liegen	101	947
75221	νοστέω	noste/w	return home	νοστέω	revenir, retourner ; venir chez qqn en revenant dans sa patrie ; aller, partir	rentrer à la maison	nach Hause zurückkehren	98	947
6067	Κυρήνη	*kurh/nh		Κυρήνη [gens : ης (ἡ) ]	Kyrènè (Cyrène, Shahhat)	Kyrènè (Cyrène, Shahhat)		94	947
78305	οἴμοι	oi)/moi	alas!	οἴμοι [interj. ]	la douleur, la pitié, le regret ; la joie ; hélas ! infortuné que je suis ; malheureux ! tu es perdu ; répété	Hélas!	Ach!	312	948
6068	Κυρηναῖος	*kurhnai=os		Κυρηναῖος [des : α, ον, ]	de Cyrène	de Cyrène		119	948
1972	Ἀρκεσίλαος	*)arkesi/laos		Ἀρκεσίλαος [gens : ου (ὁ) ]	Arkésilaos (Arcésilas)	Arkésilaos (Arcésilas)		92	948
75222	νοσώδης	nosw/dhs	sickly	νοσώδης [des : ης, ες ]	malade, maladif ; malsain	maladif	kränklich	50	948
67994	λείβω	lei/bw	to pour, pour forth	λείϐω [intr. ]	verser	verser, verser	gießen, gießen	44	948
96958	ῥητός	r(hto/s	stated, specified	ῥητός [des : ή, όν adv. ]	dit ; qu'on peut dire	déclaré, spécifié	angegeben, angegeben	930	949
? 84544	περιίστημι	perii/sthmi	place round	περιΐστημι [tr. intr. ]	placer, mettre, établir autour ; faire tourner	Place ronde	Platz um	384	949
70056	μανία	mani/a	insanity	μανία [gens : ας (ἡ) ]	folie, démence ; folie d'amour, folle passion pour ; délire prophétique, transport, inspiration	folie	Wahnsinn	266	949
* 103160	σύντομος	su/ntomos	cut short, abridged, concise, brief	σύντομος [des : ος, ον, subst. ]@ἡ σύντομος (in σύντομος) [des : ος, ον, subst. ]	raccourci, court@le chemin le plus court	coupe courte, abrégée, concise, brève	kurz geschnitten, gekürzt, prägnant, kurz	141	949
81426	παρακαταθήκη	parakataqh/kh	deposit	παρακαταθήκη [gens : ης (ἡ) ]	dépôt confié à qqn	dépôt	Anzahlung	75	949
113453	ὠνέομαι	w)ne/omai	buy	ὠνέομαι > *ὠνέω	acheter, être acheté	acheter	kaufen	272	950
