6651	Μαίανδρος	*mai/andros	Maeander	Μαίανδρος [gens : ου (ὁ) ]	le Mæandros (Méandre, Büyük Menderes) (fl.) ; Mæandros, (h.)	Maeander	Maeander	83	507
63441	κατορύσσω	katoru/ssw	bury	κατορύσσω	enfouir, enterrer	enterrer	begraben	63	507
93432	προσφύω	prosfu/w	to make to grow to	προσφύω [tr. intr. ]	faire naître ou faire croître sur, faire adhérer, établir fortement, confirmer	faire grandir	zu machen, um zu wachsen	43	507
50048	εἴτε	ei)/te	either, or (usually paired, i.e. εἴτε…εἴτε)	εἴτε	et si, ou si, soit, soit que	soit, soit (généralement appariés, c'est-à-dire εἴτε… εἴτε)	entweder oder (normalerweise gepaart, dh εἴτε… εἴτε)	1905	508
* 68582	λίθος	li/qos	rock	λίθος [gens : ου (ὁ, ἡ, v. ci-dessous)]@ἡ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ὁ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ἡ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ἡ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ἡ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ὁ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ἡ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]@ὁ λίθος (in λίθος) [gens : ου (ὁ, ἡ, v. ci-dessous)]	pierre ; pierres fixes ; pierre tombale ; pierre précieuse@marbre@sorte de pion pour jouer@pierre, calcul vésical@pierre de touche@pierre à lancer, pierres que se lançaient les combattants@pierre à lancer, pierres que se lançaient les combattants@pierre, substance@pierre, substance	Roche	Felsen	1111	508
106826	τελέω	tele/w	fulfill; pay; initiate	τελέω [tr. intr. ]	accomplir ; mettre un terme à ; s'acquitter de, payer ; amener à achèvement, à terme ; s'accomplir, se réaliser ; arriver au terme, arriver au terme d'un voyage	remplir; Payer; lancer	erfüllen; Zahlen; einleiten	709	508
34522	διόρθωσις	dio/rqwsis	making straight	διόρθωσις [gens : εως (ἡ) ]	action de redresser, redressement (d'un membre)	Faire droit	Gerade machen	81	508
14880	ἀλογία	a)logi/a	want of respect	ἀλογία [gens : ας (ἡ) ]	perte de la parole, silence ; manque de raison, extravagance ; dédain, mépris	Manque de respect	Mangel an Respekt	55	508
5628	Κλυταιμνήστρα	*klutaimnh/stra	Clytaemnestra, the queen of Agamemnon	Κλυταιμνήστρα [gens : ας (ἡ) ]	Clytemnestre, Clytémestre	Clytaemnestre, la reine d'Agamemnon	Clytaemnestra, die Königin von Agamemnon	54	508
79928	πανουργία	panourgi/a	knavery, roguery, villany	πανουργία [gens : ας (ἡ) ]	aptitude à tout faire	tromperie, roguery, villany	Gaunerei, Schurke, Villany	44	508
116088	ζητέω	zhte/w	seek, search after	ζητέω	chercher ; regretter l'absence de, regretter, désirer	chercher, chercher	suchen, suchen nach	1628	509
85128	περιτίθημι	periti/qhmi	to place round	περιτίθημι	mettre autour	placer autour	rund platzieren	236	509
56227	γυμναστικός	gumnastiko/s	fond of athletic exercises	γυμναστικός [des : ή, όν ]	qui concerne les exercices du corps	Aime les exercices sportifs	Gern athletische Übungen	120	509
47990	ἐπικρύπτω	e)pikru/ptw	throw a cloak over, conceal	ἐπικρύπτω [tr. intr. ]	cacher, dissimuler	jeter une cape dessus, cacher	Wirf einen Umhang um, verstecke ihn	80	509
50049	εἶα	ei)=a	on! up! away!	εἶα [interj. ]	allons ! courage !	sur! Haut!	auf!	64	509
* 82011	παραχρῆμα	paraxrh=ma	immediately	παραχρῆμα [adv. ]@τὸ παραχρῆμα (in παραχρῆμα) [adv. ]	sur le fait, sur-le-champ, à l'instant même@ce qui arrive présentement	immédiatement	sofort	574	510
53155	φημί	fhmi/	say	φημί	rendre visible, manifester sa pensée par la parole ; dire son avis, avoir une opinion, penser, croire ; dire, prétendre, se vanter de ; dire oui	dire	sagen	17222	511
86158	πληθύς	plhqu/s	fulness, a throng, a crowd	πληθύς > πλῆθος [gens : ύος (ἡ) ]	grande quantité ; quantité indéterminée	plénitude, une foule, une foule	Fülle, eine Menschenmenge, eine Menge	92	511
75817	ὁμόλογος	o(mo/logos	agreeing	ὁμόλογος [des : ος, ον adv. ]	qui parle d'accord avec, qui convient de ; concordant, en harmonie, correspondant à	En acceptant	Zustimmen	81	511
69307	λοχός	loxo/s		λοχός [gens : οῦ (ἡ) ]	l'accouchée	l'accouchée		3	203
69078	λόχος	lo/xos	an ambush	λόχος [gens : ου (ὁ) ]	embuscade ; accouchement, enfantement	une embuscade	ein Hinterhalt	244	998
69366	λυγκεύς	lugkeu/s		λυγκεύς [gens : έως (ὁ) ]	collyre pour certaines maladies d'yeux	collyre pour certaines maladies d'yeux		3	260
6512	Λυγκεύς	*lugkeu/s		Λυγκεύς [gens : έως (ὁ) ]	Lynkée (Lyncée)	Lynkée (Lyncée)		46	368
69379	λυκάων	luka/wn	were-wolf	λυκάων > λυκάνθρωπος [gens : ονος (ἡ) ]	atteint de lycanthropie	atteint de lycanthropie	Werwolf	3	273
6516	Λυκάων	*luka/wn	Lycaon	Λυκάων [gens : ονος (ὁ) ]	Lykaôn, (h.)	Lycaon	Lycaon	60	372
