33317	διαμαρτύρομαι	diamartu/romai	call gods and men to witness	διαμαρτύρομαι	protester en prenant les dieux et les hommes à témoin ; protester, affirmer ; protester pour empêcher, interdire par une protestation	Appeler les dieux et les hommes à témoigner	Rufe Götter und Männer zu Zeugen	63	327
69433	λυπρός	lupro/s	wretched, poor, sorry	λυπρός [des : ά, όν, ]	triste	misérable, pauvre, désolé	elend, arm, sorry	52	327
106646	τέκνον	te/knon	child	τέκνον [gens : ου (τὸ) ]	enfant (fils ou fille) ; petit d'un animal ; produit, rejeton	enfant	Kind	1548	328
95306	θαῦμα	qau=ma	wonder	θαῦμα [gens : ατος (τὸ) ]	objet d'étonnement ou d'admiration ; étonnement, admiration, surprise	merveille	Wunder	274	328
85975	πλατύς	platu/s	wide, broad	πλατύς [des : εῖα, ύ subst. ]	large et plat ; large ; salé, âcre	large, large	breit, breit	159	328
65319	κοινόω	koino/w	to communicate, impart; make common, defile, share in	κοινόω	communiquer	communiquer, communiquer; faire commun, souiller, partager	kommunizieren, vermitteln; gemeinsam machen, verunreinigen, teilen	89	328
100437	στιβαρός	stibaro/s	compact, strong, stout, sturdy	στιϐαρός [des : ά, όν ]	foulé, serré, compact	compact, solide, robuste, robuste	kompakt, stark, robust, robust	72	328
107670	τόξευμα	to/ceuma	that which is shot, an arrow	τόξευμα [gens : ατος (τὸ) ]	tir d'un arc, jet d'une flèche, d'un trait ; trait, flèche ; troupe d'archers	ce qui est tiré, une flèche	das, was geschossen wird, ein Pfeil	70	328
26093	ἀσέβημα	a)se/bhma	impious	ἀσέϐημα [gens : ατος (τὸ) ]	action ou parole impie, impiété, sacrilège	impie	gottlos	60	328
33318	διαμαρτυρέω	diamarture/w	use a διαμαρτυρία; attest	διαμαρτυρέω	témoigner en faveur de qqn (accusateur ou accusé)	utiliser un διαμαρτυρία; attester	benutze ein διαμαρτυρία; bezeugen	58	328
* 8523	Πύλιος	*pu/lios	of Pylos, Pylian; (pr.n.) Pylius, godfather of Heracles	2 Πύλιος [gens : ου (ὁ) ]@1 Πύλιος [des : α, ον ]	Pylios, (h.)@de Pylos	de Pylos, Pylian; (pr.n.) Pylius, parrain d'Héraclès	von Pylos, Pylian; (pr.n.) Pylius, Pate des Herakles	49	328
35366	δρόσος	dro/sos	dew	δρόσος [gens : ου (ἡ) ]	rosée	rosée	Tau	41	328
30201	ξύλινος	cu/linos	of wood, wooden	ξύλινος [des : η, ον ]	de bois ; qui vient sur du bois, sur un arbre	en bois, en bois	aus Holz, Holz	131	329
62239	κατακλίνω	katakli/nw	to lay down	κατακλίνω	déposer en abaissant ou en couchant	s'allonger	sich hinlegen	124	329
26094	ἀσέλγεια	a)se/lgeia	licentiousness	ἀσέλγεια [gens : ας (ἡ) ]	impudence, insolence, grossièreté ; mœurs dissolues	licence	Zügellosigkeit	64	329
99412	σμερδαλέος	smerdale/os	terrible to look on, fearful, aweful, direful	σμερδαλέος [des : α, ον adv. ]	terrible, effrayant à voir ; terrible, effrayant à entendre	terrible à regarder, effrayant, affreux, terrible	schrecklich anzusehen, ängstlich, schrecklich, schrecklich	57	329
95308	θαυμάζω	qauma/zw	wonder at, be amazed	θαυμάζω	s'étonner, voir avec étonnement ou admiration, admirer, vénérer, honorer	étonner, être étonné	wundere dich, sei erstaunt	1305	330
30202	ξύλον	cu/lon	wood	ξύλον [gens : ου (τὸ) ]	bois, bois mort, souche, tronc ou morceau de bois, bois ; tout objet en bois	bois	Holz	604	330
29176	βοή	boh/	shout	βοή [gens : ῆς (ἡ) ]	cri ; secours	crier	schreien	409	330
? 53205	φῖλος	fi=los	love, friendship	φίλος [des : η, ον, subst. ]@ὁ φίλος (in φίλος) [des : η, ον, subst. ]	ami@l'ami	amour amitié	Liebe, Freundschaft	3	561
* 53190	φίλος	fi/los	dear, beloved, one's own	φίλος [des : η, ον, subst. ]@ὁ φίλος (in φίλος) [des : η, ον, subst. ]	ami@l'ami	cher, bien-aimé, le sien	Lieber, Geliebter, der Eigene	6170	546
53554	φιλότιμος	filo/timos	loving honour	φιλότιμος [des : ος, ον subst. ]	qu'on aime à honorer, vénérable, auguste	Amour honneur	Liebevolle Ehre	246	910
? 4682	Φιλότιμος	*filo/timos	loving honour	φιλότιμος [des : ος, ον subst. ]@Φιλοτίμος [gens : ου (ὁ) ]	qu'on aime à honorer, vénérable, auguste@Philotimos, (h.)	Amour honneur	Liebevolle Ehre	3	586
? 53199	φίλων	fi/lwn		Φίλων [gens : ωνος (ὁ) ]	Philôn (Philon)			3	555
4628	Φίλων	*fi/lwn		Φίλων [gens : ωνος (ὁ) ]	Philôn (Philon)	Philôn (Philon)		47	532
