36664	ἕτερος	e(/teros	one/the other of two	ἕτερος [des : α ον adv. ]	autre ; autre	l'un / l'autre des deux	der eine / der andere von zwei	6988	596
71784	μεταβάλλω	metaba/llw	throw to a new place, change	μεταϐάλλω [tr. intr. ]	se déplacer	jeter à un nouvel endroit, changer	an einen neuen Ort werfen, ändern	668	596
32558	διάδημα	dia/dhma	band	διάδημα [gens : ατος (τὸ) ]	bandeau qui entourait la tiare des rois de Perse ; diadème, couronne royale	B: et	Band	87	596
111023	ὑπηρεσία	u(phresi/a	the body of rowers and sailors, the ship's crew	ὑπηρεσία [gens : ας (ἡ) ]	service de rameur ou de matelot	le corps des rameurs et des marins, l'équipage du navire	der Körper von Ruderern und Seeleuten, die Schiffsbesatzung	77	596
* 3668	Δάρδανος	*da/rdanos	Dardanus	1 Δάρδανος [des : ος, ον ]@3 Δάρδανος [gens : ου (ἡ) ]@2 Δάρδανος [gens : ου (ὁ) ]	de Dardanie, Dardanien ; Troyen@Dardanos, (v.)@Dardanos	Dardanus	Dardanus	58	596
4692	Φιλοκτήτης	*filokth/ths	Philoctetes	Φιλοκτήτης [gens : ου (ὁ) ]	Philoktètès (Philoctète)	Philoctetes	Philoctetes	47	596
97629	σαπρός	sapro/s	rotten	σαπρός [des : ά, όν ]	pourri, moisi, gâté ; qui a un goût de pourri	pourri	faul	44	596
91469	πρόσω	pro/sw	forwards, further, henceforth	πρόσω [adv. prép. ]	en avant	en avant, plus loin, désormais	vorwärts, weiter, fortan	684	597
76930	ὀκτώ	o)ktw/	eight	ὀκτώ [indécl. ]	huit	huit	acht	425	597
54265	φορά	fora/	an act	φορά [gens : ᾶς (ἡ) tr. intr. ]	action de porter	un acte	ein Akt	243	597
111024	ὑπηρετέω	u(phrete/w	to do service on board ship, to do rower's service	ὑπηρετέω	servir comme rameur ou comme matelot	faire le service à bord du bateau, faire le service du rameur	Service an Bord des Schiffes, Ruderdienst	218	597
112074	ὑπόσχεσις	u(po/sxesis	an undertaking, engagement, promise	ὑπόσχεσις [gens : εως (ἡ) ]	promesse ; déclaration, profession, profession, genre de vie	un engagement, un engagement, une promesse	ein Unternehmen, Engagement, Versprechen	152	597
99680	σπεῖρα	spei=ra	coil, rope	σπεῖρα < σπείρα [gens : ας (ἡ) ]	enroulement	bobine, corde	Spule, Seil	63	597
43923	ἐναγίζω	e)nagi/zw	to offer sacrifice to the dead	ἐναγίζω	sacrifier à un mort ou à un demi-dieu (p. opp. à sacrifier à un dieu)	offrir des sacrifices aux morts	den Toten Opfer bringen	48	597
* 50138	εἰκός	ei)ko/s	probable, reasonable	εἰκός > Part.pf. εἰκώς (in 1 *εἴκω)@τὸ εἰκός (in 1 *εἴκω)	semblable, convenable, vraisemblable, probable@ce qui paraît bon, juste, naturel, convenable	probable, raisonnable	wahrscheinlich, vernünftig	1923	598
78990	πάλαι	pa/lai	long ago, once upon a time	πάλαι [adv. ]	depuis longtemps, autrefois, jadis ; avant le temps d'aujourd'hui, il n'y a pas longtemps, récemment, dernièrement	il y a longtemps, il était une fois	Vor langer Zeit war es einmal	953	598
52212	εὐθεῖα	eu)qei=a		ἡ εὐθεῖα (in 1 εὐθύς) [des : εῖα, ύ, subst. ]	la droite voie ; ligne droite ; le cas direct, le nominatif	la droite voie ; ligne droite ; le cas direct, le nominatif		681	598
91470	πρόσωπον	pro/swpon	face, mask, character	πρόσωπον [gens : ου (τὸ) ]	face, figure ; figure artificielle	visage, masque, personnage	Gesicht, Maske, Charakter	592	598
33588	διαπράσσω	diapra/ssw	pass over, accomplish	διαπράσσω	accomplir jusqu'au bout ; tâcher d'accomplir, faire des efforts pour, machiner	passer, accomplir	übergehen, vollbringen	524	598
76351	ὄνειρος	o)/neiros	a dream	ὄνειρος [gens : ου (ὁ) ]	songe, rêve	un rêve	ein Traum	229	19
948	Ὄνειρος	*)/oneiros		Ὄνειρος [gens : ου (ὁ) ]	le dieu ou les dieux des songes	le dieu ou les dieux des songes		3	948
77359	ὀνομαστός	o)nomasto/s	named, to be named	ὀνομαστός [des : ή, όν ]	qu'on peut nommer ou prononcer ; renommé, célèbre	nommé, à nommer	benannt, benannt werden	86	2
2952	Ὀνόμαστος	*)ono/mastos		Ὀνόμαστος [gens : ου (ὁ) ]	Onomastos, (h.)	Onomastos, (h.)		8	904
? 78715	ονος	onos	white-chested	ὄνος [gens : ου (ὁ, ἡ) ]	âne, ânesse	Blancs	Weiß-chested	#180	334
76357	ὄνος	o)/nos	an ass	ὄνος [gens : ου (ὁ, ἡ) ]	âne, ânesse	un cul	ein Arsch	180	25
