* 56367	ἥρως	h(/rws	hero, warrior	ἥρως [gens : ωος (ὁ) ]@ἥρως ἰατρός [(ὁ) ]	maître, chef, noble ; demi-dieu ; tout homme élevé au rang de demi-dieu@dieu guérisseur	héros, guerrier	Held, Krieger	483	649
112126	ὑποβάλλω	u(poba/llw	to throw, put	ὑποϐάλλω	jeter sous, mettre sous ; suggérer ; objecter, interrompre, souffler, suggérer (v.) ; lancer secrètement, suborner	jeter, mettre	werfen, setzen	96	649
86298	πλύνω	plu/nw	to wash, clean	πλύνω	laver	laver, nettoyer	waschen, reinigen	42	649
38791	ἐξηγέομαι	e)chge/omai	to be leader of, govern; dictate; expound, interpret	ἐξηγέομαι	conduire pas à pas ou jusqu'au terme	diriger, gouverner; dicter; exposer, interpréter	Führer sein, regieren; diktieren; erklären, interpretieren	238	650
53294	φιλανθρωπία	filanqrwpi/a	humanity, benevolence, kindliness	φιλανθρωπία [gens : ας (ἡ) ]	affabilité	humanité, bienveillance, gentillesse	Menschlichkeit, Wohlwollen, Freundlichkeit	173	650
75956	ὁμοιόω	o(moio/w	be made like	ὁμοιόω [tr. intr. ]	être semblable, analogue	être fait comme	gemacht werden wie	101	650
74924	νηλής	nhlh/s	pitiless, ruthless	νηλής > νηλεής [des : ής, ές, ]	impitoyable	impitoyable, impitoyable	erbarmungslos, rücksichtslos	64	650
13997	ἀκλεής	a)kleh/s	without fame, inglorious, unsung	ἀκλεής [des : ής, ές, adv. ]	sans gloire, obscur	sans gloire, sans gloire, méconnu	ohne Ruhm, unrühmlich, unbesungen	40	650
56369	ἥσσων	h(/sswn	inferior	ἥσσων [des : ων, ον, gens : ονος adj. ]	moins	inférieur	Minderwertig	1523	651
66666	κύκλος	ku/klos	ring, circle	κύκλος [gens : ου (ὁ) adv. ]	cercle, rond ; tout objet circulaire	anneau, cercle	Ring, Kreis	1415	651
67692	λαλέω	lale/w	talk, chat, speak	λαλέω	prononcer des sons inarticulés ; babiller, bavarder ; parler	parler, discuter, parler	reden, plaudern, sprechen	437	651
58426	ἰσχύω	i)sxu/w	to be strong	ἰσχύω [tr. intr. ]	rendre fort, condenser	être fort	stark sein	322	651
54319	φορτίον	forti/on	a load, burden	φορτίον [gens : ου (τὸ) ]	charge, fardeau ; ballot, marchandises, marchandises à transporter par mer, cargaison d'un navire	une charge, un fardeau	eine Last, Last	85	651
71839	μεταφορά	metafora/	transference	μεταφορά [gens : ᾶς (ἡ) ]	transport	transfert	Übertragung	84	651
50191	εἰκοστός	ei)kosto/s	twentieth	εἰκοστός [des : ή, όν, ]	vingtième	vingtième	Zwanzigsten	75	651
57398	ἱλάσκομαι	i(la/skomai	to appease	ἱλάσκομαι	se rendre favorable, apaiser : qqn ; expier	apaiser	besänftigen	68	651
99735	σπεύδω	speu/dw	hurry	σπεύδω [tr. intr. ]	presser, hâter ; presser, exhorter, exciter ; rechercher avec empressement, être ardent pour ; se hâter, se presser ; agir avec empressement, se donner de la peine, faire effort, s'efforcer ; se tourmenter, être agité, être inquiet, s'effrayer	se dépêcher	Eile	627	652
116231	ζωγρέω	zwgre/w	to take alive, revive	ζωγρέω	prendre vivant ; rendre à la vie, ranimer	prendre vie, revivre	lebendig nehmen, wiederbeleben	125	652
18150	ἀνατέλλω	a)nate/llw	to make to rise up	ἀνατέλλω [tr. intr. ]	faire se lever, faire apparaître	faire monter	aufstehen lassen	67	652
82915	πειρά	peira/	sharp point	πειρά [gens : ᾶς (ἡ) ]	pointe d'épée	pointe acérée	Scharfe Spitze	5	390
82894	πεῖρα	pei=ra	attempt, experiment; experience; trial	πεῖρα [gens : ας (ἡ) ]	épreuve	tenter, expérimenter; expérience; procès	Versuch, Experiment; Erfahrung; Versuch	383	369
82740	πέλαγος	pe/lagos	the sea	πέλαγος [gens : εος-ους (τὸ) ]	la pleine mer ; une mer	la mer	das Meer	422	215
7873	Πέλαγος	*pe/lagos	the sea	Πέλαγος [gens : εος-ους (τὸ) ]	Pélagos	la mer	das Meer	3	702
? 7963	Πελληνή	*pellhnh/		Πελλήνη [gens : ης (ἡ) ]	Pellènè (v.)			3	792
7962	Πελλήνη	*pellh/nh	Pellene	Πελλήνη [gens : ης (ἡ) ]	Pellènè (v.)	Pellene	Pellene	53	791
