69277	λουτρόν	loutro/n	a bath, bathing place	λουτρόν [gens : οῦ (τὸ) ]	bain, endroit où l'on se baigne, salle de bain ; bain, eau pour se baigner ; action de se baigner ; eau lustrale pour les purifications	un bain, un lieu de baignade	ein Bad, Badeplatz	153	173
85820	πλάνη	pla/nh	a wandering, roaming	πλάνη [gens : ης (ἡ) ]	errement	une errance, itinérance	ein wanderndes, durchstreifendes	63	173
! 8368	Πουλυδάμας	*pouluda/mas	Polydamas			Polydamas	Polydamas	51	173
33164	διακονέω	diakone/w	to minister, serve, do service	διακονέω [tr. intr. ]	fournir, procurer	servir, servir, rendre service	dienen, dienen, dienen	128	174
21798	ἀπέχθεια	a)pe/xqeia	hatred	ἀπέχθεια [gens : ας (ἡ) ]	haine, animosité	haine	Hass	83	174
174	Ἑκάβη	*(eka/bh	Hecabe	Ἑκάϐη [gens : ης (ἡ) ]	Hékabè (Hécube)	Hecabe	Hecabe	53	174
3246	Αἰτωλικός	*ai)twliko/s		Αἰτωλικός > Αἰτώλιος [des : ή, όν, ]	d'Étolie, étolien	d'Étolie, étolien		43	174
23883	ἀπογραφή	a)pografh/	register	ἀπογραφή [gens : ῆς (ἡ) ]	inscription sur un registre ; inventaire de biens détournés ou dissimulés, saisie de biens de ce genre, procès par suite d'une saisie de ce genre	registre	Neu registrieren	41	174
47653	ἐπιφορά	e)pifora/	bringing to or upon; donative, extra pay; secondcourse; fine	ἐπιφορά [gens : ας (ἡ) ]	action de porter sur ou vers ; action de porter en outre, addition à une solde, supplément de solde ; action de porter ensuite	apporter à ou sur; don, rémunération supplémentaire; deuxième cours; bien	zu oder auf bringen; Spenden, zusätzliche Bezahlung; zweiter Kurs; fein	40	174
3247	Αἰτωλός	*ai)twlo/s	Aetolian	Αἰτωλός > Αἰτώλιος [gens : οῦ, adj. m. ]	d'Étolie, étolien	Étolien	Ätolisch	664	175
110602	ὑπερβολή	u(perbolh/	throwing beyond, excess	ὑπερϐολή [gens : ῆς, (ἡ) ]	action de lancer par-dessus ou au delà ; action de passer par-dessus, de franchir (une montagne, etc.) ; action de dépasser la mesure, excès, surabondance ; remise, ajournement, délai, répit ; hyperbole, section conique	jeter au-delà, excès	darüber hinaus werfen, überschüssig	517	175
93100	προσδέχομαι	prosde/xomai	accept	προσδέχομαι	recevoir, accueillir (un hôte, etc.) ; attendre	J'accepte	akzeptieren	457	175
37267	ἑσπέρα	e(spe/ra	evening	ἑσπέρα [gens : ας (ἡ) ]	le soir ; la région du couchant	soir	Abend	369	175
56919	ἡσυχάζω	h(suxa/zw	keep quiet, rest	ἡσυχάζω [tr. intr. ]	être tranquille ; maintenir au repos, faire demeurer tranquille	se taire, se reposer	bleib ruhig, ruhe dich aus	205	175
114726	χορηγέω	xorhge/w	lead a chorus	χορηγέω	conduire le chœur ; être chorège, faire la dépense d'équipement et d'organisation d'un chœur	Mener un chœur	Führen einen chorus	166	175
9394	Σουλπίκιος	*soulpi/kios		Σουλπίκιος [gens : ου (ὁ) ]	Sulpicius, (h. rom.)	Sulpicius, (h. rom.)		40	175
31083	δεῦρο	deu=ro	(to) here	δεῦρο [adv. ]	ici ; jusqu'ici, jusqu'à présent	(jusqu'ici	(bis hierhin	817	176
87877	πορίζω	pori/zw	bring about, provide; mid. furnish oneself with, procure	πορίζω	ouvrir le chemin, donner passage à	provoquer, fournir; milieu. se fournir, se procurer	herbeiführen, versorgen; Mitte. sich ausstatten, beschaffen	341	176
103411	συγκατατίθημι	sugkatati/qhmi	deposit together	συγκατατίθημι	déposer en même temps ; donner son assentiment	Déposer ensemble	Einzahlen	82	176
30676	δέσποινα	de/spoina	mistress, lady	δέσποινα [gens : ης (ἡ) subst. ]	maîtresse	maîtresse, dame	Herrin, Dame	164	797
? 3775	Δέσποινα	*de/spoina	mistress	δέσποινα [gens : ης (ἡ) subst. ]	maîtresse	maîtresse	Herrin	28	703
* 31079	δεύω1	deu/w1	to wet, drench	1 δεύω@2 δεύω	mouiller ; faire couler, répandre@manquer, ne pas réussir à	mouiller, tremper	zu nass, durchnässt	69	173
* 31080	δεύω2	deu/w2	miss	1 δεύω@2 δεύω	mouiller ; faire couler, répandre@manquer, ne pas réussir à	manquer	Fräulein	69	173
* 30681	δέω1	de/w1	need	2 δέω [subst. adv. ]@1 δέω@3 δέω > δήω	manquer, avoir besoin de ; il est besoin de, il faut@lier@trouver	avoir besoin	brauchen	634	801
* 30682	δέω2	de/w2	lack	2 δέω [subst. adv. ]@1 δέω@3 δέω > δήω	manquer, avoir besoin de ; il est besoin de, il faut@lier@trouver	manquer de	Mangel	634	801
