107746	τοῖχος	toi=xos	the wall of a house	τοῖχος [gens : ου (ὁ) ]	mur de maison ; bord ou paroi d'un navire	le mur d'une maison	die Wand eines Hauses	161	404
75710	ὁλοσχερής	o(losxerh/s	whole	ὁλοσχερής [des : ής, ές ]	entier, complet, accompli ; qui concerne le tout ou l'ensemble, important, principal	entier	ganze	147	404
62314	κατακτείνω	kataktei/nw	to kill, slay, murder	κατακτείνω	tuer, massacrer	tuer, tuer, assassiner	töten, töten, ermorden	146	404
1428	Ἀμφίλοχος	*)amfi/loxos	Amphilochus, a seer of Argos, son of Amphiarāus and Eriphȳle; (adj.) Amphilochian	Ἀμφίλοχος [gens : ου (ὁ) ]	Amphilokhos	Amphilochus, un voyant d'Argos, fils d'Amphiarāus et d'Eriphȳle; (adj.) Amphilochian	Amphilochus, ein Seher von Argos, Sohn von Amphiarāus und Eriphȳle; (Adj.) Amphilochian	57	404
83995	περίβλεπτος	peri/bleptos	looked at from all sides	περίϐλεπτος [des : ος, ον ]	vu de tous côtés alentour ; qui attire les regards de tous côtés, qui est en vue, notable, célèbre	Regardé de tous les côtés	Sah von allen Seiten an	43	404
22032	ἀπήμων	a)ph/mwn	unharmed, unhurt	ἀπήμων [des : ων, ον, gens : ονος ]	non endommagé, sain et sauf ; sans souci, sans inquiétude ; inoffensif ; favorable, propice	indemne, indemne	unversehrt, unverletzt	41	404
107747	τοιγάρ	toiga/r	so then, wherefore, therefore, accordingly	τοιγάρ	c'est pourquoi, ainsi, eh ! bien donc	donc donc, par conséquent, par conséquent, en conséquence	also also deshalb entsprechend	296	405
18927	ἀνιάω	a)nia/w	to grieve, distress	ἀνιάω	chagriner ; être un sujet de chagrin pour ; importuner, ennuyer	pleurer, détresse	trauern, quälen	124	405
44765	ἐντείνω	e)ntei/nw	to stretch	ἐντείνω [tr. intr. ]	se tendre	étirer	Strecken	72	405
53049	φειδώ	feidw/	a sparing	φειδώ [gens : όος-οῦς (ἡ) ]	ménagement, modération, mesure ; économie, parcimonie	un épargnant	eine Schonung	53	405
107748	τοιόσδε	toio/sde	of such a kind/quality	τοιόσδε [des : τοιάδε, τοιόνδε, ]	tel que voici, tel	d'une telle nature / qualité	von solcher Art / Qualität	1461	406
11692	ἄπρακτος	a)/praktos	doing nothing, ineffectual, unprofitable	ἄπρακτος [des : ος, ον ]	qui ne fait rien, qui n'arrive à rien, vain ; qui n'agit pas, inactif, inerte ; non fait, qui reste à faire ; qu'on ne peut faire, impraticable, impossible ; contre quoi il n'y a rien à faire, irrémédiable, incurable	ne rien faire, inefficace, non rentable	nichts tun, ineffektiv, unrentabel	156	406
99489	σόφισμα	so/fisma	any skilful act, the skilful dressing of food	σόφισμα [gens : ατος (τὸ) ]	habileté, adresse ; invention ingénieuse, expédient ; sophisme	tout acte habile, l'habillage habile de la nourriture	jede geschickte Handlung, das geschickte Ankleiden von Lebensmitteln	83	406
2454	Ἐρατοσθένης	*)eratosqe/nhs	Eratosthenes	Ἐρατοσθένης [gens : ου (ὁ) ]	Ératosthénès (Ératosthène)	Ératosthène	Eratosthenes	65	406
28226	αὐχμός	au)xmo/s	drought	αὐχμός [gens : οῦ (ὁ) ]	desséchement produit par la chaleur, sécheresse ; poussière ou crasse provenant de la sécheresse, saleté	sécheresse	Dürre	50	406
* 107749	τοιοῦτος	toiou=tos	such, such as this	τοιοῦτος [des : τοιαύτη, τοιοῦτο τοιοῦτον, adv. ]@ὁ τοιοῦτος (in τοιοῦτος) [des : τοιαύτη, τοιοῦτο τοιοῦτον, adv. ]	moi aussi je suis de cet avis@celui qui est ainsi fait, qui a de tels sentiments	tels, comme celui-ci	so, so	9549	407
31314	δίδωμι	di/dwmi	give, grant	δίδωμι [tr. intr. ]	se donner, s'abandonner, se livrer	donner, accorder	geben, gewähren	7857	407
26174	ἀσκέω	a)ske/w	to work curiously, form by art, fashion	ἀσκέω [tr. intr. ]	travailler des matériaux bruts, façonner ; assouplir par l'exercice, exercer ; s'exercer à faire qqe ch. ; s'habituer aux exercices gymnastiques	travailler avec curiosité, forme par art, mode	neugierig arbeiten, Form durch Kunst, Mode	336	407
50988	εὔπορος	eu)/poros	easy to pass	εὔπορος [des : ος, ον intr. ]	d'un passage facile, facile à passer (mer, route, etc.) ; facile à aborder, à obtenir ; qui passe facilement ; qui dispose de ressources faciles ou abondantes ; plein de ressources, ingénieux, inventif	Facile à transmettre	Leicht zu passieren	238	407
58425	ἰσχύς	i)sxu/s	strength, might, power	ἰσχύς [gens : ύος (ἡ) ]	force	force, puissance, puissance	Stärke, Macht, Macht	500	650
913	Ἴσχυς	*)/isxus		Ἴσχυς [gens : υος (ὁ) ]	Iskhys, (h.)	Iskhys, (h.)		6	913
58450	ἰταλός	i)talo/s	Italian	ἰταλός > ταῦρος [gens : οῦ (ὁ) ]	taureau ; le périnée	italien	Italienisch	3	675
* 2818	Ἰταλός	*)italo/s	Italian	2 Ἰταλός [des : ή, όν ]@1 Ἰταλός [gens : οῦ (ὁ) ]	Italien, italique@Halos	italien	Italienisch	87	770
58471	ἰώ	i)w/	oh!	ἰώ [interj. ]	hélas! malheureuse que je suis !	Oh!	Oh!	365	696
2828	Ἰώ	*)iw/	Io	Ἰώ [gens : Ἰοῦς (ἡ) ]	Iô	Io	Io	34	780
