111951	ὑπόκρισις	u(po/krisis	a reply, answer; performance	ὑπόκρισις [gens : εως (ἡ) adv. ]	réponse ; action de jouer un rôle, une pièce	une réponse, réponse; performance	eine Antwort, Antwort; Performance	55	478
104741	συνδιώκω	sundiw/kw	chase away together	συνδιώκω	poursuivre avec ou ensemble ; poursuivre en justice avec ou ensemble	Chasser ensemble	Verjagen zusammen	42	478
55171	γαμέω	game/w	marry	γαμέω [tr. intr. ]	se marier ; donner pour femme ; se marier ; marier sa fille, donner sa fille pour femme	marier	heiraten	685	479
66494	κρύπτω	kru/ptw	hide, cover over	κρύπτω [tr. intr. ]	se cacher, demeurer caché	cacher, couvrir	verstecken, abdecken	438	479
53123	φεῦ	feu=	alas	φεῦ [interj. ]	hélas ! ; cri d'étonnement ou d'admiration, oh ! ah !	Hélas	Ach	238	479
25215	ἀθλητής	a)qlhth/s	a prizefighter	ἀθλητής [gens : οῦ (ὁ) ]	lutteur, athlète ; homme exercé à, qui a l'expérience de	un lauréat	ein Preiskämpfer	156	479
17975	ἀναθαρσέω	a)naqarse/w	regain courage	ἀναθαρσέω > ἀναθαρρέω	reprendre courage	reprendre courage	Erlange Mut	57	479
11765	ἄρδω	a)/rdw	to water	ἄρδω	arroser	arroser	Gießen	46	479
59279	καλέω	kale/w	call	καλέω	appeler ; appeler d'un nom	appel	Anruf	5949	480
10727	ἁμάρτημα	a(ma/rthma	failure, fault, bodily defect	ἁμάρτημα [gens : ατος (τὸ) ]	erreur, faute ; infirmité, maladie	échec, faute, défaut corporel	Versagen, Fehler, körperlicher Defekt	329	480
19002	ἀνόμοιος	a)no/moios	unlike	ἀνόμοιος [des : ος, ον, ]	dissemblable, différent de	contrairement à	nicht wie	183	480
103717	συλλογισμός	sullogismo/s	computation	συλλογισμός [gens : οῦ (ὁ) ]	calcul, compte ; raisonnement, conclusion déduite de prémisses	calcul	Berechnung	122	480
47961	ἐπικουρία	e)pikouri/a	aid	ἐπικουρία [gens : ας (ἡ) ]	secours, assistance ; troupe de secours, de renfort	aide	Hilfe	121	480
50019	εἴθε	ei)/qe	introduce optative	εἴθε [pron. ]	plaise ou plût aux dieux que !	introduire optative	Optativ einführen	105	480
41720	ἐκτέμνω	e)kte/mnw	to cut out	ἐκτέμνω	extraire par incision ; retrancher en coupant, couper, amputer	à découper	Ausschneiden	63	480
55172	γαμετή	gameth/	a married woman, wife	γαμετή [gens : ῆς (ἡ) ]	femme légitime, épouse	une femme mariée, une femme	eine verheiratete Frau, Frau	50	480
30355	δάπεδον	da/pedon	any level surface: the floor of a chamber	δάπεδον [gens : ου (τὸ) ]	sol ferme	n'importe quelle surface plane: le plancher d'une chambre	Jede ebene Fläche: der Boden einer Kammer	45	480
26248	ἀσπίς	a)spi/s	shield, round shield	ἀσπίς [gens : ίδος (ἡ) ]	bouclier petit bouclier rond	bouclier, bouclier rond	Schild, runder Schild	559	481
67253	κῶμος	kw=mos	a village festival: a revel, carousal, merry-making	κῶμος [gens : ου ]	fête dorienne avec chants et danses en l'honneur de Dionysos ; festin, banquet, fête	une fête de village: une fête, un carousal, un joyeux	ein Dorffest: ein Fest, Karussell, Fröhlichkeit	70	214
6086	Κῶμος	*kw=mos	revel	Κῶμος [gens : ου (ὁ) ]	Kômos (Comus)	se délecter	Schwelgen	3	966
67256	κῶος	kw=os	caves	κῶος [gens : ου (ὁ) ]	(οἱ κῶοι) gîte d'un animal	Grottes	Höhlen	3	217
6090	Κῷος	*kw=|os	of, from the island	Κῷος > Κώϊος [des : α, ον, ]	de Cos	de, de l'île	von der Insel	61	970
? 6087	Κῶος	*kw=os	caves	κῶος [gens : ου (ὁ) ]@Κῷος > Κώϊος [des : α, ον, ]	(οἱ κῶοι) gîte d'un animal@de Cos	Grottes	Höhlen	3	967
67549	λαέρτης	lae/rths	ant	λαέρτης [gens : ου (ὁ) ]	fourmi ; guêpe	fourmi	Ameise	3	508
6152	Λαέρτης	*lae/rths	Laertes, son of Arcīsius, and father of Odysseus, king in Ithaca	Λαέρτης [gens : ου (ὁ) ]	Laërte	Laertes, fils d'Arcīsius et père d'Ulysse, roi d'Ithaque	Laertes, Sohn von Arcīsius und Vater von Odysseus, König in Ithaka	59	8
