85422	πηδάω	phda/w	to leap, spring, bound	πηδάω	bondir, s'élancer	sauter, printemps, lié	springen, springen, gefesselt	62	803
83331	περί	peri/	about, concerning; near	περί [adv. ]	autour de ; pour	sur, concernant; près	über, betreffend; in der Nähe von	26278	804
63740	κεῖμαι	kei=mai	lie, be laid down; lie sick	κεῖμαι	être étendu, immobile, au repos ; être étendu blessé, mourant ; être étendu mort ; être abandonné, délaissé ; être inoccupé, inactif, inerte ; être dans le malheur, l'abattement ou le désespoir ; se trouver dans ; être couché, étendu, disposé horizontalement ; être déposé, déposer ; être au repos ; être situé, être placé, se trouver, être situé ; être déposé ; résider ; être institué, établi ; se trouver dans tel ou tel état	mentez, soyez couché; mentir malade	lüge, sei niedergelegt; krank liegen	2127	804
* 1828	Ἀργεῖος	*)argei=os	Argive, of or from Argos (Greece)	1 Ἀργεῖος [des : α, ον, ]@2 Ἀργεῖος [gens : ου (ὁ) ]	d'Argos, Argien, habitant d'Argos ou de l'Argolide@Argeios, (h.)	Argive, de ou de Argos (Grèce)	Argive von oder aus Argos (Griechenland)	1428	804
36872	ἑκατόν	e(kato/n	a hundred, very many	ἑκατόν	cent ; cent	cent, très nombreux	hundert, sehr viele	1017	804
74046	μῶν	mw=n	used like μή, in questions to which a negative answer is expected, but surely not? is it so?	μῶν	est-ce que ?	utilisé comme μή, dans des questions auxquelles une réponse négative est attendue, mais sûrement pas? en est-il ainsi?	verwendet wie μή, bei Fragen, auf die eine negative Antwort erwartet wird, aber sicher nicht? ist es so?	178	804
27596	αἰώνιος	ai)w/nios	lasting for an age	αἰώνιος [des : ος, ον ]	éternel ; perpétuel ; séculaire	Durant un âge	Dauer für ein Alter	108	804
24516	ἀπορρίπτω	a)porri/ptw	to throw away, put away	ἀπορρίπτω	jeter loin de soi	jeter, ranger	wegwerfen, weglegen	85	804
79198	πάχος	pa/xos	thickness	πάχος [gens : εος-ους (τὸ) ]	épaisseur ; embonpoint ; consistance d'un liquide	épaisseur	Dicke	80	804
103002	σύνεδρος	su/nedros	sitting with in council	σύνεδρος [des : ος, ον ]	qui siège ensemble, pour délibérer ; uni l'un à l'autre	Assis avec le conseil	Sitzend im rat	57	804
98864	σκηνή	skhnh/	tent	σκηνή [gens : ῆς (ἡ) ]	toute baraque ou construction légère pour servir d'abri ; toute construction servant de couverture	tente	Zelt	461	805
82306	παρίημι	pari/hmi	to pass over, skip over; neglect	παρίημι	laisser aller	passer, sauter; négligence	übergehen, überspringen; vernachlässigen	361	805
76111	ὁπλίζω	o(pli/zw	to equip, make ready; to arm	ὁπλίζω [tr. intr. ]	appareiller, mettre en état	équiper, préparer; armer	ausrüsten, fertig machen; bewaffnen	279	805
55497	γεύω	geu/w	to give a taste of	γεύω	faire goûter à	donner un avant-goût de	einen Vorgeschmack geben	182	805
75079	νόμισμα	no/misma	anything sanctioned by usage, a custom, institution	νόμισμα [gens : ατος (τὸ) ]	tout ce qui est établi par l'usage ; mesure	tout ce qui est sanctionné par l'usage, une coutume, une institution	alles, was durch Nutzung sanktioniert wird, eine Gewohnheit, eine Institution	177	805
86456	πότμος	po/tmos	that which befalls one, one's lot, destiny	πότμος [gens : ου (ὁ) ]	⏑⏑] ce qui tombe au sort	ce qui nous appartient, notre sort, notre destin	das, was einem, seinem Los, seinem Schicksal widerfährt	110	805
* 103003	σύνεγγυς	su/neggus	near	σύνεγγυς [adv. ]@τὸ σύνεγγυς (in σύνεγγυς) [adv. ]	tout proche, tout près de ; tout à fait proche@le voisinage	près	in der Nähe von	88	805
7976	Πενθεύς	*penqeu/s		Πενθεύς [gens : έως (ὁ) ]	Penthée	Penthée		52	805
? 1829	Ἀργειφόντης	*)argeifo/nths	slayer of Argus	Ἀργεϊφόντης [gens : ου (ὁ) ]	ép. d’Hermès, « le messager rapide »	Tueur d'Argus	Mörder von Argus	49	805
100244	στενός	steno/s	narrow; (pl.) narrows; straits; mountain pass	στενός [des : ή, όν, subst. ]	étroit, resserré	étroit; (pl.) se rétrécit; détroits; col de montagne	eng; (pl.) verengt sich; Meerenge; Bergpass	447	135
100098	στένος	ste/nos	narrow	στένος [gens : εος-ους (τὸ) ]	anxiété, détresse	étroit	eng	3	1015
100694	στρατιά	stratia/	army	στρατιά [gens : ᾶς (ἡ) ]	armée, troupe militaire ; expédition militaire ; service militaire	armée	Armee	1557	585
? 100691	στρατία	strati/a	army	στρατιά [gens : ᾶς (ἡ) ]@Στρατία [gens : ης (ἡ) ]	armée, troupe militaire ; expédition militaire ; service militaire@Stratiè, (v.)	armée	Heer	3	582
100702	στρατός	strato/s	encamped army, host	στρατός [gens : οῦ (ὁ) ]	armée ; troupe, foule	armée campée, hôte	Lagerarmee, Gastgeber	1646	593
* 9497	Στράτος	*stra/tos		2 Στράτος [gens : ου (ὁ) ]@1 Στράτος [gens : ου (ὁ ou ἡ)]	Stratos@Stratos (auj. ruines près du village moderne de Strátos, non loin de Lepenoú) (v.)			23	278
