6122	Λάκων	*la/kwn	a Laconian	Λάκων [gens : ωνος subst. adj. m. ]	de Lacédémone, lacédémonien ; Lakôn (le laconien)	Un laconien	Ein Lakonier	139	1002
94953	πυρόω	puro/w	to burn with fire, burn up	πυρόω	mettre en feu, brûler	brûler avec le feu, brûler	mit Feuer brennen, verbrennen	65	1002
75276	νύσσω	nu/ssw	to touch with a sharp point, to prick, spur, pierce	νύσσω	piquer, frapper ; frapper, heurter	toucher avec une pointe acérée, piquer, éperonner, percer	mit einer scharfen Spitze berühren, stechen, spornen, durchbohren	48	1002
73220	μονή	monh/	abiding	μονή [gens : ῆς (ἡ) ]	action de s'arrêter, halte, séjour, action de s'arrêter ; lieu où l'on réside : auberge, hôtellerie, lieu où l'on réside	Respectueux	Bleibend	46	1002
92903	προσαγορεύω	prosagoreu/w	address, greet, accost	προσαγορεύω	adresser la parole à	adresse, salut, accost	Adresse, Gruß, Ansprache	1121	1003
49518	ἐρημία	e)rhmi/a	a solitude, desert, wilderness	ἐρημία [gens : ας (ἡ) ]	lieu solitaire, désert ; état d'une personne qui vit seule, solitude, isolement ; désolation, dévastation ; vide, absence ou privation de	une solitude, désert, désert	eine Einsamkeit, Wüste, Wildnis	213	1003
54671	φύλλον	fu/llon	a leaf	φύλλον [gens : ου (τὸ) ]	feuille ; semence du aplatie comme une feuille	une feuille	ein Blatt	128	1003
11253	ἄκος	a)/kos	a cure, relief, remedy for	ἄκος [gens : εος-ους (τὸ) ]	remède	un remède, un soulagement, un remède pour	eine Heilung, Erleichterung, Abhilfe für	92	1003
37071	ἑνδέκατος	e(nde/katos	eleventh	ἑνδέκατος [des : η, ον ]	onzième	onzième	elfte	83	1003
76311	ὄκνος	o)/knos	shrinking, hesitation, unreadiness, sluggishness	ὄκνος [gens : ου (ὁ) ]	lenteur ; butor	rétrécissement, hésitation, manque de préparation, lenteur	Schrumpfen, Zögern, Unbereitschaft, Trägheit	72	1003
67018	κυνέη	kune/h	a dog skin; cap, helmet	κυνέη [gens : έης-ῆς (ἡ) ]	peau de chien	une peau de chien; casquette, casque	eine Hundehaut; Mütze, Helm	65	1003
* 45363	ἐπέκεινα	e)pe/keina	on yonder side	ἐπέκεινα [adv. prép. ]@τὰ ἐπέκεινα (in ἐπέκεινα) [adv. prép. ]@τὸ ἐπέκεινα (in ἐπέκεινα) [adv. prép. ]	au delà@la région au delà de@la région au delà de	De là côté	Auf der Seite	52	1003
70111	μαθητής	maqhth/s	a learner, pupil	μαθητής [gens : οῦ (ὁ) ]	disciple ; qui apprend, étudiant	un apprenant, un élève	ein Lernender, Schüler	508	1004
24716	ἀποστρέφω	a)postre/fw	turn back, avert	ἀποστρέφω [tr. intr. ]	tourner en sens contraire, retourner ; faire se retourner ; faire revenir, rappeler ; détourner (un danger, une guerre, etc.) ; se détourner ; retourner sur ses pas, se retirer ; se détourner, faire volte-face, s'enfuir ; se détourner avec horreur ou dégoût de	faire demi-tour, éviter	umkehren, abwenden	185	1004
100087	στέγη	ste/gh	a roof; a chamber	στέγη [gens : ης (ἡ) ]	toit ; tout édifice couvert	un toit; une chambre	ein Dach; eine Kammer	133	1004
95987	θηράω	qhra/w	to hunt	θηράω	chasser ; poursuivre, rechercher avec ardeur (la royauté, la fortune, etc.)	chasser	jagen	130	1004
44334	ἐνεργός	e)nergo/s	at work	ἐνεργός [des : ός, όν, ]	qui est au travail, en action	au travail	auf Arbeit	129	1004
6124	Λάμαχος	*la/maxos	sapula	Λάμαχος [gens : ου (ὁ) ]	Lamakhos	Sapula	Sapula	55	1004
67019	κυνέω	kune/w	to kiss	κυνέω	baiser, embrasser ; adorer	embrasser	küssen	51	1004
5101	Κάριος	*ka/rios	Carian, (fem. noun) Caria	Κάριος [gens : ου (ὁ) ]	le Carien	Carian, (nom féminin) Caria	Carian, Caria	116	1005
33995	διαψεύδω	diayeu/dw	deceive	διαψεύδω	tromper	tromper	täuschen	77	1005
57752	ἴς	i)/s	sinew, tendon	ἴς [gens : ἰνός (ἡ) ]	muscle, nerf ; force, vigueur, véhémence	tendon, tendon	Sehne, Sehne	71	1005
25746	ἀρρωστία	a)rrwsti/a	weakness	ἀρρωστία [gens : ας (ἡ) ]	faiblesse, maladie, mauvaise santé habituelle, faiblesse de constitution ; épuisement, abattement ; infirmité morale ; incapacité, impuissance	la faiblesse	die Schwäche	63	1005
42250	ἐμφαίνω	e)mfai/nw	exhibit	ἐμφαίνω	il paraît clairement, il est évident	exposition	Ausstellungsstück	116	1006
86657	ποιότης	poio/ths	quality	ποιότης [gens : ητος (ἡ) ]	qualité	qualité	Qualität	91	1006
