63028	κατατρέχω	katatre/xw	run down	κατατρέχω	courir de haut en bas, descendre en courant ; courir contre, faire des incursions contre ou à travers	fatigué	heruntergewirtschaftet	122	94
62004	καταδικάζω	katadika/zw	to give judgment against	καταδικάζω	prononcer un jugement contre, condamner ; déclarer par un jugement	porter un jugement contre	ein Urteil gegen	109	94
72307	μήποτε	mh/pote	never, not ever	μήποτε > μή	marque la négation absolument ; s'emploie comme simple négation, comme particule au sens final, comme particule d'interrogation	jamais, jamais	niemals, niemals	202	95
4191	Εἰλείθυια	*ei)lei/quia	Ilithyia, goddes of child birth	Εἰλείθυια [gens : ας (ἡ) ]	Eileithyia	Ilithyia, déesse de la naissance de l'enfant	Ilithyia, Göttinnen der Geburt eines Kindes	69	95
37187	ἑπτακισχίλιοι	e(ptakisxi/lioi	seven thousand	ἑπτακισχίλιοι [des : αι, α ]	sept mille	sept mille	siebentausend	51	95
63029	κατατρίβω	katatri/bw	rub down	κατατρίϐω	user par le frottement (des vêtements) ; user, épuiser, être usé, épuisé (de fatigue, de travail, etc.) ; passer sa vie ; dépenser ou perdre son temps	bouchonner	abreiben	42	95
65084	κόλπος	ko/lpos	womb, bay	κόλπος [gens : ου (ὁ) ]	sein ; pli	ventre, baie	Mutterleib, Bucht	511	96
37188	ἑπτακόσιοι	e(ptako/sioi	seven hundred	ἑπτακόσιοι [des : αι, α ]	sept cents	sept cent	siebenhundert	117	96
94045	προτάσσω	prota/ssw	place	προτάσσω [tr. intr. ]	se placer devant, protéger	endroit	Ort	43	96
95075	πωλέω	pwle/w	sell	πωλέω	tourner et retourner, négocier, trafiquer	vendre	verkaufen	278	97
72309	μήπω	mh/pw	not yet	μήπω > μή	marque la négation absolument ; s'emploie comme simple négation, comme particule au sens final, comme particule d'interrogation	pas encore	noch nicht	189	97
47576	ἐπιδικάζω	e)pidika/zw	adjudge property in dispute to (one, of the judge)	ἐπιδικάζω	adjuger un bien en litige	adjuger les biens en litige à (un, du juge)	streitiges Eigentum beurteilen (einer des Richters)	69	97
62007	καταδιώκω	katadiw/kw	follow hard upon	καταδιώκω	poursuivre	Suivre dur	Hart folgen	61	97
21721	ἀπαρχή	a)parxh/	the beginning of a sacrifice, the primal offering	ἀπαρχή [gens : ῆς (ἡ) ]	offrande par laquelle on commençait un sacrifice ; offrande des prémices ; prémices, les premiers fruits	le début d'un sacrifice, l'offrande première	der Beginn eines Opfers, das Uropfer	56	97
106416	ταπεινός	tapeino/s	low	ταπεινός [des : ή, όν ]	bas, peu élevé	faible	niedrig	259	98
3170	Αἰγινήτης	*ai)ginh/ths	an Aeginetan	Αἰγινήτης [gens : ου (ὁ) ]	Éginète, habitant ou originaire d'Égine	Un égyptien	Ein Aeginetan	219	98
76430	ὄσσε	o)/sse	the (two) eyes	ὄσσε	les deux yeux.	les (deux) yeux	die (zwei) Augen	117	98
66113	κραταιός	krataio/s	strong, mighty, resistless	κραταιός [des : ά, όν ]	fort, robuste, puissant	fort, puissant, résistant	stark, mächtig, widerstandslos	43	98
25271	ἀρά	a)ra/	a prayer, imprecation, curse	ἀρά [gens : ᾶς (ἡ) ]	prière ; imprécation, malédiction ; l'effet d'une malédiction, perte, ruine	une prière, une imprécation, une malédiction	ein Gebet, Verwünschung, Fluch	149	535
12106	ἆρα	a)=ra	[introduces a question]	ἆρα	est-ce donc que ? est-ce donc ? ; donc	[introduit une question]	[stellt eine Frage vor]	1513	812
11751	ἄρα	a)/ra	well then, really	ἄρα	puis, alors, et ; par suite, ainsi donc, donc ; puisque, à savoir, c'est-à-dire, en effet	eh bien, vraiment	Na dann wirklich	9033	465
25293	ἀραιός	a)raio/s	thin, narrow, slight, slender	ἀραιός [des : ά, όν ]	mince	mince, étroit, léger, mince	dünn, schmal, leicht, schlank	44	556
25290	ἀραῖος	a)rai=os	prayed to or entreated	ἀραῖος [des : α, ον ]	qui maudit ou qui est une cause de malédiction, funeste à	prié ou supplié	betete oder flehte	24	553
25307	ἀρατός	a)rato/s	accursed, unblest	ἀρατός [des : ή, όν ]	qu'on doit maudire, maudit	maudit, impudique	verflucht, unblest	3	570
746	Ἄρατος	*)/aratos	the Prayed-for (pr. nn.)	Ἄρατος [gens : ου (ὁ) ]	Aratos (Aratus)	le prié (pr. nn.)	das Gebete (pr. nn.)	176	746
