54708	φῦσα	fu=sa	a pair of bellows, bellows	2 φῦσα [gens : ης (ἡ) ]	soufflet de forge ; souffle ; bulle d'air, vésicule ; poisson du Nil	une paire de soufflets, soufflets	ein Paar Bälge, Bälge	46	16
59839	καθικνέομαι	kaqikne/omai	to come down to	καθικνέομαι	atteindre, toucher ; parvenir à	descendre	zu kommen	44	16
76349	ὄνειδος	o)/neidos	reproach, blame	ὄνειδος [gens : εος-ους (τὸ) ]	reproche, blâme ; sujet de honte, honte, déshonneur	reproche, blâme	Vorwurf, Schuld	257	17
66032	κράς	kra/s	the head	κράς [(ὁ) ]	tête	la tête	der Kopf	146	17
52657	εὐχαριστέω	eu)xariste/w	to be thankful, return thanks	εὐχαριστέω	être reconnaissant ; rendre grâces, témoigner sa reconnaissance	être reconnaissant, merci de retourner	um dankbar zu sein, danke zurück	93	17
38149	ἔπαλξις	e)/palcis	a means of defence	ἔπαλξις [gens : εως (ἡ) ]	sorte de mantelet ou de créneau sur une muraille ou sur une maison ; rempart, défense	un moyen de défense	ein Mittel zur Verteidigung	85	17
50596	εἰσακούω	ei)sakou/w	to hearken	εἰσακούω	tendre l'oreille vers, prêter l'oreille ; entendre dans, pénétrer (dans une maison) de manière à être entendu	écouter	zu hören	80	17
86692	πολεμίζω	polemi/zw	to wage war, make war, fight	πολεμίζω [tr. intr. ]	faire la guerre, guerroyer ; attaquer par une guerre	faire la guerre, faire la guerre, se battre	Krieg führen, Krieg führen, kämpfen	72	17
47496	ἐπιδέχομαι	e)pide/xomai	admit besides or in addition	ἐπιδέχομαι	recevoir en outre ; se charger de, prendre sur soi (une entreprise, une dépense) ; admettre (une accusation, une excuse, etc.) ; admettre, comporter, impliquer	admettre d'ailleurs ou en plus	neben oder zusätzlich zugeben	57	17
42285	ἐμφράσσω	e)mfra/ssw	bar a passage	ἐμφράσσω	introduire pour boucher ; boucher, obstruer ; introduire pour boucher ; boucher (une ouverture)	Barrer un passage	Bar eine Passage	48	17
* 58817	καί	kai/	and	καί [adv. ]@adv. καί (in καί) [adv. ]	aussi, même@> ἄν ; et en effet ; et certes ; et... aussi, et... de plus ; et déjà, et voilà que ; même si, quand même, quand bien même ; et en outre ; et certes, et en vérité ; et alors en ce moment même ; > καίπερ ; et donc, et alors ; et même ; > καίτοι	et	und	270349	18
78399	οἰκία	oi)ki/a	house, dwelling; household	οἰκία [gens : ας (ἡ) ]	maison	maison, habitation; Ménage	Haus, Wohnung; Haushalt	1538	18
86693	πολεμικός	polemiko/s	of or for war	πολεμικός [des : ή, όν subst. ]	qui concerne la guerre, de guerre ; qui préside à la guerre ; qui convient à la guerre, propre à la guerre	de ou pour la guerre	von oder für den Krieg	458	18
34032	διδάσκαλος	dida/skalos	teacher, master	διδάσκαλος [gens : ου (ὁ, ἡ) ]	celui ou celle qui enseigne ; maître, précepteur ; celui qui dirige les répétitions d'un chœur, d'une pièce, l'auteur lui-même, poète dramatique	professeur, maître	Lehrer, Meister	384	18
23727	ἀποδημία	a)podhmi/a	going	ἀποδημία [gens : ας (ἡ) ]	action de s'éloigner ou d'être éloigné de son pays, voyage à l'étranger	Aller	gehen	84	18
34033	διδάσκω	dida/skw	teach, instruct	διδάσκω [tr. ]	s'instruire ou apprendre pour soi	enseigner, instruire	lehren, unterweisen	1384	19
103254	συγγένεια	sugge/neia	sameness of descent	συγγένεια [gens : ας (ἡ) ]	parenté ; parenté, ensemble des parents, famille ; classe, genre, espèce	similitude de descendance	Gleichheit der Abstammung	237	19
2067	Ἀρχίδαμος	*)arxi/damos		Ἀρχίδαμος [gens : ου (ὁ) ]	Arkhidamos	Arkhidamos		130	19
9238	Σιμωνίδης	*simwni/dhs	Simonides	Σιμωνίδης [gens : ου (ὁ) ]	Simônidès (Simonide)	Simonides	Simonides	122	19
11110	ἄγγελος	a)/ggelos	messenger	ἄγγελος [gens : ου (ὁ, ἡ) ]	qui apporte une nouvelle ; message, nouvelle	Messager	Bote	595	861
623	Ἄγγελος	*)/aggelos		Ἄγγελος [gens : ου (ὁ) ]	Angélos, (h.)	Angélos, (h.)		3	623
13270	ἀγήνωρ	a)gh/nwr	manly, courageous, heroic	ἀγήνωρ [gens : ορος adj. m. ]	viril, courageux, brave, héroïque ; fier, arrogant ; magnifique, splendide	viril, courageux, héroïque	männlich, mutig, heldenhaft	58	949
1136	Ἀγήνωρ	*)agh/nwr	Agenor	Ἀγήνωρ [gens : ορος (ὁ) ]	Agènôr (Agénor) (h.)	Agenor	Agenor	56	112
13281	ἀγησίλαος	a)ghsi/laos	leader of the people	ἀγησίλαος [gens : ου (ὁ)]	conducteur du peuple	Chef des gens	Führer der Menschen	3	960
1145	Ἀγησίλαος	*)aghsi/laos	Agesilas, Spartan king	Ἀγησίλαος [gens : ου (ὁ) ]	Agésilas	Agesilas, roi spartiate	Agesilas, spartanischer König	381	121
