67936	λέκτρον	le/ktron	couch	λέκτρον [gens : ου (τὸ) ]	lit, couche ; fruit d'un mariage	canapé	Couch	126	890
64854	κλοπή	kloph/	theft	κλοπή [gens : ῆς (ἡ) ]	vol, larcin ; toute action furtive ou clandestine	vol	Diebstahl	89	890
81367	παραίνεσις	parai/nesis	an exhortation, address	παραίνεσις [gens : εως (ἡ) ]	exhortation, encouragement ; avis, conseil	une exhortation, adresse	eine Ermahnung, Adresse	58	890
7035	Μητρόδωρος	*mhtro/dwros		Μητρόδωρος [gens : ου (ὁ) ]	Mètrodôros, (h.)	Mètrodôros, (h.)		42	890
76197	ὁρίζω	o(ri/zw	divide, separate from	ὁρίζω [tr. intr. ]	limiter, borner ; confiner à	diviser, séparé de	teilen, trennen von	580	891
106183	τάφρος	ta/fros	a ditch, trench	τάφρος [gens : ου (ἡ) ]	fosse, fossé	un fossé, une tranchée	ein Graben, Graben	285	891
96900	ῥεῦμα	r(eu=ma	that which flows, a flow, stream, current	ῥεῦμα [gens : ατος (τὸ) ]	écoulement, flux	ce qui coule, un flux, un ruisseau, un courant	das, was fließt, ein Fluss, Strom, Strom	265	891
1915	Ἀριστείδης	*)aristei/dhs		Ἀριστείδης [gens : ου (ὁ) ]	Aristéidès (Aristide)	Aristéidès (Aristide)		172	891
? 10110	Τυδεΐδης	*tudei/+dhs	son of Tydeus	Τυδείδης [gens : ου (ὁ) ]@ὁ Τυδείδης (in ὁ) [des : ἡ, τό subst. adv. ]	le fils de Tydée (Diomède)@ce fils de Tydée si connu	fils de Tydeus	Sohn von Tydeus	71	891
30772	δειμαίνω	deimai/nw	to be afraid, in a fright	δειμαίνω [intr. ]	s'effrayer, être effrayé, craindre ; effrayer, être effrayé, s'effrayer, craindre	avoir peur, avoir peur	Angst haben, erschrocken	58	891
86542	ποίμνη	poi/mnh	a flock	ποίμνη [gens : ης (ἡ) ]	troupeau paissant ; tête de bétail	un troupeau	eine Flocke	55	891
891	Ἴναχος	*)/inaxos	Inachus	Ἴναχος [gens : ου (ὁ) ]	Inakhos	Inachus	Inachus	44	891
49407	ἐρείδω	e)rei/dw	cause to lean, prop	ἐρείδω [tr. intr. ]	appuyer	faire pencher, étayer	Ursache zu lehnen, Stütze	162	892
55584	γηθέω	ghqe/w	to rejoice	γηθέω	se réjouir	se réjouir	sich freuen	108	892
10111	Τυδεύς	*tudeu/s	Tydeus, son of Oeneus, king of Calydon in Aetolia	Τυδεύς [gens : έως (ὁ) ]	Tydée	Tydeus, fils d'Oeneus, roi de Calydon en Étolie	Tydeus, Sohn von Oeneus, König von Calydon in Ätholien	99	892
33882	διατηρέω	diathre/w	watch closely	διατηρέω	conserver avec soin ou jusqu'au bout ; observer avec soin, surveiller	Regarder attentivement	genau beobachten	86	892
38000	ἔνδικος	e)/ndikos	according to right, right, just, legitimate	ἔνδικος [des : ος, ον ]	conforme à la justice	selon droit, droit, juste, légitime	nach richtig, richtig, gerecht, legitim	79	892
47343	ἐπίτιμος	e)pi/timos	in possession of his rights and franchises	ἐπίτιμος [des : ος, ον ]	honoré, qui jouit de tous ses droits et privilèges	En possession de ses droits et franchises	Im Besitz seiner Rechte und Franchise	40	892
108235	τριάς	tria/s	the number three	τριάς [gens : άδος (ἡ) ]	le nombre trois, groupe de trois ; le troisième jour ; la Trinité	Le numéro trois	Die Nummer drei	48	893
86544	ποίμνιον	poi/mnion	a flock	ποίμνιον [gens : ου (τὸ) ]	petit troupeau paissant ou troupeau de petit bétail paissant, troupeau de moutons ; tête de bétail	un troupeau	eine Flocke	45	893
72082	μετατίθημι	metati/qhmi	to place among	μετατίθημι [tr. intr. ]	placer entre ou auprès, apporter ; changer de place ; changer	placer parmi	unter zu platzieren	240	894
27690	αὐδάω	au)da/w	speak	αὐδάω [adv. ]	dire à haute voix, parler avec force	parler	sprechen	210	894
62804	καταρτίζω	katarti/zw	adjust	καταρτίζω	mettre en ordre ; remettre en ordre, en état, restaurer (un État, un peuple, les affaires, etc.)	régler	einstellen	51	894
97927	σφάγιον	sfa/gion	a victim, offering	σφάγιον [gens : ου (τὸ) ]	victime pour un sacrifice ; sacrifice	une victime, offrant	ein Opfer, das anbietet	46	894
34909	δόλος	do/los	trick	δόλος [gens : ου (ὁ) adv. ]	amorce	tour	Trick	241	895
