38173	ἔποικος	e)/poikos	one who has settled among strangers, a settler, alien	ἔποικος [des : ος, ον ]	qui habite auprès, voisin ; qui vient s'établir dans un pays	celui qui s'est installé parmi des étrangers, un colon, un étranger	einer, der sich unter Fremden niedergelassen hat, ein Siedler, ein Außerirdischer	52	39
100147	στεφανόω	stefano/w	surround, crown	στεφανόω	conduire autour, diriger en cercle ; couronner ; se répandre ou se déployer autour ; couronner ; se couronner	entourer, couronne	umgeben, Krone	347	40
6184	Λακωνικός	*lakwniko/s	Laconian	Λακωνικός [des : ή, όν subst. ]	de Laconie ; de Lacédémonien ou de Lacédémone	Laconien	Laconian	275	40
2088	Ἀσδρούβας	*)asdrou/bas		Ἀσδρούϐας [(ὁ) ]	Asdrubal	Asdrubal		205	40
91937	προδοσία	prodosi/a	abandonment in need	προδοσία [gens : ας (ἡ) ]	trahison	Abandon dans le besoin	Aufgeben in Not	184	40
103275	συγγιγνώσκω	suggignw/skw	pardon (+dat.)	συγγιγνώσκω	être du même avis ; avoir conscience de ; pardonner	pardon (+ dat.)	Verzeihung (+ dat.)	171	40
86715	πολίτευμα	poli/teuma	business of government	πολίτευμα [gens : ατος (τὸ) ]	acte d'administration publique ; participation aux affaires de l'État, administration des affaires publiques ; l'État	Affaires du gouvernement	Geschäft der Regierung	153	40
70171	μαρτύριον	martu/rion	testimony	μαρτύριον [gens : ου (τὸ) ]	témoignage, preuve ; sanctuaire dédié à un martyr	témoignage	Zeugnis	106	40
* 54733	φυγή	fugh/	flight, exile	φυγή [gens : ῆς (ἡ) ]@ἡ φυγή (in φυγή) [gens : ῆς (ἡ) ]	bannissement, exil@les bannis, les exilés	fuite, exil	Flug, Exil	722	41
66056	κραίνω	krai/nw	to accomplish, fulfil, bring to pass	κραίνω [tr. intr. ]	s'accomplir, se terminer, aboutir	accomplir, réaliser, réaliser	zu erreichen, zu erfüllen, zu verwirklichen	99	41
70172	μαρτύρομαι	martu/romai	call to witness	μαρτύρομαι	appeler en témoignage, invoquer le témoignage de, prendre à témoin ; attester, témoigner, confirmer par son propre témoignage	Appeler à témoigner	Rufen sie an	62	41
70173	μαρτυρέω	marture/w	to bear witness to or in favour of	μαρτυρέω [tr. intr. ]	attester, donner l'assurance de	témoigner ou en faveur de	Zeugnis ablegen oder dafür	969	42
103277	συγγνώμη	suggnw/mh	acknowledgment, confession	συγγνώμη [gens : ης (ἡ) ]	pardon : accorder le pardon à qqn ; indulgence, concession, permission	reconnaissance, confession	Anerkennung, Geständnis	390	42
104305	συναγωγή	sunagwgh/	a bringing together	συναγωγή [gens : ῆς (ἡ) ]	action de rassembler ; lieu de rassemblement, synagogue	Un rassemblement	Ein Zusammenbringen	114	42
44396	ἐνίημι	e)ni/hmi	to send in or into; implant, inspire; urge on, incite	ἐνίημι [tr. intr. ]	envoyer dans, passer dans ; envoyer sur ou contre ; se jeter sur, presser ; se laisser aller, se relâcher	envoyer ou entrer; implanter, inspirer; exhorte, incite	ein- oder einschicken; implantieren, inspirieren; drängen, anregen	83	42
50621	εἰσδέχομαι	ei)sde/xomai	to take into, admit	εἰσδέχομαι	être admis, se faire admettre	prendre, admettre	zugeben, zugeben	67	42
9261	Σκάμανδρος	*ska/mandros	the Scamander	Σκάμανδρος [gens : ου (ὁ) ]	Skamandros (Scamandre)	le Scamander	der Betrüger	50	42
41282	ἐκλογή	e)klogh/	choice	ἐκλογή [gens : ῆς (ἡ) ]	action de choisir ; perception (d'impôts)	choix	Wahl	49	42
112543	ὑπομονή	u(pomonh/	remaining behind	ὑπομονή [gens : ῆς (ἡ) tr. intr. ]	action de rester en arrière, de rester là ; pouvoir ou force de résistance ; pouvoir ou force de supporter, de résister à (des coups) ; action d'oser	Restant derrière	Zurückbleiben	45	42
14038	ἀκόντιον	a)ko/ntion	javelin	ἀκόντιον [gens : ου (τὸ) ]	petit javelot, petit trait ; exercice du javelot	javelot	Speer	99	691
1225	Ἀκόντιον	*)ako/ntion		Ἀκόντιον ὄρος [(τὸ) ]	le mt Akontion	le mt Akontion		3	201
* 11261	ἄκρατος	a)/kratos	unmixed	ἄκρατος [des : ος, ον subst. ]@ὁ ἄκρατος (in ἄκρατος) [des : ος, ον subst. ]	non mélangé, pur ; non tempéré@libations de vin pur	sans mélange	unvermischt	145	1011
? 645	Ἄκρατος	*)/akratos		ἄκρατος [des : ος, ον subst. ]@ὁ ἄκρατος (in ἄκρατος) [des : ος, ον subst. ]	non mélangé, pur ; non tempéré@libations de vin pur			3	645
14495	ἀλέξανδρος	a)le/candros	Alexander	ἀλέξανδρος [des : ος, ον, ]	qui protège les hommes	Alexandre	Alexander	3	123
1277	Ἀλέξανδρος	*)ale/candros		Ἀλέξανδρος [gens : ου (ὁ) ]	Alexandre	Alexandre		1306	253
