32673	διάλυσις	dia/lusis	separating	διάλυσις [gens : εως (ἡ) ]	dissolution ; cessation, fin	Séparer	Trennung	239	709
57456	ἱμείρω	i(mei/rw	to long for, yearn after, desire	ἱμείρω	désirer, souhaiter	désirer ardemment après le désir	sich nach Verlangen sehnen, sich danach sehnen	42	709
* 79102	πάνυ	pa/nu	altogether, by all means	πάνυ [adv. ]@ὁ πάνυ (in πάνυ) [adv. ]	tout à fait, très fort@le très connu, le fameux	tout à fait, par tous les moyens	Insgesamt auf jeden Fall	2170	710
76016	ὁμολογέω	o(mologe/w	agree	ὁμολογέω	parler d'accord avec	se mettre d'accord	zustimmen	2051	710
59509	καλύπτω	kalu/ptw	to cover with	καλύπτω	couvrir, envelopper, cacher ; étendre pour couvrir	couvrir avec	zu bedecken	203	710
45070	ἐπακούω	e)pakou/w	to listen	ἐπακούω	prêter l'oreille à	écouter	zuhören	90	710
? 48191	ἐπιμιμνήσκομαι	e)pimimnh/skomai	to remember, think of; to mention	ἐπιμιμνῄσκομαι	se souvenir de ; rappeler le souvenir de, faire mention de	se souvenir, penser; à mentionner	sich erinnern, denken; zu erwähnen	85	710
* 12000	ἄτομος	a)/tomos	uncut	ἄτομος [des : ος, ον subst. ]@ἡ ἄτομος (in ἄτομος) [des : ος, ον subst. ]	non coupé ; qu'on ne peut couper, indivisible@corpuscule indivisible ou atome, si court qu'on ne le peut diviser	non coupé	ungeschnitten	66	710
108052	τρέμω	tre/mw	to tremble	τρέμω	trembler, s'agiter, s'ébranler ; trembler de crainte	trembler	zittern	66	710
108053	τρέπω	tre/pw	turn, direct, put to rout, hinder	τρέπω [tr. intr. ]	tourner ; tourner le dos	tourner, diriger, mettre en déroute, gêner	drehen, lenken, auf Router setzen, behindern	1384	711
36779	ἑξήκοντα	e(ch/konta	sixty	ἑξήκοντα	soixante	soixante	sechzig	444	711
92610	προνοέω	pronoe/w	to perceive before, foresee	προνοέω	pressentir, prévoir ; penser d'avance, songer d'avance	percevoir avant, prévoir	vorher wahrnehmen, voraussehen	229	711
14058	ἀκολασία	a)kolasi/a	licentiousness	ἀκολασία [gens : ας (ἡ) ]	défaut de répression	licence	Zügellosigkeit	106	711
12002	ἄτοπος	a)/topos	out of place, bad	ἄτοπος [des : ος, ον, ]	qui n'est pas en son lieu et place	hors de propos, mauvais	fehl am Platz, schlecht	455	712
98771	σκέψις	ske/yis	viewing	σκέψις [gens : εως (ἡ) ]	perception par la vue	Visionnement	Anzeigen	153	712
96721	ῥάχις	r(a/xis	the lower part of the back, the chine	ῥάχις [gens : ιος, (ἡ) ]	épine dorsale	la partie inférieure du dos, le bouchain	der untere Teil des Rückens, die Chine	78	712
* 1736	Ἀπολλώνιος	*)apollw/nios	of or belonging to Apollo	Ἀπολλώνιος [gens : ου (ὁ) ]@Ἀπολλώνιος [des : α, ον ]	Apollônios (Apollonius) (h.) A. de Rhodes, A. de Tyane, A. Dyscole, A. de Pergé@d'Apollon	ou appartenant à Apollo	von oder zu Apollo gehörend	51	712
113216	ὥσπερ	w(/sper	just as, as soon as	ὥσπερ [adv. ]	comme, de même que ; afin que, pour que	tout comme, dès	genauso, sobald	4860	713
98772	σκεδάννυμι	skeda/nnumi	to scatter, disperse	σκεδάννυμι	répandre de côté et d'autre ; renvoyer de côté et d'autre, disperser ; laisser s'échapper, et se répandre	disperser, disperser	zerstreuen, zerstreuen	119	713
89792	πρόξενος	pro/cenos	public	πρόξενος [gens : ου (ὁ, ἡ) ]	proxène	public	Öffentlichkeit	69	10
8418	Πρόξενος	*pro/cenos	Proxenus	Πρόξενος [gens : ου (ὁ) ]	Proxénos, (h.)	Proxenus	Proxenus	57	223
89810	πρόδικος	pro/dikos	judged first	πρόδικος [des : ος, ον ]	jugé auparavant	Jugé en premier	Zuerst beurteilt	3	27
8419	Πρόδικος	*pro/dikos	judged first	Πρόδικος [gens : ου (ὁ) ]	Prodikos	Jugé en premier	Zuerst beurteilt	70	224
* 89948	πρόειμι1	pro/eimi1	be before	2 πρόειμι@1 πρόειμι	s'avancer ; se produire en avant ou au dehors, sortir ; aller en avant ou d'avance@être auparavant	être avant	vorher sein	398	148
* 89949	πρόειμι2	pro/eimi2	(sum) to be before	2 πρόειμι@1 πρόειμι	s'avancer ; se produire en avant ou au dehors, sortir ; aller en avant ou d'avance@être auparavant	(somme) avant	(Summe) vorher sein	398	148
