26285	ἀσθενέω	a)sqene/w	be weak, be ill	ἀσθενέω	être faible ; être malade ; être impuissant à	être faible, être malade	Sei schwach, sei krank	110	518
* 66533	κρυπτός	krupto/s	hidden, secret	κρυπτός [des : ή, όν subst. ]@ὁ κρυπτός (in κρυπτός) [des : ή, όν subst. ]	recouvert ; caché, secret ; dissimulé, trompeur@espion	caché, secret	versteckt, geheim	82	518
44878	ἐνυβρίζω	e)nubri/zw	insult	ἐνυϐρίζω	outrager, insulter dans ; outrager, insulter	insulter	Beleidigung	41	518
49031	ἐπιχειρέω	e)pixeire/w	put one's hand to, endeavor	ἐπιχειρέω	mettre la main à ou sur ; mettre la main à, entreprendre	mettre la main à, essayer	Hand anlegen, bemühen	1152	519
26286	ἀσθενής	a)sqenh/s	weak, feeble	ἀσθενής [des : ής, ές, ]	sans force	faible, faible	schwach, schwach	562	519
10766	ἁμαρτία	a(marti/a	error, failure, sin	ἁμαρτία [gens : ας (ἡ) ]	erreur, faute	erreur, échec, péché	Irrtum, Misserfolg, Sünde	373	519
82020	παραχωρέω	paraxwre/w	go aside	παραχωρέω	s'éloigner d'un pays	Va de côté	Beiseite gehen	207	519
25255	ἀθυμία	a)qumi/a	lack of spirit; despair	ἀθυμία [gens : ας (ἡ) ]	découragement, inquiétude	manque d'esprit; désespoir	Mangel an Geist; Verzweiflung	105	519
* 95500	θεμέλιος	qeme/lios	of or for the foundation	θεμέλιος [des : ος, ον, subst. ]@ὁ θεμέλιος (in θεμέλιος) [des : ος, ον, subst. ]	de fondement, de fondation (pierre, assise du sol, etc.)@pierre de fondation	de ou pour la fondation	von oder für die Stiftung	74	519
62429	καταμαρτυρέω	katamarture/w	bear witness against	καταμαρτυρέω	porter témoignage contre	Témoigner contre	Zeugt dagegen	70	519
38659	ἐξέτασις	e)ce/tasis	close examination	ἐξέτασις [gens : εως (ἡ) ]	recherche, examen ; recensement, revue militaire	Examen approfondi	Genaue Untersuchung	56	519
108885	τρώγω	trw/gw	to gnaw, nibble, munch	τρώγω	manger	ronger, grignoter, grignoter	nagen, knabbern, kauen	42	519
! 77877	ὀρθογώνιον	o)rqogw/nion	rectangle			rectangle	Rechteck	159	520
104783	συνέπομαι	sune/pomai	to follow along with, follow closely	συνέπομαι	suivre pas à pas, accompagner côte à côte	suivre, suivre de près	um mitzumachen, folge genau	151	520
86168	πληρόω	plhro/w	fill, make full	πληρόω [tr. intr. ]	être complet, être achevé, s'achever	remplir, remplir	füllen, voll machen	590	521
36585	ἕξις	e(/cis	possession, habit	ἕξις [gens : εως (ἡ) ]	action de posséder, possession (p. opp. à acquisition) ; manière d'être, état	possession, habitude	Besitz, Gewohnheit	355	521
56239	γυμνός	gumno/s	naked, unarmed	γυμνός [des : ή, όν ]	nu ; légèrement ou incomplètement vêtu	nu, sans armes	nackt, unbewaffnet	282	521
38661	ἐξέχω	e)ce/xw	stand out	ἐξέχω	se projeter hors de, avancer en saillie ; se montrer, se lever	ressortir	auffallen	60	521
50062	εἶτα	ei)=ta	then, next	εἶτα [adv. pron. ]	ensuite, puis	Ensuite	Dann als nächstes	2095	522
69824	μαιώτης	maiw/ths	the Palus Maeotis	μαιώτης [gens : ου (ὁ) ]	sorte de poisson	Le Palus Maeotis	Der Palus Maeotis	3	718
6672	Μαιώτης	*maiw/ths	Maeotian	Μαιώτης ποταμός [(ὁ) ]	le Tanaïs ou Don, (fl.)	Maeotian	Maeotian	83	528
69621	μάκαρ	ma/kar	blessed, happy	μάκαρ [des : μάκαιρα, μάκαρ, μάκαρ μάκαρ, gens : μάκαρος ]	bienheureux ; riche, opulent ; les î. ou l'î. des Bienheureux	béni, heureux	gesegnet, glücklich	204	515
6593	Μάκαρ	*ma/kar	Macar, son of Aeolus	Μάκαρ [gens : αρος (ὁ) ]	Makar, (h.)	Macar, fils d'Aeolus	Macar, Sohn von Aeolus	5	449
69826	μακάριος	maka/rios	blessed, happy	μακάριος [des : α, ον ]	heureux, bienheureux ; riche, opulent	béni, heureux	gesegnet, glücklich	318	720
6678	Μακάριος	*maka/rios	blessed	Μακάριος [gens : ου (ὁ) ]	Makarios, (h.)	béni	gesegnet	3	534
