113570	χάλκεος	xa/lkeos	of copper	χάλκεος [des : α, ον, ῆ, οῦν, subst. ]	d'airain	De cuivre	Aus Kupfer	586	43
58842	καινός	kaino/s	new, fresh, novel	καινός [des : ή, όν, ]	nouveau	nouveau, frais, roman	neu, frisch, neuartig	420	43
44397	ἐνίοτε	e)ni/ote	at times	ἐνίοτε [adv. ]	quelquefois	a l'heure	manchmal	274	43
43	Ἥφαιστος	*(/hfaistos	Hephaestus, god of fire	Ἥφαιστος [gens : ου (ὁ) ]	Hèphæstos ; le feu	Héphaïstos, dieu du feu	Hephaistos, Gott des Feuers	214	43
71200	μερμηρίζω	mermhri/zw	to be full of cares, to be anxious	μερμηρίζω [tr. intr. ]	s'inquiéter, être en peine ; méditer, machiner	être plein de soucis, être inquiet	voller Sorgen sein, ängstlich sein	42	43
38178	ἔπος	e)/pos	word	ἔπος [gens : ἔπεος-ους (τὸ) ]	ce qu'on exprime par la parole	mot	Wort	1337	44
28890	βία	bi/a	violence, force	βία [gens : ας (ἡ) adv. ]	force	violence, force	Gewalt, Gewalt	1027	44
13389	ἀγνοέω	a)gnoe/w	not perceive, be ignorant	ἀγνοέω	ne pas connaître, ignorer ; ne pas reconnaître ; se tromper, être dans l'erreur	ne pas percevoir, être ignorant	nicht wahrnehmen, unwissend sein	936	44
70175	μαρτυρία	marturi/a	witness, testimony, evidence	μαρτυρία [gens : ας (ἡ) ]	action de rendre témoignage, de déposer son témoignage ; déposition d'un témoin, témoignage	témoin, témoignage, preuve	Zeuge, Zeugnis, Beweise	616	44
4140	Δύμη	*du/mh	Dyme	Δύμη [gens : ης (ἡ) ]	Dymè (auj. Káto Akhaḯa) (v.)	Dyme	Dyme	51	44
28891	βίαιος	bi/aios	forcible, violent	βίαιος [des : α ος, ον adv. ]	violent ; forcé, contraint	forcé, violent	gewaltsam, gewalttätig	356	45
76377	ὄρεξις	o)/recis	appetency	ὄρεξις [gens : εως (ἡ) ]	action de tendre vers, appétit	L'appétence	Appetenz	146	45
86720	πολίχνιον	poli/xnion	Dim. of πολίχνη (fort)	πολίχνιον [gens : ου (τὸ) ]	dim. de πολίχνη (petite ville)	dim. de πολίχνη (petite ville)	dim. von πολίχνη (Fort)	126	45
104308	συναγωνίζομαι	sunagwni/zomai	contend along with	συναγωνίζομαι	prendre part à une lutte avec, soutenir dans une lutte, combattre pour, secourir, assister, défendre	Conteste avec	Kämpfen mit	118	45
72257	μετριότης	metrio/ths	moderation	μετριότης [gens : ητος (ἡ) ]	juste mesure	modération	Mäßigung	51	45
44400	ἐνίστημι	e)ni/sthmi	to put, set, place in; enter upon, take possession of; to be upon, threaten	ἐνίστημι [tr. intr. ]	dresser ou établir dans ou sur, placer dans ou sur ; dresser, élever ; s'établir dans ; se dresser au-devant de ou contre	mettre, fixer, placer; entrer, prendre possession de; être sur, menacer	setzen, setzen, platzieren in; eintreten, in Besitz nehmen; auf sein, drohen	393	46
48558	ἐπιρρώννυμι	e)pirrw/nnumi	add strength to, strengthen or encourage in (a thing)	ἐπιρρώννυμι	fortifier, affermir, encourager	ajouter de la force, renforcer ou encourager (une chose)	Stärke hinzufügen, stärken oder ermutigen in (einer Sache)	45	46
45431	ἐπεί	e)pei/	after that	ἐπεί	après que, lorsque ; depuis que ; puisque, car ; par suite, c'est pourquoi, donc ; quoique, et cependant	après ça	danach	9867	47
* 14568	ἀλεκτρυών	a)lektruw/n	a cock	ἀλεκτρυών [gens : όνος (ὁ) ]@ἡ ἀλεκτρυών (in ἀλεκτρυών) [gens : όνος (ὁ) ]	coq@poule	un coq	ein Schwanz	50	196
1307	Ἀλεκτρυών	*)alektruw/n	father of Leïtus	Ἀλεκτρυών [gens : όνος (ὁ) ]	Alektryôn, (h.)	père de Leïtus	Vater von Leïtus	3	283
11310	ἄλγος	a)/lgos	pain	ἄλγος [gens : εος-ους (τὸ) ]	souffrance ; sujet de peine, mal	douleur	Schmerz	236	36
? 655	Ἄλγος	*)/algos		ἄλγος [gens : εος-ους (τὸ) ]	souffrance ; sujet de peine, mal			3	655
? 10589	ἁλίς	a(li/s	anything salt	ἅλις [adv. ]	en masse compacte, en foule ; en abondance ; assez	Tout le sel	Etwas Salz	3	344
10427	ἅλις	a(/lis	in crowds	ἅλις [adv. ]	en masse compacte, en foule ; en abondance ; assez	En foule	In massen	140	182
? 6	Ἅλις	*(/alis		ἅλις [adv. ]	en masse compacte, en foule ; en abondance ; assez			3	6
