111867	ὑπόδημα	u(po/dhma	sandal, shoe	ὑπόδημα [gens : ατος (τὸ) ]	semelle fixée sous le pied et attachée par des lanières ou des cordons s'entre-croisant ; soulier qui enveloppe tout le pied	sandale, chaussure	Sandale, Schuh	121	397
17893	ἀναπλέω	a)naple/w	to sail up, to go up stream	ἀναπλέω	naviguer en remontant ; gagner la haute mer, s'embarquer pour une expédition ; remonter à la surface de l'eau ; déborder ; naviguer en rebroussant chemin ; revenir ; tomber	remonter, remonter	hochsegeln, flussaufwärts gehen	78	397
78788	οὐδείς	ou)dei/s	not one	οὐδείς [des : οὐδεμία οὐδέν, gens : οὐδενός, οὐδεμιᾶς, οὐδενός, subst. adv. ]	aucun, aucune, rien	pas une	nicht eins	12657	398
44758	ἐνταῦθα	e)ntau=qa	here, there, then, herein	ἐνταῦθα [adv. ]	là, là même ; à ce moment-là, alors	ici, là, alors, ici	hier, dort also hier	1993	398
76731	ὀφείλω	o)fei/lw	to owe, be obliged	ὀφείλω [subst. ]	devoir, avoir une dette, être débiteur, être redevable de ; devoir, être obligé à, être tenu de	devoir, être obligé	verpflichtet sein, verpflichtet sein	679	398
95376	θέσφατος	qe/sfatos	spoken by God, decreed, ordained, appointed	θέσφατος [des : ος, ον subst. ]	annoncé par les dieux, prédit ; qui vient des dieux	parlé par Dieu, décrété, ordonné, nommé	von Gott gesprochen, verordnet, ordiniert, ernannt	65	398
4494	Φαβωρῖνος	*fabwri=nos		Φαϐωρῖνος [gens : ου (ὁ) ]	Favorinus, (h. rom.)	Favorinus, (h. rom.)		49	398
? 107741	τοι	toi	let me tell you, surely	3 τοί [des : ταί, ]@1 τοί@2 τοί > οἱ σοί (in σός)	nom. plur. épq. et ion. de ὅ, ἥ, τό, ou de ὅς, ἥ, ὅ.@certes, vraiment@les tiens, tes parents, tes amis	laisse moi te dire, sûrement	lass mich dir sicher sagen	1451	399
34413	δικαστήριον	dikasth/rion	a court of justice	δικαστήριον [gens : ου (τὸ) ]	tribunal, endroit où l'on juge ; le tribunal, les juges eux-mêmes	une cour de justice	ein Gericht	654	399
27191	αἱρετός	ai(reto/s	that may be taken	αἱρετός [des : ή, όν ]	qui peut être pris ; qui peut être saisi par l'intelligence ou compris ; choisi, élu ; qu'on peut ou qu'on doit choisir, souhaitable	Qui peut être pris	Das kann genommen werden	276	399
95377	θέσις	qe/sis	setting	θέσις [gens : εως (ἡ) ]	action de poser, de placer, d'arranger ; action de déposer, d'abaisser	réglage	Rahmen	214	399
72615	μιαρός	miaro/s	defiled; foul; villainous	μιαρός [des : ά, όν ]	souillé de sang	souillé; faute; infâme	befleckt; Foul; bösartig	168	399
* 108765	τροχός	troxo/s	wheel	1 τροχός [gens : οῦ (ὁ) ]@2 τροχός [des : ός, όν, ]	roue ; cerceau d'enfant@agile, rapide	roue	Rad	91	399
44759	ἐνταυθοῖ	e)ntauqoi=	hither, here	ἐνταυθοῖ [adv. ]	ici	ici	hierher, hier	73	399
37491	ἔξαρνος	e)/carnos	denying	ἔξαρνος [des : ος, ον, ]	je nie	Nier	Leugnen	60	399
8594	Πυθόδωρος	*puqo/dwros		Πυθόδωρος [gens : ου (ὁ) ]	Pythodôros	Pythodôros		42	399
107742	τοίνυν	toi/nun	well then, now then, again	τοίνυν	certes en effet, certes ; donc, ainsi donc ; eh bien donc, quant à moi	eh bien, maintenant, encore une fois	na dann, jetzt dann wieder	2822	400
9619	Σωκράτης	*swkra/ths	Socrates	Σωκράτης [gens : ους (ὁ) ]	Sôkratès (Socrate)	Socrate	Sokrates	2285	400
* 57551	ἱππότης	i(ppo/ths	a driver	1 ἱππότης [gens : ου (ὁ) subst. adj. ]@2 ἱππότης [gens : ητος (ἡ) ]	de cavalier@idée que l'esprit conçoit du cheval	un chauffeur	ein Fahrer	95	804
434	Ἱππότης	*(ippo/ths		Ἱππότης [gens : ου (ὁ) ]	Hippotès, (h.)	Hippotès, (h.)		7	434
? 58150	ἰρίς	i)ri/s	rainbow	ἶρις [gens : ἴριδος (ἡ) ]@2 Ἶρις [des : ιν gens : ιος, (ὁ) ]@1 Ἶρις [des : -ι, gens : ιδος, (ἡ) ]	iris ou arc-en-ciel ; iris@Iris (auj. Yeşilırmak) (fl.)@Iris	arc en ciel	Regenbogen	3	375
57788	ἶρις	i)=ris	rainbow; iris of the eye	ἶρις [gens : ἴριδος (ἡ) ]	iris ou arc-en-ciel ; iris	arc en ciel; iris de l'oeil	Regenbogen; Iris des Auges	24	17
* 976	Ἶρις	*)=iris	Iris, messenger to the gods	2 Ἶρις [des : ιν gens : ιος, (ὁ) ]@1 Ἶρις [des : -ι, gens : ιδος, (ἡ) ]	Iris (auj. Yeşilırmak) (fl.)@Iris	Iris, messagère des dieux	Iris, Botschafterin der Götter	68	976
978	Ἶσις	*)=isis	plant	Ἶσις [des : Ἶσιν gens : Ἴσιδος, (ἡ) ]	Isis	plante	Pflanze	51	978
? 905	Ἴσις	*)/isis		Ἶσις [des : Ἶσιν gens : Ἴσιδος, (ἡ) ]	Isis			3	905
