62232	κατακλείω	kataklei/w	to shut in, inclose	κατακλείω	enfermer ; fermer	fermer, enfermer	einschließen, einschließen	90	322
95300	θαρσύνω	qarsu/nw	to encourage, cheer	θαρσύνω > θαρρύνω [tr. intr. ]	encourager, donner bon courage à ; avoir bon courage	encourager, encourager	ermutigen, jubeln	53	322
114878	χρησμός	xrhsmo/s	the answer of an oracle, oracular response, oracle	χρησμός [gens : οῦ (ὁ) ]	réponse d'un oracle ; déclaration certaine	la réponse d'un oracle, réponse oraculaire, oracle	die Antwort eines Orakels, Orakelantwort, Orakel	310	323
106641	τέγγω	te/ggw	to wet, moisten	τέγγω	mouiller, humecter ; faire fondre, amollir	mouiller, humidifier	zu nass, befeuchten	66	323
14695	ἀλιτήριος	a)lith/rios	sinning	ἀλιτήριος [des : ος, ον ]	coupable, criminel ; vengeur du crime	Pécheur	Sünden	41	323
56039	γραφικός	grafiko/s	capable of drawing	γραφικός [des : ή, όν ]	qui concerne l'action d'écrire ; qui concerne l'art d'écrire, de composer ; qui concerne l'Écriture sainte ; qui concerne la peinture ; habile à dessiner ou à peindre ; qui se connaît en peinture ; peint ; qui peint ou décrit fidèlement	Capable de dessiner	Fähig zu zeichnen	41	323
35362	δρόμος	dro/mos	a course, running, race	δρόμος [gens : ου (ὁ) ]	action de courir ; emplacement pour courir	un cours, course, course	ein Kurs, Laufen, Rennen	441	324
33314	διαμαρτάνω	diamarta/nw	miss entirely	διαμαρτάνω	s'égarer, se tromper complètement ; ne pas obtenir, échouer	Manquer entièrement	Vermisse ganz	232	324
13669	ἀηδής	a)hdh/s	unpleasant to the taste, distasteful	ἀηδής [des : ής, ές ]	désagréable au goût ; désagréable, déplaisant, odieux	désagréable au goût, désagréable	unangenehm im Geschmack, unangenehm	131	324
8519	Πύλαι	*pu/lai		Πύλαι > πύλη [gens : ῶν (αἱ) ]	Pyles, « les Portes »	Pyles, « les Portes » (n. de lieu)		70	324
24034	ἀποκομίζω	a)pokomi/zw	to carry away, escort	ἀποκομίζω	emmener ; ramener, rapporter	emporter, escorter	wegtragen, eskortieren	48	324
106643	τέγος	te/gos	a roof	τέγος [gens : εος-ους (τὸ) ]	toit d'une maison ou d'une chambre ; toute partie couverte d'une maison, chambre, salle, dans les étages supérieurs	un toit	ein Dach	61	325
93250	προσελαύνω	proselau/nw	drive	προσελαύνω [tr. intr. ]	pousser vers ; se porter à cheval en avant, s'avancer à cheval	conduire	Fahrt	59	325
38462	ἐξαλλάσσω	e)calla/ssw	to change utterly	ἐξαλλάσσω [tr. intr. ]	échanger, changer ; changer (de pays) ; changer un usage ; procurer du changement à, distraire, amuser ; être changé, différent ; s'éloigner	changer complètement	völlig zu ändern	53	325
50905	εὔλογος	eu)/logos	having good reason, reasonable, sensible	εὔλογος [des : ος, ον ]	qui parle bien ; fondé en raison, raisonnable, vraisemblable (raison, prétexte, etc.)	avoir une bonne raison, raisonnable, raisonnable	guten Grund haben, vernünftig, vernünftig	252	326
42595	ἐν	e)n	in, on	ἐν [adv. prép. ]	dedans, dans, en.	dans, sur	in, auf	47378	327
48839	ἐπιτάσσω	e)pita/ssw	to put upon one as a duty, to enjoin	ἐπιτάσσω	se laisser donner des ordres, se soumettre à des ordres	d'en imposer un comme un devoir, d'enjoindre	sich zur Pflicht machen, sich verpflichten	412	327
26092	ἀσέβεια	a)se/beia	ungodliness, impiety	ἀσέϐεια [gens : ας (ἡ) ]	impiété	impiété, impiété	Gottlosigkeit, Gottlosigkeit	181	327
12645	ἀεικής	a)eikh/s	unseemly, shameful	ἀεικής [des : ής, ές adv. ]	inconvenant, indigne ; invraisemblable, étrange	inconvenant, honteux	unpassend, beschämend	109	327
53182	φίλιππος	fi/lippos	fond of horses	φίλιππος [des : ος, ον ]	qui aime les chevaux	Aime les chevaux	Lieb von pferden	11	538
4622	Φίλιππος	*fi/lippos	Philip	Φίλιππος [gens : ου (ὁ) ]	Philippe	Philippe	Philip	1857	526
53460	φιλόφρων	filo/frwn	kindly minded, kindly, friendly, affable	φιλόφρων [des : ων, ον, gens : ονος ]	qui a des sentiments d'amitié ou de bienveillance, bienveillant, bon	bienveillant, gentil, amical, affable	freundlich gesinnt, freundlich, freundlich, umgänglich	92	816
? 4672	Φιλόφρων	*filo/frwn	kindly disposed	φιλόφρων [des : ων, ον, gens : ονος ]	qui a des sentiments d'amitié ou de bienveillance, bienveillant, bon	Bien voulu	Freundlich entsorgt	10	576
53499	φιλόμηλος	filo/mhlos	fond of apples	φιλόμηλος [des : ος, ον ]	qui aime les pommes les fruits	Aime les pommes	Lieb von Äpfeln	3	855
4676	Φιλόμηλος	*filo/mhlos	fond of apples	Φιλόμηλος [gens : ου (ὁ) ]	Philomèlos, (h.)	Aime les pommes	Lieb von Äpfeln	48	580
